refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR2985811	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested in glucose phase	
ERR2985812	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested in glucose phase	
ERR2985813	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested in glucose phase	
ERR2985814	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested in glucose phase	
ERR2985815	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested in glucose phase	
ERR2985816	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested in glucose phase	
ERR2985817	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested in glucose phase	
ERR2985818	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested in glucose phase	
ERR2985819	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested in glucose phase	
ERR2985820	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested in glucose phase	
ERR2985821	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested in glucose phase	
ERR2985822	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested in glucose phase	
ERR2985823	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested in glucose phase	
ERR2985824	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested in glucose phase	
ERR2985825	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested in glucose phase	
ERR2985826	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested in glucose phase	
ERR2985827	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested in glucose phase	
ERR2985828	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested in glucose phase	
ERR2985829	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested in glucose phase	
ERR2985830	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested in glucose phase	
ERR2985831	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 2, harvested in glucose phase	
ERR2985832	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 2, harvested in glucose phase	
ERR2985833	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 2, harvested in glucose phase	
ERR2985834	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 2, harvested in glucose phase	
ERR2985835	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 3, harvested in glucose phase	
ERR2985836	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 3, harvested in glucose phase	
ERR2985837	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 3, harvested in glucose phase	
ERR2985838	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 3, harvested in glucose phase	
ERR2985839	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 4, harvested in glucose phase	
ERR2985840	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 4, harvested in glucose phase	
ERR2985841	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 4, harvested in glucose phase	
ERR2985842	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 4, harvested in glucose phase	
ERR2985843	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested in ethanol phase	
ERR2985844	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested in ethanol phase	
ERR2985845	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested in ethanol phase	
ERR2985846	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested in ethanol phase	
ERR2985847	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested in ethanol phase	
ERR2985848	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested in ethanol phase	
ERR2985849	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested in ethanol phase	
ERR2985850	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested in ethanol phase	
ERR2985851	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested in ethanol phase	
ERR2985852	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested in ethanol phase	
ERR2985853	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested in ethanol phase	
ERR2985854	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested in ethanol phase	
ERR2985855	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested in ethanol phase	
ERR2985856	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested in ethanol phase	
ERR2985857	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested in ethanol phase	
ERR2985858	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested in ethanol phase	
ERR2985859	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested in ethanol phase	
ERR2985860	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested in ethanol phase	
ERR2985861	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested in ethanol phase	
ERR2985862	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested in ethanol phase	
ERR2985863	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 2, harvested in ethanol phase	
ERR2985864	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 2, harvested in ethanol phase	
ERR2985865	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 2, harvested in ethanol phase	
ERR2985866	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 2, harvested in ethanol phase	
ERR2985867	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 3, harvested in ethanol phase	
ERR2985868	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 3, harvested in ethanol phase	
ERR2985869	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 3, harvested in ethanol phase	
ERR2985870	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 3, harvested in ethanol phase	
ERR2985871	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 4, harvested in ethanol phase	
ERR2985872	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 4, harvested in ethanol phase	
ERR2985873	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 4, harvested in ethanol phase	
ERR2985875	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested at steady state conditions	
ERR2985876	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested at steady state conditions	
ERR2985877	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested at steady state conditions	
ERR2985878	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 1, harvested at steady state conditions	
ERR2985879	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested at steady state conditions	
ERR2985880	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested at steady state conditions	
ERR2985881	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested at steady state conditions	
ERR2985882	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 2, harvested at steady state conditions	
ERR2985884	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested at steady state conditions	
ERR2985885	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested at steady state conditions	
ERR2985886	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 3, harvested at steady state conditions	
ERR2985887	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested at steady state conditions	
ERR2985888	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested at steady state conditions	
ERR2985889	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested at steady state conditions	
ERR2985890	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Control strain, replicate 4, harvested at steady state conditions	
ERR2985891	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested at steady state conditions	
ERR2985892	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested at steady state conditions	
ERR2985893	ERP112694							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				STB5 overexpression strain, replicate 1, harvested at steady state conditions	
