refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR3440202	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440204	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440206	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440207	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440208	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440210	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440226	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440228	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440232	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440234	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440237	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440239	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
SRR3440240	SRP073907		n/a		n/a			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Saccharomyces cerevisiae W303 mutants	
