refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR1607958	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AACK	
ERR1607959	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AACK	
ERR1607960	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AACK	
ERR1607961	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AACK	
ERR1607962	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				YIGS16	
ERR1607963	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				YIGS16	
ERR1607964	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				YIGS16	
ERR1607965	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				YIGS16	
ERR1607966	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AACK	
ERR1607967	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AACK	
ERR1607968	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AACK	
ERR1607969	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AACK	
ERR1607970	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				YIGS16	
ERR1607971	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				YIGS16	
ERR1607972	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				YIGS16	
ERR1607973	ERP017046							SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				YIGS16	
