refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR1041289	SRP033417		by4741 with enp1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		mid_early_controls_1	control
SRR1041290	SRP033417		by4741 with ltv1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		mid_early_controls_2	control
SRR1041291	SRP033417		by4741 with tsr1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		mid_early_controls_3	control
SRR1041292	SRP033417		by4741 with rio2-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		mid_early_controls_4	control
SRR1041294	SRP033417		by4741 with fun12-tap::k.i.his3		purified 18s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		late_controls_2	control
SRR1041295	SRP033417		by4741 with fun12-tap::k.i.his3		purified 18s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		late_controls_3	control
SRR1041296	SRP033417		by4741 with enp1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Enp1_1	1m7
SRR1041297	SRP033417		by4741 with enp1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Enp1_2	1m7
SRR1041298	SRP033417		by4741 with ltv1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Ltv1_1	1m7
SRR1041299	SRP033417		by4741 with ltv1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Ltv1_2	1m7
SRR1041300	SRP033417		by4741 with rio2-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Rio2_1	1m7
SRR1041301	SRP033417		by4741 with rio2-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Rio2_2	1m7
SRR1041302	SRP033417		by4741 with tsr1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Tsr1_1	1m7
SRR1041304	SRP033417		by4741 with tsr1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Tsr1_3	1m7
SRR1041305	SRP033417		by4741 with nob1-tap::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Nob1_1	1m7
SRR1041306	SRP033417		by4741 with nob1-tap::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Nob1_2	1m7
SRR1041307	SRP033417		by4741 with rio1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Rio1_1	1m7
SRR1041308	SRP033417		by4741 with rio1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Rio1_2	1m7
SRR1041309	SRP033417		by4741 with rio1-htp::k.i.ura3		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		Rio1_3	1m7
SRR1041310	SRP033417		by4741 with fun12-tap::k.i.his3 and gal::3ha-fap7::kanmx4		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		80S_like_1	1m7
SRR1041311	SRP033417		by4741 with fun12-tap::k.i.his3 and gal::3ha-fap7::kanmx4		purified 20s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		80S_like_2	1m7
SRR1041313	SRP033417		by4741 with fun12-tap::k.i.his3		purified 18s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		80S_2	1m7
SRR1041314	SRP033417		by4741 with fun12-tap::k.i.his3		purified 18s ribosomal rna			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		total rna isolated from culture		80S_3	1m7
