refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR1791592	SRP053279		by4741		mixed culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				Saccharomyces cerevisiae	
SRR1791596	SRP053279		by4741		mixed culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				Saccharomyces cerevisiae	
SRR1791600	SRP053279		by4741		mixed culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				Saccharomyces cerevisiae	
SRR1791603	SRP053279		by4741		mixed culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				Saccharomyces cerevisiae	
SRR1791604	SRP053279		by4741		mixed culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				Saccharomyces cerevisiae	
SRR1791610	SRP053279		by4741 yap1 mutant		mixed culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				Saccharomyces cerevisiae	
SRR1791611	SRP053279		by4741 yap1 mutant		mixed culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				Saccharomyces cerevisiae	
SRR1791612	SRP053279		by4741 yap1 mutant		mixed culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				Saccharomyces cerevisiae	
SRR1791613	SRP053279		by4741 yap1 mutant		mixed culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				Saccharomyces cerevisiae	
SRR1791614	SRP053279		by4741 yap1 mutant		mixed culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				Saccharomyces cerevisiae	
