refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR391753	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				B_t20_TACAAG	
ERR391754	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				B_t40_ACATCG	
ERR391755	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				130814puf3_t10_2	
ERR391756	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				B_t5_AAGCTA	
ERR391757	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				130814puf3_t20_1	
ERR391758	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				B_t0_CGTGAT	
ERR391759	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				130814puf3_t0_2	
ERR391760	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				B_t10_GTAGCC	
ERR391761	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				130814puf3_t0_1	
ERR391762	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				130814puf3_t5_1	
ERR391763	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				C_t10_TGCCGA	
ERR391764	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				C_t0_CCTCCC	
ERR391765	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				C_t20_TGACAT	
ERR391766	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				130814puf3_t40_1	
ERR391767	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				130814puf3_t20_2	
ERR391768	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				C_t5_TATATC	
ERR391769	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				C_t40_CGCCTG	
ERR391770	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				130814puf3_t10_1	
ERR391771	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				130814puf3_t5_2	
ERR391772	ERP004478		mat a, his3 delta, leu2-3, ura3-52, rpb1::his3 with plasmid ry2522					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True		mating type a		SRA				130814puf3_t40_2	
