refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR3140106	SRP069207							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		s. cerevisiae cells		NCYC361 YPD REP1	
SRR3140107	SRP069207							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		s. cerevisiae cells		NCYC361 YPD REP2	
SRR3140108	SRP069207							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		s. cerevisiae cells		NCYC361 SynH -HTs REP1	
SRR3140109	SRP069207							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		s. cerevisiae cells		NCYC361 SynH -HTs REP2	
SRR3140110	SRP069207							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		s. cerevisiae cells		NCYC361 SynHv REP1	
SRR3140111	SRP069207							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		s. cerevisiae cells		NCYC361 SynHv REP2	
SRR3140112	SRP069207							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		s. cerevisiae cells		UWO.S05.22-7 YPD REP1	
SRR3140113	SRP069207							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		s. cerevisiae cells		UWO.S05.22-7 YPD REP2	
SRR3140114	SRP069207							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		s. cerevisiae cells		UWO.S05.22-7 SynH -HT REP1	
SRR3140115	SRP069207							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		s. cerevisiae cells		UWO.S05.22-7 SynH -HT REP2	
