refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR1583860	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, high pi, 0 min		phm3_DaMP, high Pi, 0 min	
SRR1583861	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 120 min		phm3_DaMP, no Pi, 120 min	
SRR1583862	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 15 min		phm3_DaMP, no Pi, 15 min	
SRR1583863	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 30min		phm3_DaMP, no Pi, 30min	
SRR1583864	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 45 min		phm3_DaMP, no Pi, 45 min	
SRR1583865	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 60 min		phm3_DaMP, no Pi, 60 min	
SRR1583866	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 75 min		phm3_DaMP, no Pi, 75 min	
SRR1583867	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 90 min		phm3_DaMP, no Pi, 90 min	
SRR1583868	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 105 min		phm3_DaMP, no Pi, 105 min	
SRR1583869	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 135 min		phm3_DaMP, no Pi, 135 min	
SRR1583870	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 150 min		phm3_DaMP, no Pi, 150 min	
SRR1583871	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 165 min		phm3_DaMP, no Pi, 165 min	
SRR1583872	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 180 min		phm3_DaMP, no Pi, 180 min	
SRR1583873	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 195 min		phm3_DaMP, no Pi, 195 min	
SRR1583874	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 210 min		phm3_DaMP, no Pi, 210 min	
SRR1583875	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 225 min		phm3_DaMP, no Pi, 225 min	
SRR1583876	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 240 min		phm3_DaMP, no Pi, 240 min	
SRR1583877	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 255 min		phm3_DaMP, no Pi, 255 min	
SRR1583878	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 270 min		phm3_DaMP, no Pi, 270 min	
SRR1583879	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 285 min		phm3_DaMP, no Pi, 285 min	
SRR1583880	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 300 min		phm3_DaMP, no Pi, 300 min	
SRR1583881	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 315 min		phm3_DaMP, no Pi, 315 min	
SRR1583882	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 330 min		phm3_DaMP, no Pi, 330 min	
SRR1583883	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 345 min		phm3_DaMP, no Pi, 345 min	
SRR1583884	SRP047418							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		phm3_damp, no pi, 360 min		phm3_DaMP, no Pi, 360 min	
