refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR1157525	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 0	
ERR1157526	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 105	
ERR1157527	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 111	
ERR1157529	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 12	
ERR1157530	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 123	
ERR1157531	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 129	
ERR1157532	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 135	
ERR1157533	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 15	
ERR1157534	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 18	
ERR1157535	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 21	
ERR1157537	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 27	
ERR1157538	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 3	
ERR1157539	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 30	
ERR1157540	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 33	
ERR1157541	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 36	
ERR1157542	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 39	
ERR1157543	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 45	
ERR1157544	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 51	
ERR1157545	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 57	
ERR1157546	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 6	
ERR1157547	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 63	
ERR1157548	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 69	
ERR1157549	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 75	
ERR1157550	ERP013410		mata, his3?1, leu2?0, met15?0, ura3?0 asf1?0::kanmx4					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				Dasf1 81	
