refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR2538811	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep1	
ERR2538812	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep1	
ERR2538813	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep1	
ERR2538814	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep1	
ERR2538815	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep2	
ERR2538816	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep2	
ERR2538817	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep2	
ERR2538818	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep2	
ERR2538819	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep3	
ERR2538820	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep3	
ERR2538821	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep3	
ERR2538822	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Ana_Rep3	
ERR2538823	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep1	
ERR2538824	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep1	
ERR2538825	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep1	
ERR2538826	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep1	
ERR2538827	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep2	
ERR2538828	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep2	
ERR2538829	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep2	
ERR2538830	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep2	
ERR2538831	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep3	
ERR2538832	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep3	
ERR2538833	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep3	
ERR2538834	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Eth_Rep3	
ERR2538835	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep1	
ERR2538836	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep1	
ERR2538837	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep1	
ERR2538838	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep1	
ERR2538839	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep2	
ERR2538840	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep2	
ERR2538841	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep2	
ERR2538842	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep2	
ERR2538843	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep3	
ERR2538844	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep3	
ERR2538845	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep3	
ERR2538846	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Glu_Rep3	
ERR2538847	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nit_Rep1	
ERR2538848	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nit_Rep1	
ERR2538849	ERP108447		cen.pk113-7d					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nit_Rep1	
