refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR701791	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep1	
SRR701792	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep1	
SRR701793	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep1	
SRR701794	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep1	
SRR701795	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep1	
SRR701796	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep1	
SRR701797	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep2	
SRR701798	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep2	
SRR701800	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep2	
SRR701801	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep2	
SRR701802	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep2	
SRR701804	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep2	
SRR701805	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep2	
SRR701806	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-noRapa-Rep2	
SRR701807	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-Rapa10'-Rep1	200ng/ml rapamycin for 10 min
SRR701808	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-Rapa10'-Rep1	200ng/ml rapamycin for 10 min
SRR701809	SRP018547							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast cells		BY-Rapa10'-Rep1	200ng/ml rapamycin for 10 min
