refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR4031247	SRP082139							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		strain ymh914 (s288c background with repaired hap1)		WT, 0min 100% nitrogen gas, 1st replicate	
SRR4031248	SRP082139							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		strain ymh914 (s288c background with repaired hap1)		WT, 5min 100% nitrogen gas, 1st replicate	
SRR4031249	SRP082139							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		strain ymh914 (s288c background with repaired hap1)		WT, 10min 100% nitrogen gas, 1st replicate	
SRR4031250	SRP082139							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		strain ymh914 (s288c background with repaired hap1)		WT, 30min 100% nitrogen gas, 1st replicate	
SRR4031251	SRP082139							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		strain ymh914 (s288c background with repaired hap1)		WT, 60min 100% nitrogen gas, 1st replicate	
SRR4031252	SRP082139							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		strain ymh914 (s288c background with repaired hap1)		WT, 120min 100% nitrogen gas, 1st replicate	
SRR4031253	SRP082139							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		strain ymh914 (s288c background with repaired hap1)		WT, 180min 100% nitrogen gas, 1st replicate	
SRR4031254	SRP082139							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		strain ymh914 (s288c background with repaired hap1)		WT, 240min 100% nitrogen gas, 1st replicate	
SRR5336649	SRP082139							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		strain ymh914 (s288c background with repaired hap1)		WT, 0min 100% nitrogen gas, 2nd replicate	
SRR5336650	SRP082139							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		strain ymh914 (s288c background with repaired hap1)		WT, 5min 100% nitrogen gas, 2nd replicate	
