index	condition	id	name	collapsed	reactants	products	modifiers	additional_components	magnitude_change	source_p_value	target_p_value	averaged_p_value
0	0	reaction_198440_reaction_916855_reaction_70654	SLC25A11 exchanges malate and alpha-ketoglutarate (2-oxoglutarate) across the inner mitochondrial membrane // PXLP-K357-ABAT dimer:2Fe-2S transforms GABA to SUCCSA // ornithine + alpha-ketoglutarate <=> glutamate + L-glutamate gamma-semialdehyde [OAT]	true	malic acid,2OG	ornithine,2OG	PXLP-K357-ABAT dimer:2Fe-2S,catalyst,SLC25A11 homodimer,catalyst,OAT hexamer,catalyst	P80404,ENST00000425191,CHEBI:33739,Q02978,ENST00000544061,P04181,ENST00000539214	1.238475696	0.007328161	3.2200000000000004e-8	0.00004175609902682556
1	0	reaction_6798345_reaction_382560_reaction_70560	PXLP-GCAT dimer ligates CoASH to 2A-3OB to form Gly and Ac-CoA // ABC7, mABC1 and mABC2 mediate heme transport // carbamoyl phosphate + ornithine => citrulline + orthophosphate	true	Ac-CoA,H+,PPi,glycine	CAP,ornithine	Heme transporters,catalyst,PXLP-GCAT dimer:TDH tetramer,catalyst,OTC trimer,catalyst	Q9NUT2,ENST00000542328,O75027,ENST00000373394,Q9NRK6,ENST00000344517,Q8IZJ6,TDH,O75600,ENST00000323205,P00480,ENST00000039007	1.000632001	0.019439377	3.2200000000000004e-8	0.00006800856151424351
2	0	reaction_5693148_reaction_382560_reaction_70560	BCKDK phosphorylates BCKDH // ABC7, mABC1 and mABC2 mediate heme transport // carbamoyl phosphate + ornithine => citrulline + orthophosphate	true	ADP,p-BCKDH	CAP,ornithine	Heme transporters,catalyst,BCKDK,catalyst,OTC trimer,catalyst	Q9NUT2,ENST00000542328,O75027,ENST00000373394,Q9NRK6,ENST00000344517,P11182,ENST00000370132,P09622,ENST00000437604,species_29480,P21953,ENST00000369760,species_113596,P12694,ENST00000457836,P11182,ENST00000370132,P09622,ENST00000437604,species_29480,P21953,ENST00000369760,species_113596,P12694,ENST00000457836,ENST00000394951,P00480,ENST00000039007	1.090684977	0.023686914	3.2200000000000004e-8	0.00007507177066435009
3	0	reaction_203946_reaction_382560_reaction_70560	PDK isoforms phosphorylate lipo-PDH // ABC7, mABC1 and mABC2 mediate heme transport // carbamoyl phosphate + ornithine => citrulline + orthophosphate	true	p-lipo-PDH,ADP	CAP,ornithine	Heme transporters,catalyst,PDK isoforms,catalyst,Ac-CoA,catalyst,RXRA:PPARD:atRA,catalyst,NADH,catalyst,PYR,inhibitor,DCA:PDK2,inhibitor,OTC trimer,catalyst	Q9NUT2,ENST00000542328,O75027,ENST00000373394,Q9NRK6,ENST00000344517,P10515,ENST00000280346,O00330,ENST00000430469,P09622,ENST00000437604,P11177,ENST00000485460,species_29480,P08559,ENST00000540249,P29803,ENST00000295266,species_113596,P10515,ENST00000280346,O00330,ENST00000430469,P09622,ENST00000437604,P11177,ENST00000485460,species_29480,P08559,ENST00000540249,P29803,ENST00000295266,species_113596,Q15120,ENST00000648777,Q15119,ENST00000614357,Q15118,ENST00000410055,Q16654,ENST00000005178,species_5334804,P19793,ENST00000481739,Q03181,ENST00000448077,species_9010792,Q15119,ENST00000614357,P00480,ENST00000039007	1.090684977	0.023686914	3.2200000000000004e-8	0.00007507177066435009
4	0	reaction_70975_reaction_9012016_reaction_9012268	Acetyl-CoA + H2O + Oxaloacetate => Citrate + CoA // FAHD1:Zn2+ dimer hydrolyses OA to PYR // ME2:Mg2+ tetramer oxidatively decarboxylates MAL to PYR	true	citric acid,CoA-SH	NAD+,malic acid	FAHD1:Mg2+ dimer,catalyst,CS dimer,catalyst,ME2:Mg2+ tetramer,catalyst,fumaric acid,catalyst,ATP,inhibitor	Q6P587,ENST00000427358,species_29926,O75390,ENST00000351328,P23368,ENST00000382927,species_29926	1.02666607	0.000501045	0.007328161	0.005208712050680259
5	0	reaction_70975_reaction_9012016_reaction_9012349	Acetyl-CoA + H2O + Oxaloacetate => Citrate + CoA // FAHD1:Zn2+ dimer hydrolyses OA to PYR // ME3:Mg2+ tetramer oxidatively decarboxylates MAL to PYR	true	citric acid,CoA-SH	malic acid,NADP+	FAHD1:Mg2+ dimer,catalyst,CS dimer,catalyst,ME3:Mg2+ tetramer,catalyst	Q6P587,ENST00000427358,species_29926,O75390,ENST00000351328,Q16798,ENST00000543262,species_29926	1.02666607	0.000501045	0.007328161	0.005208712050680259
6	0	reaction_70560_reaction_70997_reaction_6798345	carbamoyl phosphate + ornithine => citrulline + orthophosphate // ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA // PXLP-GCAT dimer ligates CoASH to 2A-3OB to form Gly and Ac-CoA	true	CAP,ornithine	Ac-CoA,H+,PPi,glycine	SUCLA2:SUCLG1,catalyst,OTC trimer,catalyst,PXLP-GCAT dimer:TDH tetramer,catalyst	P53597,ENST00000393868,Q9P2R7,ENST00000646932,P00480,ENST00000039007,Q8IZJ6,TDH,O75600,ENST00000323205	1.000632001	3.2200000000000004e-8	0.019439377	0.00006800856151424351
7	0	reaction_70560_reaction_70997_reaction_5693148	carbamoyl phosphate + ornithine => citrulline + orthophosphate // ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA // BCKDK phosphorylates BCKDH	true	CAP,ornithine	ADP,p-BCKDH	SUCLA2:SUCLG1,catalyst,OTC trimer,catalyst,BCKDK,catalyst	P53597,ENST00000393868,Q9P2R7,ENST00000646932,P00480,ENST00000039007,P11182,ENST00000370132,P09622,ENST00000437604,species_29480,P21953,ENST00000369760,species_113596,P12694,ENST00000457836,P11182,ENST00000370132,P09622,ENST00000437604,species_29480,P21953,ENST00000369760,species_113596,P12694,ENST00000457836,ENST00000394951	1.090684977	3.2200000000000004e-8	0.023686914	0.00007507177066435009
8	0	reaction_70560_reaction_70997_reaction_203946	carbamoyl phosphate + ornithine => citrulline + orthophosphate // ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA // PDK isoforms phosphorylate lipo-PDH	true	CAP,ornithine	p-lipo-PDH,ADP	SUCLA2:SUCLG1,catalyst,OTC trimer,catalyst,PDK isoforms,catalyst,Ac-CoA,catalyst,RXRA:PPARD:atRA,catalyst,NADH,catalyst,PYR,inhibitor,DCA:PDK2,inhibitor	P53597,ENST00000393868,Q9P2R7,ENST00000646932,P00480,ENST00000039007,P10515,ENST00000280346,O00330,ENST00000430469,P09622,ENST00000437604,P11177,ENST00000485460,species_29480,P08559,ENST00000540249,P29803,ENST00000295266,species_113596,P10515,ENST00000280346,O00330,ENST00000430469,P09622,ENST00000437604,P11177,ENST00000485460,species_29480,P08559,ENST00000540249,P29803,ENST00000295266,species_113596,Q15120,ENST00000648777,Q15119,ENST00000614357,Q15118,ENST00000410055,Q16654,ENST00000005178,species_5334804,P19793,ENST00000481739,Q03181,ENST00000448077,species_9010792,Q15119,ENST00000614357	1.090684977	3.2200000000000004e-8	0.023686914	0.00007507177066435009
9	0	reaction_9012268_reaction_71397_reaction_70975	ME2:Mg2+ tetramer oxidatively decarboxylates MAL to PYR // lipo-PDH decarboxylates PYR to Ac-CoA // Acetyl-CoA + H2O + Oxaloacetate => Citrate + CoA	true	NAD+,malic acid	citric acid,CoA-SH	lipo-PDH,catalyst,ME2:Mg2+ tetramer,catalyst,fumaric acid,catalyst,ATP,inhibitor,CS dimer,catalyst	P10515,ENST00000280346,O00330,ENST00000430469,P09622,ENST00000437604,P11177,ENST00000485460,species_29480,P08559,ENST00000540249,P29803,ENST00000295266,species_113596,P23368,ENST00000382927,species_29926,O75390,ENST00000351328	1.02666607	0.007328161	0.000501045	0.005208712050680259
