refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR2509013	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 1	
ERR2509014	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 1	
ERR2509015	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 1	
ERR2509016	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 1	
ERR2509017	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 2	
ERR2509018	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 2	
ERR2509019	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 2	
ERR2509020	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 2	
ERR2509021	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 3	
ERR2509022	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 3	
ERR2509023	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 3	
ERR2509024	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				AnGlim - Repl 3	
ERR2509025	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 1	
ERR2509026	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 1	
ERR2509027	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 1	
ERR2509028	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 1	
ERR2509029	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 2	
ERR2509030	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 2	
ERR2509031	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 2	
ERR2509032	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 2	
ERR2509033	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 3	
ERR2509034	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 3	
ERR2509035	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 3	
ERR2509036	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Elim - Repl 3	
ERR2509037	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 1	
ERR2509038	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 1	
ERR2509039	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 1	
ERR2509040	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 1	
ERR2509041	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 2	
ERR2509042	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 2	
ERR2509043	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 2	
ERR2509044	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 2	
ERR2509045	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 3	
ERR2509046	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 3	
ERR2509047	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 3	
ERR2509048	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Nlim - Repl 3	
ERR2509049	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				RespGlim - Repl 1	
ERR2509050	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				RespGlim - Repl 1	
ERR2509051	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				RespGlim - Repl 1	
ERR2509052	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				RespGlim - Repl 1	
ERR2509053	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				RespGlim - Repl 2	
ERR2509054	ERP107924		cen.pk-113.5d (kiura3)					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				RespGlim - Repl 2	
