refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR905081	ERP010621	14.000						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix1_14	
ERR905082	ERP010621	7.800						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix1_7.8	
ERR905084	ERP010621	32.200						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix1_32.2	
ERR905085	ERP010621	7.800						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix2_7.8	
ERR905086	ERP010621	22.000						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix3_22	
ERR905087	ERP010621	17.800						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix3_17.8	
ERR905088	ERP010621	72.300						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix3_72.3	
ERR905089	ERP010621	72.300						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix2_72.3	
ERR905090	ERP010621	45.400						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix1_45.4	
ERR905091	ERP010621	3.000						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix2_3	
ERR905092	ERP010621	72.300						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix1_72.3	
ERR905093	ERP010621	5.300						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix2_5.3	
ERR905094	ERP010621	45.400						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix2_45.4	
ERR905095	ERP010621	45.400						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix2_45.4	
ERR905096	ERP010621	5.300						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix3_5.3	
ERR905097	ERP010621	26.800						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix3_26.8	
ERR905098	ERP010621	45.400						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix1_45.4	
ERR905099	ERP010621	38.400						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix1_38.4	
ERR905100	ERP010621	62.200						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix2_62.2	
ERR905101	ERP010621							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_wt_wt	
ERR905102	ERP010621	10.700						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix2_10.7	
ERR905103	ERP010621	72.300						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix3_72.3	
ERR905104	ERP010621	17.800						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix2_17.8	
ERR905105	ERP010621	14.000						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix3_14	
ERR905106	ERP010621	62.200						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix3_62.2	
ERR905107	ERP010621	1.000						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix2_1	
ERR905108	ERP010621	45.400						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix3_45.4	
ERR905109	ERP010621	14.000						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix2_14	
ERR905110	ERP010621	17.800						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix2_17.8	
ERR905111	ERP010621	45.400						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix3_45.4	
ERR905112	ERP010621	26.800						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix3_26.8	
ERR905113	ERP010621	10.700						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix3_10.7	
ERR905114	ERP010621	10.700						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix1_10.7	
ERR905115	ERP010621	62.200						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix1_62.2	
ERR905116	ERP010621	32.200						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix3_32.2	
ERR905117	ERP010621	32.200						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix2_32.2	
ERR905118	ERP010621							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix2_0	
ERR905119	ERP010621	26.800						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix2_26.8	
ERR905120	ERP010621							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix3_0	
ERR905121	ERP010621	26.800						SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_Mix1_26.8	
ERR905122	ERP010621							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R2_Mix2_0	
ERR905123	ERP010621							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA				R1_wt_wt	
