refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR1583716	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_15 min		Wt, no Pi, 15 min	
SRR1583717	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_30min		Wt, no Pi, 30min	
SRR1583718	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_45 min		Wt, no Pi, 45 min	
SRR1583719	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_60 min		Wt, no Pi, 60 min	
SRR1583720	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_75 min		Wt, no Pi, 75 min	
SRR1583721	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_90 min		Wt, no Pi, 90 min	
SRR1583722	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_105 min		Wt, no Pi, 105 min	
SRR1583723	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_120 min		Wt, no Pi, 120 min	
SRR1583724	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_135 min		Wt, no Pi, 135 min	
SRR1583726	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_165 min		Wt, no Pi, 165 min	
SRR1583727	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_180 min		Wt, no Pi, 180 min	
SRR1583728	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_195 min		Wt, no Pi, 195 min	
SRR1583729	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_210 min		Wt, no Pi, 210 min	
SRR1583730	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_225 min		Wt, no Pi, 225 min	
SRR1583731	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_240 min		Wt, no Pi, 240 min	
SRR1583733	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_270 min		Wt, no Pi, 270 min	
SRR1583734	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_285 min		Wt, no Pi, 285 min	
SRR1583735	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_300 min		Wt, no Pi, 300 min	
SRR1583737	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_330 min		Wt, no Pi, 330 min	
SRR1583738	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_345 min		Wt, no Pi, 345 min	
SRR1583740	SRP047410							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA		wt_no pi_360 min		Wt, no Pi, 360 min	
