refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR2682199	ERP109711		cen.pk 113-5d psp-gm1					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Transcriptional analysis of Xfpk expression in Saccharomyces cerevisiae	
ERR2682200	ERP109711		cen.pk 113-5d psp-gm1					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Transcriptional analysis of Xfpk expression in Saccharomyces cerevisiae	
ERR2682201	ERP109711		cen.pk 113-5d psp-gm1					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Transcriptional analysis of Xfpk expression in Saccharomyces cerevisiae	
ERR2682202	ERP109711		cen.pk 113-5d psp-gm1					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Transcriptional analysis of Xfpk expression in Saccharomyces cerevisiae	
ERR2682203	ERP109711		cen.pk 113-5d psp-gm1					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Transcriptional analysis of Xfpk expression in Saccharomyces cerevisiae	
ERR2682204	ERP109711		cen.pk 113-5d psp-gm1					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Transcriptional analysis of Xfpk expression in Saccharomyces cerevisiae	
ERR2682205	ERP109711		cen.pk 113-5d psp-gm1					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Transcriptional analysis of Xfpk expression in Saccharomyces cerevisiae	
ERR2682206	ERP109711		cen.pk 113-5d psp-gm1					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Transcriptional analysis of Xfpk expression in Saccharomyces cerevisiae	
ERR2682207	ERP109711		cen.pk 113-5d psp-gm1					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Transcriptional analysis of Xfpk expression in Saccharomyces cerevisiae	
ERR2682208	ERP109711		cen.pk 113-5d psp-gm1					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				Transcriptional analysis of Xfpk expression in Saccharomyces cerevisiae	
