refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR1649703	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose without Doxycycxline	
SRR1649704	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose without Doxycycxline	
SRR1649705	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose without Doxycycxline	
SRR1649706	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose without Doxycycxline	
SRR1649707	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose without Doxycycxline	
SRR1649708	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose without Doxycycxline	
SRR1649709	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose without Doxycycxline	
SRR1649710	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose without Doxycycxline	
SRR1649711	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 125ng/ml Doxycycxline	
SRR1649712	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 125ng/ml Doxycycxline	
SRR1649713	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 125ng/ml Doxycycxline	
SRR1649714	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 125ng/ml Doxycycxline	
SRR1649715	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 125ng/ml Doxycycxline	
SRR1649716	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 125ng/ml Doxycycxline	
SRR1649717	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 125ng/ml Doxycycxline	
SRR1649718	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 125ng/ml Doxycycxline	
SRR1649719	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 250ng/ml Doxycycxline	
SRR1649720	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 250ng/ml Doxycycxline	
SRR1649721	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 250ng/ml Doxycycxline	
SRR1649722	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 250ng/ml Doxycycxline	
SRR1649723	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 250ng/ml Doxycycxline	
SRR1649724	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 250ng/ml Doxycycxline	
SRR1649725	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 250ng/ml Doxycycxline	
SRR1649726	SRP049770		single-hxt2 cells with sensors					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True		not applicable		SRA	not applicable			single-HXT2 cells with sensors were grown in 0.1% glucose with 250ng/ml Doxycycxline	
