	log2fc	p-adj
phenylalanine	0.190696526	0.071881265
orotic acid	0.249763903	0.224036315
5-methoxytryptamine	0.098300907	0.594978747
pipecolic acid	0.160682406	0.035275268
dihydroabietic acid	0.120499967	0.527736334
3-aminoisobutyric acid	-0.179596171	0.268788057
glycerol	0.305653692	0.001225158
urea	0.052125115	0.58452693
threonic acid	0.270722764	0.045432899
238267 trisaccharide	0.601411342	0.03931121
Cytidine-5'-diphosphate	0.01012597	0.943991378
phenylpyruvic acid	0.072128051	0.399951132
indole-3-lactate	0.19253182	0.170232153
fucose-rhamnose	1.083475984	0.000752443
thymine	0.20656932	0.077953621
N-methylalanine	0.208393874	0.062792075
stigmasterol	-0.065649679	0.539949183
serine	-0.030029659	0.694785594
