	log2fc	p-adj
malic acid	0.390367866	0.007328161
Cytidine-5'-diphosphate	0.01012597	0.943991378
gluconic acid	-0.991490549	0.003750501
sucrose	-0.448700225	0.209459129
phenylethylamine	-0.298932719	0.145907181
inositol allo-	-0.288499072	0.105205678
histidine	-0.630702184	9.26e-05
2-aminoadipic acid	0.225515399	0.483128876
2-hydroxybutanoic acid	-0.109106932	0.447496463
phenylpyruvic acid	0.072128051	0.399951132
xanthine	1.347217801	1.87e-05
maleimide	0.064924663	0.608338587
glyceric acid	0.500730719	0.000144083
alpha ketoglutaric acid	-0.016819815	0.912947397
phenylalanine	0.190696526	0.071881265
tagatose	-0.421681013	0.000117947
mannose	-0.266642053	0.156550618
aspartic acid	-0.004127796	0.958151282
ethanol phosphate	0.106718162	0.515107093
octadecanol	-1.049022285	0.193864474
phosphoethanolamine	0.529420778	0.00516007
maltose	0.139330386	0.6438136
urea	0.052125115	0.58452693
2-hydroxyglutaric acid	0.679551668	0.003363723
stearic acid	-0.277838822	0.032109113
caprylic acid	-0.360573208	0.00033643
fucose-rhamnose	1.083475984	0.000752443
pelargonic acid	-0.272110615	0.005920376
linoleic acid	0.120613475	0.430583649
cystine	-0.240817155	0.118751843
oleic acid	-0.096633237	0.418829752
adenosine-5-phosphate	1.310849716	0.000228557
lauric acid	-0.208178192	0.079279578
cysteine	0.676315159	2.28e-06
oxalic acid	-0.017655617	0.876422832
glycocyamine	0.22745698	0.044128412
myo-inositol	0.023029596	0.803432611
