	log2fc	p-adj
phenylpyruvic acid	0.072128051	0.399951132
orotic acid	0.249763903	0.224036315
ribitol	0.857462879	7.65e-09
glycerol-beta-phosphate	0.243143072	0.013247487
2-hydroxybutanoic acid	-0.109106932	0.447496463
oleic acid	-0.096633237	0.418829752
uridine	-0.522203945	0.008806056
3-hydroxybutanoic acid	-0.122650042	0.679065143
myo-inositol	0.023029596	0.803432611
ethanol phosphate	0.106718162	0.515107093
alpha-tocopherol	1.136906245	4.82e-06
5-methoxytryptamine	0.098300907	0.594978747
uric acid	0.49603624	0.003458475
aminomalonic acid	0.329336564	0.001366352
octadecane-1,12-diol	-0.192029528	0.054898268
citrulline	-0.571123868	2.75e-05
inosine	0.024216747	0.842693738
shikimic acid	0.230208529	0.075351591
fructose-6-phosphate	-0.311709863	0.138816055
behenic acid	-0.106513606	0.38230308
3-phosphoglycerate	-1.085793749	0.001044686
fructose	0.045623934	0.824893923
asparagine	0.231201015	0.004191927
glycerol-alpha-phosphate	0.228439153	0.37885545
pantothenic acid	-0.129979077	0.366057286
trehalose	0.189363463	0.55251835
isothreonic acid	0.305557671	0.02014056
pipecolic acid	0.160682406	0.035275268
2-aminoadipic acid	0.225515399	0.483128876
succinic acid	0.43302502	0.04654239
maleimide	0.064924663	0.608338587
kynurenine	-0.349060539	0.110070081
inositol allo-	-0.288499072	0.105205678
adenosine-5-phosphate	1.310849716	0.000228557
2-phenylpropanol	-0.27239264	0.026710246
urea	0.052125115	0.58452693
threonic acid	0.270722764	0.045432899
guanosine	-0.048105277	0.690494855
lauric acid	-0.208178192	0.079279578
arabitol	0.497203995	4.33e-05
pentadecanoic acid	-0.276059154	0.007486567
ornithine	-0.84810783	3.22e-08
fucose	0.534858519	0.01128446
glycerol-3-galactoside	1.089042751	0.04131462
phosphoethanolamine	0.529420778	0.00516007
oxoproline	0.212251017	0.007684847
glycocyamine	0.22745698	0.044128412
levoglucosan	-0.16877771	0.36948541
glucose-6-phosphate	-0.227126041	0.201725301
maltose	0.139330386	0.6438136
cytidine-5-monophosphate	0.769034459	0.003001838
2-monopalmitin	-0.23889284	0.304778309
linoleic acid	0.120613475	0.430583649
glycine	0.152524171	0.019439377
salicylaldehyde	-0.09583416	0.45371809
xanthosine	0.120409437	0.411862051
mannitol	-0.453376646	0.018689217
2-ketoisocaproic acid	-0.21543181	0.142382123
cholesterol	-0.084534355	0.390626488
238267 trisaccharide	0.601411342	0.03931121
arachidonic acid	0.590467272	0.005027144
fucose-rhamnose	1.083475984	0.000752443
threonine	0.132890555	0.037324103
3-phenyllactic acid	0.541229259	0.125342052
phenylethylamine	-0.298932719	0.145907181
5'-deoxy-5'-methylthioadenosine	0.840279807	0.001734452
indole-3-lactate	0.19253182	0.170232153
histidine	-0.630702184	9.26e-05
FAD	0.242577147	0.023686914
cysteine	0.676315159	2.28e-06
beta-alanine	-0.081472043	0.535769412
capric acid	-0.237370118	0.011714321
malic acid	0.390367866	0.007328161
pyrophosphate	-0.041297457	0.720539197
phosphoric acid	0.21577	0.056344272
tyrosine	0.117537347	0.22595173
leucine	0.184717538	0.08066356
digalacturonic acid	0.020673211	0.907346528
1-monostearin	-0.226174471	0.028190959
myristic acid	-0.126354716	0.152408467
hydroxycarbamate	-0.090628653	0.323823535
glycolic acid	-0.002013729	0.974237568
pelargonic acid	-0.272110615	0.005920376
hypoxanthine	0.170246109	0.108933753
benzoic acid	-0.177797267	0.042837564
erythritol	-0.054408773	0.543898423
erythronic acid lactone	-0.556876905	0.001613925
gamma-tocopherol	0.221425414	0.274201373
proline	0.439027613	0.000637014
spermidine	-0.55962869	3.12e-05
gluconic acid	-0.991490549	0.003750501
octadecanol	-1.049022285	0.193864474
