	log2fc	p-adj
5-methoxytryptamine	0.098300907	0.594978747
1-monostearin	-0.226174471	0.028190959
salicylaldehyde	-0.09583416	0.45371809
hydroxycarbamate	-0.090628653	0.323823535
caprylic acid	-0.360573208	0.00033643
2-phenylpropanol	-0.27239264	0.026710246
maleimide	0.064924663	0.608338587
arabitol	0.497203995	4.33e-05
glycerol-beta-phosphate	0.243143072	0.013247487
pelargonic acid	-0.272110615	0.005920376
2-hydroxyglutaric acid	0.679551668	0.003363723
glycerol-3-galactoside	1.089042751	0.04131462
isothreonic acid	0.305557671	0.02014056
trans-4-hydroxyproline	0.305911257	0.001126476
fructose	0.045623934	0.824893923
trehalose	0.189363463	0.55251835
erythronic acid	0.314420281	0.002795622
3-aminoisobutyric acid	-0.179596171	0.268788057
fucose	0.534858519	0.01128446
fructose 1 phosphate	-0.03126975	0.778714078
citrulline	-0.571123868	2.75e-05
adenosine	0.246673065	0.405494406
conduritol beta epoxide	0.036994545	0.851132506
Cytidine-5'-diphosphate	0.01012597	0.943991378
stigmasterol	-0.065649679	0.539949183
azelaic acid	-0.295670818	0.059058275
cysteine-glycine	-0.209360155	0.211915674
guanosine	-0.048105277	0.690494855
pentadecanoic acid	-0.276059154	0.007486567
cellobiotol	0.148481234	0.6215931
homoserine	0.159452671	0.087592179
citric acid	-0.636298204	0.000501045
capric acid	-0.237370118	0.011714321
UDP-glucuronic acid	0.170333101	0.172264575
urea	0.052125115	0.58452693
octadecanol	-1.049022285	0.193864474
5,6-dihydrouracil	1.09017364	3.77e-06
maltose	0.139330386	0.6438136
glycerol-alpha-phosphate	0.228439153	0.37885545
inositol-4-monophosphate	-0.419143754	0.029044532
kynurenine	-0.349060539	0.110070081
uracil	0.540644717	0.002572302
icosenoic acid	-0.042541432	0.784226267
galactose-6-phosphate	-0.163492098	0.237908294
pipecolic acid	0.160682406	0.035275268
serine	-0.030029659	0.694785594
2-monopalmitin	-0.23889284	0.304778309
adenosine-5-phosphate	1.310849716	0.000228557
isoheptadecanoic acid	-0.100644334	0.261276097
2-hydroxybutanoic acid	-0.109106932	0.447496463
cystine	-0.240817155	0.118751843
cytidine-5-monophosphate	0.769034459	0.003001838
2-aminoadipic acid	0.225515399	0.483128876
UDP-GlcNAc	1.176163198	1.94e-07
sucrose	-0.448700225	0.209459129
glucose-6-phosphate	-0.227126041	0.201725301
nicotinamide	0.477855672	0.000102797
phenylethylamine	-0.298932719	0.145907181
ribose	-0.034321029	0.830872396
5'-deoxy-5'-methylthioadenosine	0.840279807	0.001734452
xanthosine	0.120409437	0.411862051
FAD	0.242577147	0.023686914
myo-inositol	0.023029596	0.803432611
inosine	0.024216747	0.842693738
digalacturonic acid	0.020673211	0.907346528
4-hydroxyproline	0.810800109	0.130631782
gluconic acid	-0.991490549	0.003750501
glucuronic acid	-0.044546439	0.672488974
1-monopalmitin	0.156225142	0.161169378
glycolic acid	-0.002013729	0.974237568
taurine	0.388917561	0.003907708
aminomalonic acid	0.329336564	0.001366352
oxoproline	0.212251017	0.007684847
shikimic acid	0.230208529	0.075351591
maltotriose	0.007200986	0.981451698
N-acetyl-D-mannosamine	0.468630833	0.000183534
xanthine	1.347217801	1.87e-05
hydroxylamine	-0.315355034	0.022343576
asparagine	0.231201015	0.004191927
aspartic acid	-0.004127796	0.958151282
putrescine	0.184698885	0.330032371
methionine sulfoxide	-0.841770145	0.024643156
succinic acid	0.43302502	0.04654239
allantoic acid	-0.664780978	0.000878199
biuret	-0.697971463	0.001443451
5-aminovaleric acid	0.685248295	0.286770074
glucose	-1.093726866	5.81e-07
fumaric acid	0.09684086	0.361250699
creatinine	0.457780741	0.033670609
phenylpyruvic acid	0.072128051	0.399951132
quinic acid	-0.362192381	0.457769051
glyceric acid	0.500730719	0.000144083
