	log2fc	p-adj
2-aminoadipic acid	0.225515399	0.483128876
xylitol	0.519232882	4.77e-05
icosenoic acid	-0.042541432	0.784226267
adenosine	0.246673065	0.405494406
myo-inositol	0.023029596	0.803432611
5-methoxytryptamine	0.098300907	0.594978747
fucose-rhamnose	1.083475984	0.000752443
capric acid	-0.237370118	0.011714321
inositol allo-	-0.288499072	0.105205678
uracil	0.540644717	0.002572302
cytidine-5-monophosphate	0.769034459	0.003001838
1-monopalmitin	0.156225142	0.161169378
xanthosine	0.120409437	0.411862051
octadecane-1,12-diol	-0.192029528	0.054898268
phenylethylamine	-0.298932719	0.145907181
sorbitol	-1.013775504	0.100168575
5-aminovaleric acid	0.685248295	0.286770074
xanthine	1.347217801	1.87e-05
