	log2fc	p-adj
adipic acid	-0.327964345	0.073973389
ribonic acid	-0.001960394	0.994850173
leucine	0.184717538	0.08066356
5-hydroxynorvaline	0.043632416	0.61497164
levoglucosan	-0.16877771	0.36948541
N-methylalanine	0.208393874	0.062792075
adenine	0.541532966	0.000600989
linoleic acid	0.120613475	0.430583649
dodecanol	-0.354274066	0.000271477
fucose	0.534858519	0.01128446
inositol-4-monophosphate	-0.419143754	0.029044532
arabinose	0.254745248	0.003086555
octadecanol	-1.049022285	0.193864474
malic acid	0.390367866	0.007328161
gamma-tocopherol	0.221425414	0.274201373
3-aminoisobutyric acid	-0.179596171	0.268788057
cellobiotol	0.148481234	0.6215931
FAD	0.242577147	0.023686914
tryptophan	-0.336943839	0.114903154
glycerol-alpha-phosphate	0.228439153	0.37885545
238267 trisaccharide	0.601411342	0.03931121
1-monostearin	-0.226174471	0.028190959
fucose-rhamnose	1.083475984	0.000752443
maleimide	0.064924663	0.608338587
4-hydroxyproline	0.810800109	0.130631782
thymine	0.20656932	0.077953621
lauric acid	-0.208178192	0.079279578
ascorbic acid	0.643063458	0.33327226
proline	0.439027613	0.000637014
ornithine	-0.84810783	3.22e-08
2-monoolein	0.089193452	0.494286495
orotic acid	0.249763903	0.224036315
phosphoric acid	0.21577	0.056344272
glycocyamine	0.22745698	0.044128412
dihydrosphingosine	-0.597481192	0.002385164
threitol	-0.107031561	0.317372193
guanine	-0.094394699	0.471141775
