refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR5872939	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT, with PHO84p-Venus reporter, with Growth in 0.2mM for 24.67h and recovery into 20mM for 2h	
SRR5872940	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT, with PHO84p-Venus reporter, with Growth in 0.2mM for 24.67h and recovery into 20mM for 1h	
SRR5872941	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT, with PHO84p-Venus reporter, with Growth in 0.2mM low Pi for 9_5h	
SRR5872942	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT, with PHO84p-Venus reporter, with Growth in 0.2mM low Pi for 8h	
SRR5872943	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT, with PHO84p-Venus reporter, with Growth in 0.2mM low Pi for 6_5h	
SRR5872944	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT, with PHO84p-Venus reporter, with Growth in 0.2mM low Pi for 5h	
SRR5872945	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT, with PHO84p-Venus reporter, with Growth in 0.2mM low Pi for 3_5h	
SRR5872946	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT, with PHO84p-Venus reporter, with Growth in 0.2mM low Pi for 2h	
SRR5872947	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT, with PHO84p-Venus reporter, with Growth in 0.2mM for 24.67h and recovery into 20mM for 4h	
SRR5872948	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT, with PHO84p-Venus reporter, with Growth in 0.2mM for 24.67h and recovery into 20mM for 3h	
SRR5872949	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT_PHO4-SA12346-GFP, with constitutive mCherry, with Growth in 0.2mM for 24.67h and recovery into 20mM for 5h	
SRR5872950	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT_PHO4-SA12346-GFP, with constitutive mCherry, with Growth in 0.2mM for 24.67h and recovery into 20mM for 4h	
SRR5872951	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: PHO84-constitutive, with PHO4-SA1234-GFP, with constitutive mCherry, with START time point  (Log growth in 7.3mM ) before Growth in low Pi 0h	
SRR5872952	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT_PHO4-SA12346-GFP, with constitutive mCherry, with Growth in 0.2mM low Pi for 6_5h	
SRR5872953	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT_PHO4-SA12346-GFP, with constitutive mCherry, with Growth in 0.2mM low Pi for 5h	
SRR5872954	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT_PHO4-SA12346-GFP, with constitutive mCherry, with Growth in 0.2mM low Pi for 3_5h	
SRR5872955	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT_PHO4-SA12346-GFP, with constitutive mCherry, with Growth in 0.2mM for 24.67h and recovery into 20mM for 3h	
SRR5872956	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT_PHO4-SA12346-GFP, with constitutive mCherry, with Growth in 0.2mM for 24.67h and recovery into 20mM for 2h	
SRR5872957	SRP113638		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment1: WT_PHO4-SA12346-GFP, with constitutive mCherry, with Growth in 0.2mM for 24.67h and recovery into 20mM for 1h	
