refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR2198545	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep1	
ERR2198546	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep1	
ERR2198547	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep1	
ERR2198548	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep1	
ERR2198549	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep2	
ERR2198550	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep2	
ERR2198552	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep2	
ERR2198553	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep3	
ERR2198554	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep3	
ERR2198555	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep3	
ERR2198556	ERP105270		cen.pk - st4288					SACCHAROMYCES_CEREVISIAE	NextSeq 500 (NextSeq500)	True				SRA				St4288-rep3	
