refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR1793939	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Young (S2Y, Exp 1)	
SRR1793940	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S4O, Exp 1)	
SRR1793941	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Young (S2Y, Exp 2)	
SRR1793942	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S4O, Exp 2)	
SRR1793943	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Young (S2Y, Exp 3)	
SRR1793944	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S2O, Exp 3)	
SRR1793945	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S3O, Exp 3)	
SRR1793946	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S4O, Exp 3)	
SRR1793947	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Young (S2Y, Exp 3)	
SRR1793948	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S2O, Exp 3)	
SRR1793949	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S3O, Exp 3)	
SRR1793950	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S4O, Exp 3)	
SRR1793951	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Young (S2Y, Exp 4)	
SRR1793952	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S2O, Exp 4)	
SRR1793953	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S3O, Exp 4)	
SRR1793954	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S4O, Exp 4)	
SRR1793955	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Young (S2Y, Exp 4)	
SRR1793956	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S2O, Exp 4)	
SRR1793957	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S3O, Exp 4)	
SRR1793958	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S4O, Exp 4)	
SRR1793959	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Young (S2Y, Exp 5)	
SRR1793960	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S2O, Exp 5)	
SRR1793961	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S3O, Exp 5)	
SRR1793962	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S4O, Exp 5)	
SRR1793963	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Young (S2Y, Exp 5)	
SRR1793964	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S2O, Exp 5)	
SRR1793965	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S3O, Exp 5)	
SRR1793966	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S4O, Exp 5)	
SRR1793967	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Young (S2Y, Exp 7)	
SRR1793969	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S3O, Exp 7)	
SRR1793970	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S4O, Exp 7)	
SRR1793971	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Young (S2Y, Exp 7)	
SRR1793972	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S2O, Exp 7)	
SRR1793973	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S3O, Exp 7)	
SRR1793974	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S4O, Exp 7)	
SRR1793975	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Young (S1Y, Exp 8)	
SRR1793976	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S2O, Exp 8)	
SRR1793978	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S4O, Exp 8)	
SRR1793979	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Young (S1Y, Exp 8)	
SRR1793980	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S2O, Exp 8)	
SRR1793981	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S3O, Exp 8)	
SRR1793982	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S4O, Exp 8)	
SRR1793984	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S2O, Exp 9)	
SRR1793985	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		WT Old (S3O, Exp 9)	
SRR1793987	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Young (S1Y, Exp 9)	
SRR1793988	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S2O, Exp 9)	
SRR1793990	SRP053370							SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		yeast		Rph1- Old (S4O, Exp 9)	
