	log2fc	p-adj
ADR1	-1.334056772	2.73e-05
RSC3	0.197378747	0.010571987
SLM2	-0.073061132	0.118324895
ECM21	0.293028212	0.002969729
IMG1	-0.552308187	0.002572844
USV1	-0.235419425	0.017899066
PIS1	0.304072522	0.034847284
HOM3	0.05430068	0.439280044
SUP35	-0.174844539	0.03037769
MRP7	-0.492113826	5.38e-07
BCY1	-0.00824335	0.765881387
RMD1	0.017450001	0.780470401
CLB2	-0.313118059	0.033699926
GZF3	-0.103623889	0.465894261
CWC2	0.118483065	0.110684115
ECT1	0.061365884	0.691147673
YBP2	0.111683637	0.003623846
RIB7	0.182209672	0.204447735
RPB4	0.035706582	0.723955899
NAM7	0.087282596	0.162454493
RHO5	0.49460834	0.07359455
RAD17	0.287147584	0.009517064
GRX5	-0.061967531	0.598840209
RPN9	0.030411699	0.590133326
YBR225W	0.181299531	0.044674365
YFR006W	0.257705757	0.009739763
CSI1	0.368840633	0.008988391
RPL15B	-0.019638524	0.97480329
COQ3	-0.400958565	0.20028513
DHH1	-0.077090451	0.647970378
RET3	-0.042592635	0.565454446
UBX2	0.428406557	0.009714358
NTO1	0.147568614	0.461901904
PRE3	0.061473443	0.537082177
AMN1	-0.265337467	0.097486614
YJL045W	-2.093745479	0.008928316
TRR1	0.031010972	0.743911301
VPH1	0.223880473	0.018468335
YBR016W	0.488274076	0.107076276
YOR238W	0.356423928	0.000252438
RPT6	-0.058104525	0.162535867
CAB2	0.390039552	0.019315463
MRPS18	-0.886816664	0.019709964
SIT4	0.002813863	0.989199705
REH1	-0.161600706	0.134094764
PPH22	0.216243787	0.039114085
YKR018C	0.225877605	0.000226654
NSG2	0.144080742	0.120537848
SUR1	-0.095650937	0.080046388
DLD2	-0.469562588	0.006030369
EAF1	0.176503463	0.038737991
GMH1	0.118878812	0.194705848
YMR310C	-0.132979764	0.233871859
CMC2	-1.027817284	2.68e-06
CCC1	0.023466118	0.762407452
CPR2	0.311196524	0.0067345
PFA5	0.248545705	0.305236373
SCM3	0.039338855	0.641786854
SQT1	-0.092169061	0.804422194
NTC20	-0.172935156	0.049927506
UTP13	-0.105935627	0.119484732
FPK1	0.003373235	0.975646531
YNG2	0.124214636	0.57839018
COX2	-3.718569251	0.000263257
HRR25	-0.004431208	0.965329254
DAD2	0.111070994	0.053029435
PEX22	0.157443119	0.108192251
NBP1	0.335266158	0.003101925
ERV29	0.192336158	0.100025417
GCY1	0.041797022	0.547750384
UBP11	0.593607428	0.000225014
INH1	-2.140165647	0.111310594
SSY5	-0.435415085	0.003657334
ORC3	0.259716714	0.002519757
ATP16	-0.396361239	0.006645331
MRPL22	-0.885875949	0.000236581
RIB3	0.138890497	0.243357721
YSY6	0.124142918	0.462263263
SAS5	0.229660951	0.0347335
LSM3	-0.214834296	0.102271332
YEN1	0.18208492	0.030568725
TRM7	-0.028133778	0.793233884
ATP5	-1.782288173	2.7e-05
EMP24	-0.146658151	0.322614279
MCM10	-0.165852327	0.097284208
OSH2	0.050674845	0.443150671
CTF8	-0.029375605	0.686014405
SLF1	-0.140431606	0.1745646
GLY1	-0.301763117	0.000977935
SMD2	0.008028873	0.919445899
RPN6	0.017435101	0.77693742
EIS1	0.037861578	0.620346645
PRP22	-0.096807274	0.183918683
RGP1	0.082092451	0.095851622
MAD2	0.148551992	0.094324183
RFC4	0.044228127	0.444130047
YSC83	-0.111126842	0.132235749
YTH1	-0.110637327	0.820048793
NDI1	-1.507653272	0.000263922
TSC3	0.175190718	0.061572536
CTR86	0.268277936	0.009619272
UBC6	-0.033252388	0.504105654
NAM8	-0.064432965	0.384916228
CDC39	0.037211194	0.141159049
ILV1	-0.848623437	0.000749261
TPO3	-0.469827825	0.005644721
RMD9	-0.196464244	0.012799518
RVS167	-0.026717203	0.705533902
LSM7	-0.017000488	0.860534196
TBS1	0.445636137	0.000384991
APL4	0.037298064	0.443683204
OCH1	-0.228733714	0.00787532
PDH1	2.143451065	4.69e-05
PAP2	0.101008707	0.30814571
SSF2	0.035572277	0.584992472
SIR1	0.203071565	0.114384028
YPR089W	0.126662105	0.073666816
YHB1	-2.747623966	0.000777824
RPS14A	-0.258191479	0.027888357
ERG3	0.429232424	0.024115418
WTM2	0.241687501	0.160809004
RAD2	0.072959022	0.277013217
GSC2	-0.108542113	0.040130244
SRP21	0.057972822	0.747850424
MAK32	0.163157667	0.149721766
CTR1	-0.23173683	0.3690076
VPS4	-0.045523429	0.565072524
BCK1	0.261599372	0.031948292
IXR1	0.34919117	0.000143298
KRE2	-0.121054077	0.126866117
MCM5	0.091681717	0.095677437
YHR122W	-0.206255173	0.445687283
TRX3	-0.166085164	0.323971391
RPT2	-0.073403229	0.285073247
SLA2	-0.252595537	0.003562996
RPS11B	-0.523720362	0.13254899
VPS30	0.099517282	0.15047585
IRC19	-1.800288048	4.98e-08
MED7	0.181235745	0.157681788
MAS2	-0.491929016	0.001290133
ERG6	0.623422643	0.001309595
YDR262W	0.190103417	0.010273317
AKR2	0.423018694	0.001249936
MDJ1	0.027417964	0.774410576
TAE1	0.091893239	0.273310764
RNH203	-0.111915168	0.342912285
RRP43	0.091586995	0.022696854
SEC65	-0.099034232	0.184570357
HEM2	-0.397179858	0.018550594
PHO13	-0.042702001	0.437464871
AIM33	-1.110623776	3.27e-07
PEX15	0.04976495	0.132851731
SSA4	-0.164134	0.058391134
CMD1	0.482191104	0.039794873
MRT4	-0.104792626	0.216940831
ECM5	0.351152245	0.001623399
SWT1	0.256771674	0.001856466
SWH1	0.157435601	0.041522492
YDR307W	0.310351263	0.011891014
APC1	0.164129562	0.006536047
CAF16	0.110396484	0.099963243
TPI1	0.238320203	0.408392415
CUS2	0.077222507	0.641090014
YLR363W-A	-0.113101745	0.292554863
ANT1	-0.012825953	0.719097024
VPS62	0.264226159	0.179074092
YJL193W	-0.002482908	0.944941288
CCT5	-0.270856847	0.054119101
