	log2fc	p-adj
SPO14	0.287942046	0.000607152
SRL3	-0.369238068	0.029425167
TSR2	0.077432924	0.47270964
TMA108	-0.225732002	0.000582832
KAP123	-0.071705663	0.207786798
RAD7	0.265725857	0.042256486
RNR2	0.629519812	4.26e-05
NYV1	0.482861084	0.001012933
PFS2	-0.004229033	0.914590293
FOB1	0.310365059	0.042564615
HRR25	-0.004431208	0.965329254
INP1	0.25944717	0.027740932
LDB19	0.334450793	7.84e-06
TGL5	-0.058241774	0.24840405
MEH1	0.004668556	0.97734774
FMP33	-1.505483304	1.8e-05
TFG2	-0.03212522	0.663154323
UBX2	0.428406557	0.009714358
YGR125W	0.010504024	0.860941815
MED1	0.037856103	0.632580632
ARC18	-0.005132896	0.899629808
MRC1	0.1613187	0.077873312
YDR282C	-1.564484587	0.000228596
POL31	0.179630588	1.14e-05
SKS1	0.443410484	0.057210885
VPS1	-0.05398311	0.185175108
IMP1	-0.718468546	1.33e-05
HOT1	0.669204049	0.057702976
TSR3	-0.062033605	0.555602025
REF2	0.155559763	0.112912608
YKR023W	0.09256221	0.054641661
TTI2	0.184796198	0.012714133
RPL14B	-0.528673865	0.217562903
RDS1	0.476471428	0.383782967
RPC31	-0.232570073	0.010558101
NDD1	-0.503622198	0.003866228
USA1	0.201555107	0.043057855
DNM1	-0.371570702	0.000639982
KRE27	0.159471489	0.057517085
APE3	0.453975113	0.013542619
YEL020C	-0.096291225	0.012001961
MRPL25	-1.020601468	0.000452203
RPL34A	-0.293829319	0.089823512
AIF1	0.475911154	9.83e-06
BNA6	0.224549771	0.145219889
MSW1	-1.081178448	7.35e-07
PTC5	-0.301771382	0.003025135
ATP22	0.060972635	0.321048411
DAK1	0.254103818	0.00795429
RPT3	0.006315533	0.85755868
YDR381C-A	0.389930236	0.081271235
HMX1	0.245529507	0.060777587
MDH3	0.032663843	0.443013364
RAD1	0.126790694	0.202634924
GCN3	-0.040855622	0.600041714
TPD3	0.060555674	0.388353677
NAS6	0.10290497	0.300752269
RDS3	-0.014039333	0.970961496
TVP15	0.239887624	0.016627712
CEP3	-0.00126788	0.972616877
NTA1	0.191533433	0.064733187
ERG7	0.285975576	0.052675716
KCC4	0.024293827	0.746486277
END3	-0.079001983	0.123754409
SPT23	0.214387447	0.086938483
ATP10	-0.709946049	1.4e-05
YNR064C	0.569426369	0.003121881
FIG4	0.188918002	0.03780562
IML2	0.258608333	0.010626199
YLR287C	0.066877243	0.504993645
NOT3	-0.041045124	0.31316472
SPO71	-0.102784774	0.437346795
PRP8	0.156523259	0.036987342
PUS2	0.298209675	0.141714827
PIG2	0.201199322	0.317563099
URB1	0.065437301	0.001055689
RRI1	0.202418906	0.065274083
SSB1	-0.469857797	0.106168261
SEC20	0.350879713	0.000104799
FYV6	-0.076739257	0.55038916
ARP1	0.098447287	0.390138114
YCR087C-A	0.23117256	0.212370884
SEC53	-0.098915461	0.095145396
RVB2	-0.230804629	0.00750107
COQ10	-0.858692093	0.000536985
BPH1	0.292788137	0.006245595
HAL5	0.030957371	0.558991213
STE4	-0.039589006	0.753327708
ILV6	-0.301886175	0.002186049
PET122	-0.099766505	0.072262753
SWI1	0.190883092	0.003861439
GRC3	0.219460006	0.018914898
MNT2	-0.281565123	0.032082764
CSE1	0.041994423	0.583171499
ZIM17	-0.173992515	0.370307829
NMD2	0.207845574	0.037895147
RPC25	-0.040488819	0.660383712
CTA1	2.258559265	0.002316899
CPR8	-0.662705929	1.91e-05
SEY1	0.244560839	0.010358195
RNR1	-0.455045013	0.028223458
MFT1	0.275668191	0.0316764
BPL1	0.196122706	0.004598871
RPS21A	0.207135099	0.016011538
RUP1	0.056794128	0.748573867
RRP9	0.053302528	0.380703748
NTR2	0.072305633	0.397989925
PET123	-1.225878172	8.51e-07
PTK2	-0.004081995	0.955644844
RPL10	-0.514956502	0.110520262
