	log2fc	p-adj
BIK1	0.229263069	0.042457197
VAM3	0.015500469	0.822016839
EDC3	0.037752143	0.096463588
ALB1	-0.102062614	0.16998511
CDC8	0.28533703	0.070073433
PLP2	-0.054668738	0.55256188
CYB2	1.27096371	0.016592016
HNT2	0.160010103	0.154968462
TAF12	0.101027071	0.228200851
YKL027W	-0.006163609	0.894964097
STI1	0.053321163	0.227279286
POR2	0.83876435	0.000485856
ARG8	-0.296065676	0.005181769
DBP10	0.129122894	0.094222834
CRG1	0.21901516	0.159052485
YLR057W	0.116731795	0.045130885
FPS1	0.319980773	0.024879292
CHS6	0.176693278	0.341385604
RAD3	0.315402086	0.004585278
SQS1	0.023551517	0.604858753
YMR265C	0.09432158	0.025645003
TDA10	0.332584098	0.000345229
VCX1	0.336517568	0.028189628
HXK1	0.530749791	0.025734589
COX2	-3.718569251	0.000263257
YAT2	1.096609782	2.69e-05
VPS8	0.274247612	0.07426197
YGR210C	-0.239154723	0.115610501
MSG5	-0.051415917	0.468172643
RGA1	-0.034518074	0.683568948
HIR3	0.151582894	0.065506252
CCT6	-0.23830864	0.007568378
HBS1	0.162134441	0.05907011
SEC6	0.175075936	0.049607168
BUG1	0.225757178	0.042705517
SMI1	-0.17919364	0.049804391
TEC1	-0.014882619	0.838741801
MDN1	0.18501725	0.016537763
MET2	0.39718284	0.000617301
VHS3	0.290388773	0.005770881
SNO4	2.196033303	0.000352789
SNF11	0.058792232	0.564837358
CCL1	-0.06613505	0.488050348
MUD1	0.027061617	0.669771391
GRS1	-0.09885623	0.0886544
MCM16	0.201631436	0.031914792
PET309	-1.066121517	1.1e-05
YAP3	-0.201394815	0.072021114
PRI2	0.348506395	0.002423283
YJR129C	0.183842123	0.071134102
WRS1	-0.17395832	0.046096249
POL3	0.091613343	0.048911662
LAT1	-0.255287185	0.008705668
APL3	0.123520097	0.001559894
YSF3	0.259859099	0.04420072
TSR2	0.077432924	0.47270964
AXL1	-0.127555561	0.017224505
DUT1	0.141257889	0.104436454
NTC20	-0.172935156	0.049927506
PMT1	0.063514607	0.465344739
ADA2	0.240154759	0.003287915
YGL185C	0.210494482	0.295343236
HMO1	0.267573969	0.117793776
CAB2	0.390039552	0.019315463
GPI8	0.465513774	0.00040892
NPR2	0.216086078	0.058557297
SIP18	1.938791641	0.000532659
COG4	0.169991325	0.027370419
MIH1	-0.035188805	0.381979258
ATP15	-1.296223626	0.000410045
RNA14	-0.026277869	0.727723752
DSL1	0.131480768	0.04441307
ADK2	0.643972255	0.011829309
PDR8	-0.085216338	0.381298731
SWD1	0.281660757	0.000775573
PWP1	0.089130076	0.347476267
