	log2FC	FDR
YDR210W		
YOL062C	-0.016401626	0.909560937
YBR152W	-0.347028533	0.122568948
YDR388W	0.002033955	0.99174829
tS(AGA)M	1.085093529	
YLR378C	0.003719429	0.988106983
tT(AGU)J	-0.622310381	
RDN37-2		
YBR001C	-0.058594887	0.731662426
YLR465C		
tP(UGG)O1		
YDR076W	0.291239726	0.035129178
YOL051W	-0.131998526	0.48449979
YIL097W	0.113283369	0.32050745
YDR153C	-0.153464792	0.202696991
YHR145C	2.401303828	0.156218163
YLR133W	-0.439447691	0.000556588
YDR008C	0.035834494	0.945022719
YHR157W	0.282582084	0.353325138
YNL126W	0.111668106	0.542524072
tE(UUC)G2	0.820362139	
YGL082W	0.009024807	0.95830377
YLR299C-A		
YPR116W	-0.370417501	0.078633809
YCR079W	-0.034160259	0.84208572
YHR198C	0.116024991	0.327291865
YOR315W	-0.12746263	0.316535228
YKL116C	-0.452393873	1.4e-05
YLR161W		
YBR169C	-0.251849835	0.074077245
YHR090C	0.010508893	0.96355165
YMR047C	-0.088167303	0.591927675
YDL010W	0.12088189	0.587071739
YPL122C	0.044617177	0.803312719
YER016W	0.007454669	0.967959996
YLR363C	0.001444339	0.997158951
YLR288C	0.103952364	0.478877487
YBR010W	0.057409646	0.863429549
YJR094C	-0.283072369	0.134040978
YGR294W	0.272213866	0.818057282
YER074W-A	0.147717169	0.605161656
tG(GCC)D2	0.842615455	0.036756494
YDR488C	-0.158293134	0.653803799
tD(GUC)M	0.09902907	
tI(AAU)N2		
YDL065C	0.144621627	0.411385048
YDR075W	0.104224489	0.488299261
YBL100W-A		
YLL052C	-1.912500201	1.1499999999999999e-23
YMR162C	-0.050895102	0.71702295
YHR181W	0.123480926	0.485533744
YIL071W-A	0.174156752	0.670399582
YGR179C	-0.044183283	0.813313885
RPR1	0.315092326	0.177777829
RDN5-2		
YOL112W	-0.144905292	0.344727108
YHR112C	-0.0109684	0.958552687
snR57	-0.172685905	0.767589945
YNL318C	-0.586743166	0.598524006
YNL338W	-0.622310381	
YNL284C	0.076790645	0.627360045
YPL141C	-0.003098758	0.99174829
YNL281W	0.049902418	0.825710227
YMR229C	-0.075941515	0.604585262
YNL265C	0.097420388	0.62371981
RDN25-2		
YHR073W	-0.064932036	0.616627201
YIL034C	-0.124021317	0.326377443
YJR047C	1.679014573	8.709999999999999e-23
YPL114W	0.491627629	0.413371419
YEL011W	0.006026814	0.973011676
YCR061W	-0.019761338	0.958335214
YBR084W	-0.124798215	0.202965889
YLR130C	-0.001853448	0.991839999
tS(AGA)D3	0.099028258	
YPL037C	0.120107448	0.684508634
YGR250C	-0.403268546	3.82e-11
YDR463W	-0.126174739	0.458603912
YPR001W	0.767136004	3.4e-09
YCR020W-B	-0.040681487	0.910082925
tI(AAU)D	0.783964449	
YBL002W	0.05220909	0.856099616
YNL035C	0.05235157	0.767734104
YBL027W	0.118470087	0.82525324
YFR047C	0.069788391	0.664224696
YOR344C	-0.093111716	0.463583371
YGR154C	0.118075351	0.511695432
YPL264C	-0.177896253	0.527213661
YOR195W	0.023169114	0.913912902
YDR308C	0.058763428	0.820012926
YPL054W	-0.073414461	0.709475736
YKL057C	0.011758391	0.944933063
tG(UCC)N		
YLR231C	-0.247682046	0.024681857
YAL020C	-0.028886401	0.924630448
YPR144C	-0.183647938	0.473346664
YMR244W	0.031669035	0.959233164
YDR385W	-0.077157277	0.789926252
YNL259C	0.169574102	0.525489453
YCR073W-A	0.005188435	0.982511073
YER033C	-0.333104537	0.040191267
YFL058W	0.187112789	0.875576491
YHL038C	-0.066139056	0.709962455
YMR031C	0.043733131	0.745077466
YHR028W-A	-0.508863766	0.725333254
YDR259C	-0.355701677	0.06291718
YMR091C	0.024849258	0.875499949
YGL036W	-0.069008733	0.655335161
YBR164C	0.085551473	0.646496017
RDN58-2		
YJL211C	-0.150304268	0.790690736
YOR273C	-0.468887983	8.91e-05
YCR083W	0.125257864	0.587372641
snR79	-0.000724158	0.999337168
YGL242C	0.001203141	0.997158951
YJL079C	-0.02177167	0.912442519
YBR085W	0.770791126	0.0070085
YMR028W	0.086385177	0.559026031
tP(UGG)A	2.1582617	
YGR071C	0.027596322	0.856033589
YDR357C	0.139814859	0.543215245
YHR214C-D		
YLR212C	0.05901396	0.778268322
YGR184C	-0.094934008	0.39094145
YJR117W	-0.082573408	0.646496017
YHR005C	-0.11257347	0.411676728
YBR266C		
YMR097C	0.113737216	0.381387529
YMR316C-B	0.006478639	0.993239592
YDL160C-A	0.093332593	0.813519728
YJL034W	-0.170562354	0.112809712
YGL101W	0.170092074	0.198820652
YER106W	0.243159488	0.522018003
YIL159W	0.063290256	0.803312719
YNR003C	0.165189713	0.179564345
YHR162W	0.15648255	0.446547573
YHR135C	0.040966866	0.798998434
YPL269W	-0.151460226	0.428216456
YLR285W	-0.00016989	0.999072786
YHR212C		
YFL030W	-1.044371451	3.68e-34
YPL206C	0.121970647	0.28143246
YDL198C	-0.274998116	0.007756689
YPL197C	0.172135703	0.665916401
YOR376W	1.179926659	0.049930074
YHR151C	-0.112975154	0.494644268
YER146W	0.101925182	0.798998434
YDR170W-A	0.084810396	0.787958612
YGL061C	0.037435094	0.840687312
YGL193C		
YDL128W	-0.069180114	0.687966103
Q0285		
YNR067C	0.231150016	0.078373511
YOR293W	0.107031151	0.859581326
YKL198C	0.141737789	0.591960648
YLR221C	0.163605791	0.248945577
YLR247C	-0.08576174	0.525489453
YNL217W	-0.2278802	0.014022394
YOL086C	0.076752282	0.762457893
tL(CAA)G1	0.822628768	
YML007C-A	-0.100471584	0.905923108
YKL190W	-0.02593248	0.909011351
YNL096C	0.042764998	0.846788572
YFR040W	-0.167939836	0.067241018
YNR042W	-1.60105128	
YGL205W	0.557415752	0.001145968
YIL154C	-0.117217913	0.426949687
YGR077C	-0.144444667	0.326826763
tD(GUC)L1		
YGL194C-A	-0.046229182	0.899855388
YBR113W	-0.166545842	0.732914046
YJR141W	0.199032079	0.085314091
YAL007C	-0.025874978	0.893425537
YDR417C	-0.027878703	0.982511073
YKL124W	-0.074753766	0.717947791
YBR076W	0.106604137	0.687000374
YHL041W	0.541189183	0.821965211
YBR204C	-0.161758712	0.33291808
YJL060W	-0.659977672	0.000154095
tV(UAC)D	0.78992857	0.704218019
YJL091C	0.022090223	0.910082925
YOL154W	0.466872408	2.25e-05
YOR327C	0.093861128	0.687201786
YBR055C	-0.062199554	0.631958204
YHR123W	-0.110434232	0.542871336
snR76	-0.036564104	0.942777137
YPR039W	-0.272991427	0.902689415
YJR006W	-0.031860915	0.858203982
YDR293C	-0.18451199	0.014591496
YJR087W	0.22007239	0.495479102
YNL284C-A		
YOR160W	-0.232405921	0.031433039
YPR134W	0.168790199	0.160070934
YLR374C	-0.355227561	0.861010951
YNL185C	-0.046727211	0.855796165
YIR018C-A	0.794136103	0.010132327
tA(AGC)J	1.564404027	
YML047W-A	0.052086198	0.971719111
YML049C	-0.24303666	0.053869393
YGR143W	-0.063353338	0.586018124
YGL048C	0.015922139	0.928095549
YKL216W	-0.077497592	0.643873423
YBR072C-A	0.283309453	0.911191867
YNL297C	-0.162721245	0.07632979
YMR217W	0.053916569	0.639375706
tD(GUC)L2	0.13571652	
YCR068W	-0.193271729	0.542734722
YOR130C	0.030619783	0.88626399
YOL077W-A	-0.071855514	0.860938865
YLL041C	-0.24780576	0.019328405
YNL001W	0.082103329	0.534275842
YCL058W-A		
YDL131W	0.088598036	0.599415921
YEL065W	0.623189336	5.32e-07
YBR239C	0.168548443	0.369561575
YGR098C	-0.081270594	0.670151268
YAR035C-A	-0.417469793	0.79131731
YGL215W	0.017878927	0.917388628
YOR303W	0.057043378	0.78512545
YLL067W-A		
YNL320W	-0.159148489	0.394834777
YKL214C	0.14607596	0.380932559
snR81	0.206316647	0.767346591
YMR002W	0.010425356	0.962762632
YER092W	0.143765643	0.603382736
YHR062C	-0.159556671	0.421761891
YIL093C	0.055315114	0.752674048
YER176W	-0.05669071	0.739257409
YLR428C	-0.884424184	0.606085361
YOR345C	0.313319015	0.754205054
YDR270W	-0.171823386	0.37881286
YMR044W	-0.014275517	0.939701427
YHR105W	0.041963322	0.907545399
YDR227W	-0.120110555	0.575490678
YPR087W	0.313000295	0.469680889
YBR089C-A	0.118393265	0.717809387
YGR268C	0.00848726	0.980192657
YFR038W	-0.169675748	0.216459648
tP(AGG)C	3.176493291	0.013142605
YAL066W	0.10735141	0.95842574
YER002W	0.134919424	0.550416113
YLR164W	0.376232179	0.024269559
YKR095W	0.096408653	0.388319874
YPL273W	0.081882715	0.593031078
YOR202W	0.06115969	0.784648763
YNL156C	0.028767751	0.858110861
YDR416W	0.050969452	0.729890868
YDR481C	-0.116652981	0.339398551
YGR015C	-0.267145521	0.19808758
YEL012W	0.060384021	0.81967225
YGL015C	-0.602242411	0.490931289
YKR014C	0.056571518	0.788072527
YOR066W	-0.396212133	0.048698678
YCR057C	-0.03022763	0.871985948
YMR274C	0.016600667	0.93921705
YCR042C	-0.071265295	0.657704094
YGR215W	0.094239366	0.754825749
YPR115W	-0.180208053	0.068373299
YER074W	0.081659188	0.830848306
YCL005W	-0.128206358	0.562732664
YDL014W	0.065792639	0.642470632
YCR025C	0.268477864	0.594448042
YNL183C	-0.236786581	0.186969087
YHR070W	-0.115607119	0.667352127
snR68	0.038713229	0.955399393
YPR136C	-0.243174231	0.921518571
YOL097C	-0.00593875	0.969160397
YER133W	0.059722268	0.772735584
tR(UCU)M2	-0.905616349	
YDR290W	-0.726984628	
YLL058W	-0.271325713	0.080132202
YCL010C	-0.002819879	0.99308391
YDR419W	0.089154335	0.597363593
YMR269W	0.19575472	0.308158602
YGL136C	0.084689613	0.547533372
YPR040W	-0.158662451	0.363631089
YBR028C	-0.398441393	0.004825009
YDR195W	-0.147936038	0.301986982
YDR208W	0.031397069	0.856099616
YMR068W	-0.346102336	0.039053288
YLR414C	-0.031405279	0.845222236
YDR014W-A	0.272763279	0.587960188
YMR111C	-0.096850094	0.635410631
YJL153C	-0.292357123	0.234443211
YDL089W	0.135991176	0.288119558
YOR232W	0.07604871	0.776710896
tV(AAC)L	0.954501115	0.57133603
YKL197C	-0.097404094	0.553663236
YPR095C	-0.123475646	0.540855619
YKL138C-A	0.036087981	0.922131033
YKL191W	-0.131997728	0.408245187
YPL018W	-0.098839533	0.734101518
YMR253C	0.396843823	0.000122026
YOR343W-B	-0.345045708	0.291392914
YAR023C	0.177409252	0.364556505
YJL058C	-0.218584428	0.193393205
YDR536W	-1.283830992	3.4e-33
YLR169W	0.128028102	0.602061438
YAL063C	0.043868949	0.847615732
YMR321C	-0.428376076	0.647027253
YDL074C	0.139147359	0.09697393
YIL057C	0.519815608	0.000169507
YBL086C	0.062199486	0.695565883
YGL198W	-0.005880806	0.985299206
YER137W-A	0.44115018	0.777817827
YLR160C		
YMR094W	-0.025992678	0.92762909
YGR124W	-0.154995368	0.066119104
YDR352W	-0.01361106	0.944276933
YGR061C	0.022911128	0.893340011
snR9	0.158503789	0.543636064
YKL195W	0.036410121	0.893403372
YLR441C	0.087325075	0.860416059
YBR254C	0.027059252	0.91421918
YCR020C	0.353643358	0.012512496
YBR039W	-0.234141163	0.014881196
YLR122C	0.415944878	0.254583622
YDR545C-A		
YGL086W	-0.00573582	0.976006771
YML063W	0.068304999	0.885606068
YDR194C	0.007978059	0.958335214
YNL329C	-0.062512178	0.685844986
tV(CAC)H	-1.369945112	
YGL050W	0.115148872	0.473442397
YHL009W-B	-0.366540467	0.830275696
YLR463C		
YDL002C	0.092574812	0.644464467
YBR193C	0.023755686	0.910082925
YBR244W	0.440886963	0.001816257
YDL114W-A	-0.043185214	0.952224924
YAL029C	-0.00722895	0.958892749
YJL186W	0.002523425	0.989634308
YGR162W	-0.030207472	0.842862338
YDR500C	0.091859079	0.791439281
YGR016W	-0.025231617	0.942152334
YDR244W	0.016051619	0.936102109
YJL201W	-0.245531568	0.286674184
YLR411W	0.223332326	0.146037733
YOR208W	-0.344677873	0.003492959
YPL179W	-0.107714411	0.461551835
YIL171W	0.225944698	0.804745575
YER097W	-0.270744069	0.788268475
snR73	0.393868472	0.597363593
YHR099W	0.148038354	0.070331813
YHR175W	-0.182477547	0.319211707
YER159C-A		
YER107W-A	-0.190732001	0.743558828
YDR534C	0.270752534	0.44311246
YAL037W	0.115446467	0.618292994
YLR307C-A	0.264760685	0.547533372
YER126C	0.106708904	0.550416113
YNL168C	0.017812528	0.922306873
YKL039W	-0.136873792	0.196396265
