	log2FC	FDR
YEL019C	-0.284946701	0.286081203
YKR087C	0.012335375	0.9454679
YKL149C	0.262936552	0.009448933
YDR221W	0.039282596	0.811936997
YPR178W	-0.015447109	0.944933063
YLR376C	-0.042752626	0.861517896
YOL019W-A	-1.369945112	
YPL035C	-0.004029586	0.992192768
YGR069W	0.213337203	0.724769364
YHR180C-B		
YGR033C	0.078534143	0.62110242
YML123C	-0.247853609	0.005069168
YBR089C-A	0.118393265	0.717809387
RUF5-1		
YPL171C	-0.699628691	1.98e-08
YGL059W	0.065672469	0.695565883
YOR355W	0.003112752	0.988106983
YKR047W	0.048282691	0.910082925
snR17a	-0.085182957	0.83585211
YOR106W	0.049546507	0.793476254
YNL012W	0.502168545	7.18e-08
YMR230W	0.095271536	0.801639773
YOR033C	-0.142901596	0.413371419
YPR099C	-0.358912459	0.842862338
YHR022C	0.436988043	0.050595449
YBR243C	-0.203033418	0.237686996
YMR092C	-0.049125408	0.707896884
YCR076C	0.083729483	0.643911893
YJR161C	0.127888265	0.798127494
YKL146W	-0.265789826	0.01229229
YNL213C	0.001136557	0.997158951
YJR095W	-1.284079182	1.38e-09
YLR408C	0.024188109	0.944933063
YBR275C	-0.025038855	0.903957013
YFR012W-A	-1.441028926	0.056187984
YMR157C	0.10511651	0.499546966
tH(GUG)E2	-0.464186986	
YOR211C	-0.109843025	0.444029449
YPR033C	0.072542838	0.523316842
YBR053C	0.045353991	0.804745575
YNL206C	0.131390391	0.213677966
YFL017W-A	-0.02732426	0.922371908
YKR066C	0.011462728	0.944127959
YDL239C	-0.093744748	0.724473542
YOL116W	-0.086157472	0.569963392
YGL145W	0.106900078	0.44311246
YJL010C	-0.073780016	0.722548867
YLR157C-B	0.52251978	
YMR033W	-0.010653326	0.948573847
YER037W	0.081986879	0.540679848
YLR158C		
YLR153C	-0.103654667	0.416989217
YLR317W	0.149901644	0.873284847
YPR145C-A	0.023149212	0.973011676
YER058W	0.12389144	0.644349396
YDL133C-A	0.211998775	0.736534876
YJR031C	0.10959897	0.415454544
YOL136C	0.328126199	0.051985407
YDR235W	0.041877295	0.79352116
YIL107C	0.10998227	0.411676728
YGR046W	-0.021817975	0.883636314
YBL031W	-0.068293543	0.762370422
YOR115C	-0.004054709	0.985726201
YOR299W	-0.190886972	0.106199363
YMR316W	-0.04267364	0.83510275
YNL053W	-0.521323257	2.82e-06
YHR008C	-0.203895629	0.085749084
YLR021W	0.121390084	0.511695432
tE(UUC)E1	1.05552393	
YBR167C	0.123184593	0.591960648
YDR545W		
YER178W	0.010099275	0.9454679
YJR004C	-0.266490469	0.077517957
YCR026C	-0.15032538	0.233073523
YFR038W	-0.169675748	0.216459648
YHL042W	0.417711539	0.064085984
YNL257C	-0.200579338	0.040723632
YOR273C	-0.468887983	8.91e-05
YOR283W	0.192618283	0.099440595
YLR010C	0.364969323	0.020950921
YJL111W	-0.147013991	0.10290229
YGL112C	-0.00276214	0.988586619
YGL119W	-0.014488634	0.9454679
YLR094C	-0.12911678	0.599217635
YNL292W	0.073565132	0.597363593
YFR016C	-0.039027107	0.808403088
YGR255C	0.004342478	0.982511073
YGL065C	-0.032613661	0.87938645
YDR331W	-0.044099318	0.782082
YDL177C	-0.026075967	0.927383043
YDR397C	0.220318082	0.734049855
YKL183C-A	-0.198813755	0.847615732
YDR040C	0.492007416	0.025690586
YMR323W	-0.193632019	
YLR318W	0.145612383	0.333783067
YGR201C	0.170989632	0.256519672
tW(CCA)P	0.616976787	0.295523234
YDL011C	-0.019191819	0.992981079
YEL039C	0.261199221	0.310085228
YPR094W	0.183116507	0.388430509
YCR047C	-0.013571684	0.957045159
YLR050C	0.207995126	0.035706192
YMR061W	0.155296098	0.057805101
YLL065W		
YIL147C	-0.031626678	0.833479002
YNL222W	0.166887062	0.401667939
YLR345W	0.099453773	0.476429769
YNL214W	0.113384589	0.605161656
YLR304C	-0.079155317	0.642470632
tR(UCU)Q1		
YPL117C	0.150443535	0.18108525
tQ(UUG)D3	1.116691874	
YLR366W	-0.653537306	0.813822794
YER162C	-0.091120459	0.555850284
YJR030C	-0.27501201	0.092289735
YPR074C	-0.163126003	0.035776626
YDL185W	0.060771817	0.635025022
YOR177C	0.335144715	0.004119661
tA(UGC)L		
YGL256W	0.026927604	0.879032362
YDR275W	0.077394812	0.672408992
YLR322W	0.510007474	0.827697462
YBL053W	0.267462325	0.637942988
YDL050C	0.186836617	0.671484863
YHR032C-A	-0.048981182	0.958335214
YFR008W	0.09776261	0.597363593
YLR089C	0.435124368	3.24e-10
YDR209C	-0.048707038	0.881651687
YLR286W-A		
YGL203C	-0.125845308	0.301506035
tR(UCU)J1		
YBR224W	-0.692465821	0.78512545
snR50	0.44877037	0.346742989
snR78	-0.22660882	0.830848306
YOR042W	-0.031420007	0.860416059
YFR039C	-0.02550039	0.873284847
YOR363C	-0.06072754	0.756370267
YOR132W	-0.22187082	0.040191267
YLR314C	0.005888472	0.97185699
YDR278C	1.335796958	
YDL132W	0.093023234	0.331122651
YLL014W	0.082996861	0.735844498
YMR162C	-0.050895102	0.71702295
YIL040W	0.047481951	0.823133039
YER022W	0.07739611	0.517284397
YJL174W	0.034388285	0.833440478
YFR050C	-0.070054003	0.640390116
YOR228C	-0.308393055	0.01330396
