	log2FC	FDR
YHR088W	0.211112981	0.061726944
YGL152C	0.24649168	0.711807089
YPL102C	-0.851527828	
RDN25-1		
YGR114C	-1.148760711	
snR32	-0.119197728	0.839748823
YDL112W	-0.030081041	0.856099616
YBR196C-A	0.594948802	0.281147222
YML098W	0.109205918	0.597198078
YDR038C	-0.229330893	0.421761891
YCL043C	-0.004651832	0.976880499
YOR045W	0.1116969	0.72701244
YMR318C	-0.057308656	0.693885291
YLR195C	0.079439488	0.503997311
YPL245W	-0.177680944	0.193393205
YOL127W	0.116265006	0.833055412
YPR161C	-0.185768588	0.07133811
YMR031W-A	-0.787145773	0.597363593
YDL042C	-0.145568768	0.411324621
YBR294W	0.137765002	0.420050401
tI(GAU)Q		
YCL058C	-0.177946618	0.559026031
YCL051W	-0.317494773	0.022707227
YMR038C	0.080741398	0.540779361
YGL228W	0.030058402	0.81697953
YBR103W	-0.027413825	0.879830964
YIL065C	-0.07271149	0.711809805
YBR230C	-0.011692099	0.962576229
YNR054C	0.009974164	0.966354965
YER059W	0.072514231	0.571988727
Q0105		
tL(UAA)B1	-1.242792375	
YHR217C	2.090593393	
YMR154C	-0.096619487	0.604585262
YGR159C	0.010221013	0.963794965
YEL059C-A	-0.003895785	0.991678982
YLR112W	0.171443274	0.590111686
YPL183C	-0.175933974	0.2318032
YCR049C	-0.607481459	
YGL145W	0.106900078	0.44311246
YBR003W	-0.263368008	0.00823233
YHL003C	0.119847699	0.283364582
YJL225W-A		
YDR373W	0.045652878	0.81967225
YDR461C-A	0.400235211	0.049930074
YJL109C	-0.044992898	0.82525324
YNL217W	-0.2278802	0.014022394
YKL104C	-0.090336679	0.378410609
YGL186C	-0.145786283	0.217677291
YML067C	0.140101704	0.176480851
tV(CAC)D	0.8956071	0.678304467
tV(CAC)H	-1.369945112	
YLR018C	0.053166623	0.749080461
YAL034W-A	0.044768821	0.835875712
YIR018C-A	0.794136103	0.010132327
YLR085C	0.004735204	0.98208174
