	log2FC	FDR
YPL053C	0.087308203	0.517375339
YDR171W	0.004978704	0.982745701
YPR015C	0.586528347	0.001816257
YLR323C	0.157773903	0.32050745
YGL146C	-0.466496761	0.001752735
YMR272W-A		
YLR458W	0.011699936	0.993689138
YPL208W	-0.300152194	0.021916796
YBL100W-A		
YER055C	0.268806831	0.002021403
YNL155W	0.126024919	0.490931289
YLR169W	0.128028102	0.602061438
YMR012W	-0.194936366	0.000841063
YKL147C	-1.348095255	0.004531916
YGL023C	-0.252022533	0.183276207
YNL052W	-0.258645275	0.061272847
YDR167W	0.191955963	0.209818267
YPR047W	0.059727208	0.709501906
YNL201C	0.049490725	0.767734104
YCR020W-B	-0.040681487	0.910082925
YER068C-A	0.311013357	
tQ(UUG)B	1.197425699	0.631958204
YNL030W	0.104531965	0.7953751
YPR139C	-0.01450854	0.936643718
YJR157W	-1.048842852	0.535139429
YIL137C	-0.324880023	0.000564946
tS(AGA)D3	0.099028258	
YGR242W	-0.377300486	0.605161656
YJR015W	-0.058310541	0.712379478
tY(GUA)Q		
YNL251C	-0.190209244	0.455743941
YDR439W	-0.143748162	0.392189258
YDL193W	-0.184774147	0.226576359
YLR274W	0.038440222	0.795482895
YPL006W	-0.081546795	0.504997496
YJL019W	-0.212215184	0.335288177
YNL043C	0.039875705	0.942777137
YLR378C	0.003719429	0.988106983
YHR193C-A	-0.244861142	0.904430661
YLR312C	0.146323305	0.220597157
YGR010W	-0.017498797	0.942777137
YGL231C	0.108811228	0.631100844
YDR427W	0.080803649	0.62349262
YLR155C		
YBL088C	-0.033457675	0.813822794
YDR020C	0.256007944	0.048797823
YJL219W	0.62395804	0.070152288
YOR032W-A	0.163914928	0.840687312
YBR001C	-0.058594887	0.731662426
YDL182W	0.295951643	0.01011009
YMR108W	-0.28190954	2.9e-06
YBR064W	0.254837844	0.87774565
YAR071W	-0.010941879	0.985726201
YDR518W	0.230881201	0.011048597
YLL057C	-0.004715345	0.988106983
YMR030W-A	-0.518125655	0.469926413
YLR091W	0.001940192	0.994051985
YNL253W	0.114577198	0.348329393
YHL008C	-0.243812303	0.04371707
YGR005C	0.123198045	0.356936335
YLR298C	0.150152689	0.322541246
YLR085C	0.004735204	0.98208174
YOR211C	-0.109843025	0.444029449
YPL235W	-0.007274856	0.962576229
YPR021C	-0.327806162	8.3e-06
YLR387C	0.029591986	0.83585211
YOL157C	0.515209831	0.002099569
YMR138W	0.0923045	0.698650389
YKL131W	-0.152265068	0.909560937
YOL132W	0.657049299	1.02e-06
YDR494W	0.066007431	0.667355358
YIL088C	0.004284429	0.9808612
YBL074C	-0.097020441	0.781037594
YHR162W	0.15648255	0.446547573
YBR071W	-0.211659239	0.072556079
YPL197C	0.172135703	0.665916401
tA(AGC)K2	-1.242589196	
YDR210W-A		
YDR086C	0.151894275	0.646720409
YER124C	0.094402678	0.428938018
YKL004W	0.111506101	0.48035215
YER148W	0.069540347	0.743558828
YLR088W	-0.072343851	0.651065812
YLR100W	0.127728827	0.352320378
YLL043W	-0.076990019	0.669526188
YEL039C	0.261199221	0.310085228
tG(GCC)D2	0.842615455	0.036756494
tK(CUU)F	0.846536649	
YPL216W	0.187972632	0.039241862
ETS2-1		
YER084W-A	-0.075448005	0.976880499
tK(CUU)I		
YJL025W	-0.432653027	0.060725783
YEL075C		
YIL039W	-0.059023997	0.687966103
YIL013C	-0.065127224	0.691913072
tK(CUU)D2		
YKL216W	-0.077497592	0.643873423
YLR467W		
YJL164C	-0.024279743	0.903957013
YPR060C	-0.010003795	0.96355165
YDL209C	-0.341604168	0.066771861
YKL025C	-0.159135867	0.364556505
YER158C	-0.648412645	5.33e-10
YGR239C	0.075762689	0.700408766
YER167W	-0.459432359	8.87e-08
YNL277W	-0.386652818	0.044965241
YNL288W	-0.273473966	0.072031341
YBR235W	0.008749505	0.961009086
YGL071W	-0.096841791	0.740435909
YOR126C	0.035263261	0.868721935
YDR435C	0.022115645	0.893766977
YLR036C	0.231968936	0.12497045
YBL013W	-0.628411773	0.116208928
YLL014W	0.082996861	0.735844498
YGL189C	0.125362043	0.736710346
YML049C	-0.24303666	0.053869393
YMR002W	0.010425356	0.962762632
YPL002C	0.123831149	0.432649354
YMR273C	-0.106144158	0.732914046
YGR018C	0.160507831	0.782024766
YIL145C	0.092785761	0.555938252
YLR018C	0.053166623	0.749080461
YDR235W	0.041877295	0.79352116
YIR018W	-0.048610373	0.879169909
YOL028C	-0.336376492	0.058163407
YDR306C	0.133648208	0.199417504
YNR028W	0.002061578	0.99174829
YNL072W	-0.104599075	0.689595856
YGR056W	-0.233054352	0.11707611
YLR141W	0.092179049	0.712429947
YER088C-A	0.151875049	0.732914046
YNL140C	0.059974558	0.9454679
YKL146W	-0.265789826	0.01229229
YAR033W	0.297734347	0.139917036
YFR038W	-0.169675748	0.216459648
YPR083W	-0.389020393	6.24e-06
YBL028C	0.057407816	0.872337413
YDR201W	0.059646322	0.789157796
YER143W	0.065908263	0.645265601
YMR028W	0.086385177	0.559026031
YIL053W	-0.043418762	0.82525324
