	log2FC	FDR
YBR116C	-0.946578227	0.144552268
YNL065W	0.209846339	0.451301084
YOL157C	0.515209831	0.002099569
YJL126W	0.182970332	0.202798056
YBL009W	-0.084674925	0.692671641
YIL092W	0.003809657	0.988106983
YOR182C	0.082569793	0.867691002
YPL256C	-0.699769738	1.04e-05
YHL007C	-0.054035681	0.78142428
YGR213C	0.039606295	0.884326461
YKR034W	0.633433004	0.124686483
YBL029C-A	-0.196288599	0.323510543
YKR068C	0.05977262	0.734530312
YMR013W-A		
YIL170W	-0.144658497	0.811936997
YBL091C	-0.068735188	0.617509459
YPL136W	0.101596711	0.949674514
YJR144W	0.025416796	0.890522916
YLL055W	0.188336593	0.140522438
tA(AGC)M1	0.820362139	
YDR511W	0.170729097	0.422646845
YIL160C	-0.042064541	0.914462348
YLR286C	-0.031210649	0.798462887
YMR268C	-0.068483768	0.778268322
YDR047W	-0.011229559	0.943337721
RDN25-1		
YDR527W	-0.082444803	0.678304467
YMR152W	-0.005455921	0.980192657
YPR183W	-0.054096234	0.778599213
YDR090C	-0.13175424	0.488114246
YEL030W	-0.20049952	0.213239619
YIL028W	0.032176079	0.93921705
YNL138W-A	0.197024957	0.475529444
YPR046W	-0.09222682	0.740435909
YLR353W	-0.103614222	0.505899126
YGL035C	-0.120879099	0.371748594
YLR462W	0.186267919	0.918724936
YLR053C	0.500931848	0.010363088
YEL066W	0.148053609	0.340950459
YCR038C	-0.354706291	0.019019012
snR51	0.076574528	0.91421918
YNL051W	-0.081164927	0.570583076
YDR542W	-0.644027533	
YPL090C	0.087177833	0.821165944
YFR029W	-0.187813498	0.489143595
YBR098W	0.11171862	0.574397109
YGR204C-A	0.251310287	0.736121091
YNL012W	0.502168545	7.18e-08
YKL029C	0.05465797	0.798998434
YHR030C	-0.363664566	1.51e-05
YIL147C	-0.031626678	0.833479002
YKL201C	-0.191784266	0.234412174
YCR014C	0.076590429	0.641699985
YGR271W	-0.101867053	0.418570955
YNL086W	0.290297599	0.051985407
YDL069C	-0.119805497	0.61360419
YNR074C	0.054814234	0.803312719
YJL020C	-0.093078	0.653803799
YGL164C	0.09905308	0.522018003
YNL276C	0.216988123	0.801836916
YLR458W	0.011699936	0.993689138
YDL230W	-0.18144378	0.202389341
YLR064W	0.050941828	0.789157796
YGL146C	-0.466496761	0.001752735
YJR076C	0.074523626	0.531700426
YOR314W	-1.311278926	9.08e-06
YDR008C	0.035834494	0.945022719
YPR141C	0.048057164	0.825898399
YJL128C	-0.224743524	0.091081802
YMR148W	0.122980835	0.517375339
YGR170W	-0.087008163	0.56163102
YPL232W	0.003657394	0.988106983
YNL149C	0.142249161	0.771185525
YHR185C	0.604330826	0.303464487
YPL051W	0.109200711	0.573992044
YNL005C	0.078585107	0.525134547
YJR020W	0.003214856	0.997778227
YPL111W	-0.171160717	0.226576359
YJL217W	0.299714773	0.007272233
YDL106C	-0.239589834	0.062622791
YBR149W	0.055627525	0.76190801
YKR015C	-0.425404558	0.007699001
YGL105W	-0.058996621	0.728034576
YNL193W	0.087251842	0.550931718
YML120C	-0.391308698	2.68e-10
YDR480W	-0.007298829	0.981806024
YLR349W	-0.338675581	0.494644268
YDL198C	-0.274998116	0.007756689
YOR238W	0.174988436	0.177108798
YJL101C	-0.096102578	0.626814222
YER081W	0.21008339	0.19808758
YPR103W	0.003508876	0.98568053
YER103W	-0.131267364	0.257148472
tW(CCA)J	-0.622310381	
YDR282C	0.047730793	0.78512545
YKR095W	0.096408653	0.388319874
YNL082W	0.062280361	0.787190635
YMR202W	0.078783833	0.600310785
YNR025C	0.174300652	0.649719846
YJL047C-A	0.231069935	0.748464729
YOR002W	0.068299427	0.632122153
YKR010C	0.03852852	0.870037478
YGR189C	-0.161043291	0.065586711
YOR342C	0.097620682	0.470566661
YGR086C	-0.056225719	0.795482895
YGL125W	-0.335967776	0.0070085
YBR202W	-0.099372542	0.583600402
YNR076W		
YPL040C	-0.106925515	0.336768074
YOR261C	0.102214524	0.637942988
YEL040W	-0.10432537	0.334048471
YJR050W	0.031742602	0.893523644
tS(GCU)F	0.12215731	
YJL187C	-0.259033034	0.11947585
YER145C	-0.281874365	0.063239008
YPL012W	-0.054959733	0.769578134
YJR084W	-0.236911475	0.05477447
YGR286C	0.329729492	0.000122017
Q0182		
YML081C-A	-0.058956655	0.856099616
YBL003C	0.077721435	0.842862338
YOR270C	0.053513071	0.605161656
YER133W-A	0.001949961	0.997158951
snR31	0.068066143	0.82525324
YOL130W	-0.190435048	0.11847302
YPR095C	-0.123475646	0.540855619
YLR351C	0.14355109	0.215594953
YGR022C	-0.270653692	0.817578131
tL(CAA)G2	1.403489365	
YKL006W	0.077387799	0.82807728
YKL164C	-0.02356002	0.866440598
YMR158W-B	-0.077725717	0.942152334
YKL072W	0.40627553	0.00034048
tM(CAU)P	0.680225678	0.7953751
YHR001W	-0.066933983	0.633627076
YOR161C	-0.543456679	2.15e-05
YLR420W	0.086323164	0.538531434
YPL110C	-0.225374454	0.082372322
YLR367W	0.034282942	0.897244667
YBR221W-A	-0.028469387	0.975735599
YJL209W	-0.005666694	0.977961066
YDR464W	0.064314444	0.755321166
YKR082W	-0.022663209	0.884413766
YER055C	0.268806831	0.002021403
YER161C	-0.111038676	0.469926413
tH(GUG)E2	-0.464186986	
YGR061C	0.022911128	0.893340011
YGR145W	0.141385338	0.11671376
YPR186C	-0.141690578	0.496006118
YGR161C-D	0.173859434	0.820689458
YLL062C	-0.091736909	0.698874927
YGL124C	0.078769287	0.570334944
YJR148W	0.49400681	2.41e-13
YLR360W	0.034360383	0.821991263
YNL251C	-0.190209244	0.455743941
YLR329W	0.223205263	0.370070269
tR(UCU)G1	-2.386755442	
YER181C	0.256375337	0.81442559
YHR133C	-0.045020145	0.820261737
YLR333C	0.082608306	0.782082
YAR035C-A	-0.417469793	0.79131731
YGL150C	-0.024772513	0.881085522
YIR011C	0.080760532	0.6107278
YIL104C	-0.01721163	0.944127959
YER013W	-0.274305226	0.019700479
YPR200C	0.372119515	0.063014647
YFL064C	-2.336485665	
YLL049W	0.165329392	0.316535228
YCL039W	0.173094857	0.445419311
YPR076W	-1.36447572	0.336089833
YPL054W	-0.073414461	0.709475736
YER075C	0.083908646	0.692537537
YHR151C	-0.112975154	0.494644268
YAL020C	-0.028886401	0.924630448
YDR216W	-0.358221767	8.02e-06
YJR124C	-0.259251948	0.056354755
YOR382W	0.471046744	0.000184625
YHR103W	-0.330323123	0.000342704
YIL072W	0.34454485	0.010902926
YCR030C	-0.198637574	0.165658922
YGL122C	-0.072021893	0.571988727
YFL044C	0.154315974	0.215404754
YBL020W	-0.213155604	0.116701588
YOR073W	0.046905322	0.840873624
YKR031C	-0.000672464	0.997778227
YOR335W-A		
YER040W	-0.029471292	0.910082925
YGR200C	-0.005972528	0.973320647
YOR134W	0.667445451	2.41e-06
YLR154W-A		
YGL152C	0.24649168	0.711807089
YPL181W	-0.192504359	0.053568604
YJR023C	0.011508279	0.988106983
YAL011W	-0.09446416	0.689421518
tE(UUC)Q		
YKL044W	0.306118596	0.646496017
