	log2FC	FDR
YDR201W	0.059646322	0.789157796
YOL097C	-0.00593875	0.969160397
YLR409C	-0.063786943	0.684743856
YDL114W	-0.626107185	0.133128127
YDR316W	0.085144674	0.57133603
YOR276W	0.067893542	0.876561856
YOL042W	0.050574883	0.756370267
YPR002C-A	0.151802394	0.817578131
YMR282C	-0.079276652	0.550511031
snR44	-0.07721379	0.81324345
YER142C	0.130537194	0.322541246
YBL006C	0.196551845	0.186969087
YKL053W	0.253680463	0.62371981
YLL066W-B	0.846500088	
YFR043C	0.108936496	0.526339298
YDR461W	1.062482793	0.101086555
YOR219C	-0.043875397	0.798127494
YDR087C	0.133233701	0.233073523
RUF5-2		
YER189W	-0.622310381	
YNR016C	-0.21774193	0.02533701
YIR002C	-0.00106942	0.995901264
YOR372C	-0.107909727	0.603382736
tG(GCC)G1	1.219162036	0.58685095
YLL023C	0.050418872	0.811672859
YCR041W	-0.17412881	0.833307292
YER047C	-0.195603918	0.328668961
YMR316C-B	0.006478639	0.993239592
snR37	-0.255249431	0.62288904
tI(AAU)E1	0.09902907	
YFL041W	-0.028919928	0.861010951
YBL051C	-0.248506761	0.128864867
YLR417W	-0.178987911	0.208487731
YDR034C-C		
YLR262C	-0.109440496	0.68456943
snR7-S		
YDL113C	0.016277565	0.909717859
YIR040C	-2.232775343	
YJL066C	-0.03916945	0.886701469
YNL091W	0.008978124	0.958335214
YHR006W	-0.024106462	0.891809884
YDR489W	0.124870305	0.55621668
YMR057C	-0.213105811	0.78512545
YBR243C	-0.203033418	0.237686996
YML052W	0.005993195	0.973076714
YMR216C	-0.233701277	0.028238992
YNL020C	-0.276409209	0.001609169
YGR047C	-0.070141644	0.689277419
YJR094W-A	0.113281985	0.723984733
YOR340C	0.058384218	0.713107421
YBR090C	0.177319521	0.776615849
YFL022C	-0.068635621	0.65317724
YCL020W		
YNL133C	0.10864768	0.643026327
tN(GUU)N2	0.097728619	
YJR037W	-0.607018329	0.505899126
YIL112W	0.12569119	0.288119558
YIL034C	-0.124021317	0.326377443
YHR156C	0.327874918	0.004239477
YPR159W	-0.177990589	0.073379795
YMR295C	0.054959449	0.808472961
YMR123W	0.067728835	0.787190635
YPL273W	0.081882715	0.593031078
YNL339C	0.820362139	
YLR243W	0.049463543	0.791439281
YGL194C	-0.192254013	0.176480851
YBL099W	-0.266443769	8.69e-05
YLR289W	-0.013423026	0.946253653
YER062C	-0.217047239	0.217812021
YDR438W	-0.162931999	0.291880155
YDR053W	-0.392314101	0.741773832
