	log2fc	p-adj
NUP145	0.127661155	0.042624958
CUL3	0.313375332	0.007523953
YKL187C	1.867294569	0.010456142
SPC3	0.24285188	0.080792416
RPS29B	-0.625655286	0.314467722
RAD33	0.263366016	0.000811268
YUR1	0.178805353	0.184958986
HXT6	-0.572300996	0.078166491
HGH1	0.156926035	0.087862554
SCS2	0.169995034	0.054962044
YBR056W	0.087432415	0.209221684
NIP7	0.095250897	0.255534134
GYP8	0.375931738	0.002973619
CHZ1	0.227627381	0.126745442
ELM1	0.231428564	0.13275765
SER2	0.087774868	0.721792549
GLO3	-0.087294315	0.220442648
CTA1	2.258559265	0.002316899
BMH2	0.047056387	0.227049219
DPS1	-0.072046435	0.719478754
YCR061W	0.961473877	3.1e-05
UBX5	0.083444054	0.368525643
TRS20	0.116199606	0.028954759
UTP4	-0.046889597	0.547926119
ADE1	0.32319138	0.008224707
VMA8	0.000514933	0.995016966
MAK16	-0.023545426	0.749112051
PSF3	0.011028194	0.95068327
YOR283W	0.039945501	0.578990115
SEH1	-0.028538661	0.877055077
ISW1	0.032589943	0.471206958
FCP1	-0.012158487	0.797587183
SSD1	-0.00281673	0.929351955
LRE1	0.025697448	0.46068611
SPC42	0.024784859	0.64400561
HSP10	0.154723828	0.133133821
CHD1	0.133368129	0.127730133
MRPL11	-0.608103935	5.47e-05
MNN9	0.14362462	0.257556447
CUS2	0.077222507	0.641090014
SPC72	-0.106396248	0.441287782
ABD1	0.029403113	0.0389515
COX11	-0.279760965	0.017390584
LSM6	0.239028901	0.095457454
YJL016W	-0.357326783	0.005308621
RPC53	-0.123031798	0.174859571
COG8	0.161554817	0.103162176
IMD4	-0.94905568	0.000247108
ELO1	0.108919205	0.184704886
KAR4	-0.343584325	0.066549154
CCW14	0.096601248	0.877501985
CBF1	0.086765097	0.036752922
YGP1	-0.375129253	0.045513401
SIS1	0.248016675	0.011940693
SLX9	-0.091413411	0.531479468
SSM4	0.099112859	0.123186561
POF1	-0.101222455	0.222764638
LCB5	0.201878847	0.01293666
MNE1	-1.409831965	0.000302471
NPT1	-0.122889155	0.009365653
CDC33	-0.120850229	0.383914741
HRD3	0.175022499	0.130372007
CYS4	-0.445220343	0.005986434
CDC19	0.269683831	0.27499189
RLP7	-0.112017754	0.149978906
PYC1	1.799249395	0.002713856
AVL9	0.214462067	0.002841322
IRS4	0.343842863	0.02584946
SOL2	0.160574487	0.05507347
SMC1	0.046683287	0.341125837
OLA1	-0.230931939	0.022187676
PET494	-1.550535044	0.001847609
PUS1	0.136647485	0.101534476
YGR001C	-0.03329944	0.819760778
MON2	0.239590583	0.000287788
GRS2	0.298699356	0.012210671
YJR096W	0.634134935	3.23e-06
MEF2	-1.333242689	6.52e-05
YGR266W	0.408076996	0.000304854
MNN2	0.089913512	0.378812683
COX5A	-2.900544309	4.35e-06
DCN1	0.006179794	0.966263539
SQT1	-0.092169061	0.804422194
ECM4	0.681215459	0.001513237
DSL1	0.131480768	0.04441307
JIP5	-0.269289111	0.020434944
RPC40	0.0214967	0.535348722
