	log2FC	FDR
YIL172C	0.820362139	
YHR048W	0.313315501	0.075906304
YNL137C	0.054847948	0.682414535
YNR059W	-0.143904141	0.334077841
YNL104C	-0.192770964	0.02567339
YOL097C	-0.00593875	0.969160397
YCR041W	-0.17412881	0.833307292
YLR099W-A	0.095106807	0.720328663
YMR279C	-0.220559672	0.495450493
tP(UGG)M	1.591136841	0.00052408
YOR104W	0.12970069	0.553755033
YOR391C	1.344740088	0.127517922
YJL039C	-0.074426397	0.663008831
YHR138C	0.065143424	0.82379481
YKL108W	0.080111802	0.768804002
YNL179C	0.142115929	0.764712979
YDR347W	-0.04978795	0.769926036
YDL059C	-0.189342049	0.420433685
YAL046C	-0.189089017	0.328988015
YMR013C-A		
YDL227C	-0.143807753	0.630640103
YLR230W	-0.147059197	0.753107855
YDR099W	0.051094583	0.789218697
YER165W	-0.003260521	0.9822857
YJL010C	-0.073780016	0.722548867
YCR020C	0.353643358	0.012512496
YNL209W	-0.005889534	0.975590934
YFL003C	0.193294295	0.22415059
YNR032W	0.1276895	0.284024777
YMR050C	0.820362139	
snR19	-0.139684195	0.736121091
YJR145C	0.003202768	0.991839999
YGR186W	-0.074598136	0.535487256
YER078C	0.014228741	0.944276933
YLR259C	-0.051686922	0.698518462
YMR287C	0.008646074	0.956718801
YMR048W	0.101968539	0.558170087
YEL018C-A	-1.930243962	
YDR194C	0.007978059	0.958335214
YPR123C	-0.128608675	0.843802687
YNL315C	0.089379611	0.57133603
YJL104W	0.120145909	0.61979819
YEL034C-A	-0.14102458	0.758086333
YHR147C	0.034683567	0.862220715
YJL225C	0.820362139	
YNL133C	0.10864768	0.643026327
YBR187W	-0.081529435	0.614733099
YMR100W	-0.097758101	0.413879944
YOL166C	0.820362139	
YHR163W	-0.143057502	0.336054544
YMR080C	-0.140803394	0.230784127
YOR339C	0.567172757	0.000298663
YNL103W	-0.074287586	0.712429947
YCL058C	-0.177946618	0.559026031
YGL252C	-0.037408002	0.789218697
YJL121C	-0.026765951	0.886264366
YER122C	0.018276748	0.894265065
YKL122C	0.141260041	0.519704999
YER159C-A		
YOL106W	-0.406018904	0.503997311
YFR008W	0.09776261	0.597363593
YGL021W	-0.033120745	0.875940145
tK(CUU)P	0.805860999	0.571988727
YLR189C	0.018022938	0.893853006
YCL021W-A	0.163314428	0.638852515
YLR226W	-0.202773552	0.379563289
YKL016C	-0.114548679	0.713597953
YHR139C	0.939406482	0.002333791
YML068W	0.064199503	0.680099284
YDR435C	0.022115645	0.893766977
YHL026C	-0.313151087	0.16433988
YLR384C	0.04317835	0.767734104
YIL074C	-0.102056969	0.527149424
YCL022C		
YMR001C	-0.037218204	0.845222236
YML045W-A		
YGR020C	0.058230652	0.857382766
YMR085W	-0.360444245	0.204926295
YAL062W	0.228098687	0.128745008
YMR207C	-0.154414961	0.31046687
YGL247W	0.035576587	0.884567005
YEL036C	-0.083254577	0.511695432
YPL235W	-0.007274856	0.962576229
YPR096C	-0.471294322	0.736121091
YGL018C	0.131564411	0.405874761
YML070W	-0.076457636	0.592979929
YGL177W	-0.282147931	0.695565883
YNL228W	0.211640191	0.70021279
YKL054C	0.005297123	0.973011676
YKR077W	-0.507169761	0.014881196
YLR409C	-0.063786943	0.684743856
YGR101W	-0.242830525	0.031562677
YBR037C	-0.092145113	0.587372641
YKL215C	-0.08776496	0.715650327
YKL068W-A	0.273632352	0.193393205
YGL078C	-0.067753442	0.647027253
YJL079C	-0.02177167	0.912442519
YDR416W	0.050969452	0.729890868
YBR239C	0.168548443	0.369561575
YGL143C	0.043754705	0.797541078
YLR214W	0.025148836	0.908977448
YKL126W	-0.073355962	0.478297685
YDR324C	0.01848552	0.911191867
YGR189C	-0.161043291	0.065586711
YPL283W-A		
YER178W	0.010099275	0.9454679
YJL206C	-0.017453634	0.94321549
YDR393W	0.037027848	0.797541078
YPL263C	-0.167231007	0.093217815
YOR210W	0.115989398	0.742611294
YDR183W	0.179451758	0.294331068
YBR111W-A	0.017665299	0.959536243
YGR182C	-0.069386281	0.766841897
YCL048W	0.900013462	9.39e-05
YBR264C	0.049683871	0.829649784
YNL132W	-0.026602831	0.91421918
YFL012W-A	-2.213411902	
YGL072C	0.199975131	0.826780995
YJL215C	-0.024399222	0.981551234
YNL193W	0.087251842	0.550931718
YML054C	0.295829277	0.003410892
YBL020W	-0.213155604	0.116701588
YFL044C	0.154315974	0.215404754
tI(AAU)N2		
YLR097C	0.123646214	0.411676728
YER018C	0.172993107	0.329998785
YMR319C	0.359282281	3.48e-05
YDR491C	0.022293751	0.967959996
YOR059C	0.054898679	0.732229354
YBR226C	0.042901895	0.947719725
YGL032C	1.086093135	0.006125996
YNL024C	-0.009608049	0.981346077
YGL045W	-0.266910821	0.034618518
YOR286W	0.11526423	0.632346881
YPR170W-B	0.060343809	0.856099616
YKL183C-A	-0.198813755	0.847615732
YDR018C	0.130048444	0.474720079
Q0060		
YJR108W	-0.113068692	0.844466
YOR302W	0.071995685	0.891434487
YLR201C	0.087267165	0.589814518
YFR035C	0.189606249	0.516599245
YJL053W	0.099257795	0.472257841
YGL165C	-0.023601281	0.958335214
YKR046C	0.104931373	0.448271426
YEL062W	-0.046245697	0.791439281
YOL083C-A		
YPL204W	-0.078310993	0.525134547
YDR238C	-0.131589387	0.202696991
YER074W-A	0.147717169	0.605161656
YEL032C-A		
YML020W	-0.216338995	0.059473133
YMR145C	-0.150148579	0.100232436
YHR102W	-0.030836019	0.88299957
YJR084W	-0.236911475	0.05477447
YOR192C	-0.234287345	0.409890192
YIR031C	-0.055196981	0.818057282
tR(UCU)G2		
YIL087C	0.053012811	0.816098907
YER037W	0.081986879	0.540679848
tP(UGG)F	0.847624786	
YHR156C	0.327874918	0.004239477
YBR092C	-0.213715397	0.058334974
YJL183W	-0.13726247	0.434706864
YLR433C	0.016031506	0.936590858
YNL091W	0.008978124	0.958335214
YLR275W	0.152711307	0.529123781
YLR327C	0.150680362	0.82525324
YGL262W	0.505772019	0.637049415
YCL030C	0.140094729	0.203635671
tD(GUC)K	0.099028719	
YNL156C	0.028767751	0.858110861
YDL022C-A	0.391956873	0.778268322
tM(CAU)D	-1.923927372	
YPL205C	-0.293316922	0.599217635
YMR042W	0.262522281	0.113347145
YDR177W	0.156997977	0.343618853
YNL053W	-0.521323257	2.82e-06
YOR026W	0.031583551	0.876294093
YJR161C	0.127888265	0.798127494
YER060W-A	-0.169302743	0.521920332
YHR039C	-0.01486264	0.917217454
YOL078W	-0.339724043	0.000433022
YLR067C	-0.246906384	0.026427378
YDR499W	-0.06359129	0.798970713
YDR034C	0.078191165	0.651065812
YDR095C	-0.604620908	0.724769364
YPR106W	-0.25593793	0.070821005
YKR011C	-0.054051437	0.707896884
YDR234W	-0.054321479	0.78512545
YCL009C	-0.010240567	0.965518571
YPL130W	0.061991489	0.943337721
YCR008W	-0.102963907	0.323096219
YNL335W	0.261086203	0.845222236
YGR006W	0.045615171	0.854439412
YER087W	-0.059439453	0.769578134
YOL138C	-0.051557937	0.803925168
YJR008W	-0.00494512	0.980192657
YPL271W	-0.060245942	0.859135278
YER149C	-0.454356962	0.003298672
YLR342W-A	0.446376746	0.178721362
YPL125W	-0.012955993	0.944933063
ETS2-2		
YFL010C	-0.039147396	0.856099616
YDR359C	-0.043610938	0.850582926
YNL324W	-0.038741314	0.988106983
YOL099C	0.032022649	0.967959996
YBL074C	-0.097020441	0.781037594
YMR099C	-0.063030082	0.698874927
YGR240C-A	0.074854537	0.836057951
YJL067W	-0.224852301	0.700408766
