	log2fc	p-adj
RRP45	0.14017329	0.018947148
YMR111C	0.088746245	0.193123149
BEM3	0.130477647	0.106634382
NVJ1	-0.071353316	0.235563069
RAD1	0.126790694	0.202634924
CYT2	-0.305775285	0.020868053
RPT2	-0.073403229	0.285073247
CDC53	0.188814309	0.008543494
YDL012C	-0.027023794	0.736738307
MET16	0.790702201	0.013124
ARP4	0.132394344	0.040277599
TAN1	0.057082018	0.505752136
OM45	-0.666878985	0.000157125
CET1	0.146724601	0.009204255
JEM1	-0.083611818	0.389939166
MUD2	0.09968816	0.188399467
REP2	0.13089213	0.422077621
RBG2	-0.030303988	0.311262134
YPR1	0.193556433	0.026530289
RGP1	0.082092451	0.095851622
GCR2	0.092318143	0.275823311
SHG1	-0.370209069	0.066003626
YMR181C	-0.225925093	0.177552901
SNX41	0.144355198	0.182025876
YHR112C	0.465377406	0.001504249
NNF2	0.270083794	0.001672178
MTF2	-0.927885348	1.98e-05
YER079W	0.386567678	0.002349693
SHE9	-0.707386926	0.000457526
APM2	0.710256807	7.49e-06
NUP49	-0.126711694	0.488502929
UTP7	0.095818136	0.024091501
MSN5	0.212989252	0.005741885
RSC2	0.149480729	0.147595807
CTK1	0.13879035	0.099745302
RAP1	0.154856889	0.01022869
SDS22	0.138009586	0.139081283
KEL1	0.191042563	0.047319349
MSN1	0.089890018	0.377706837
BEM4	0.308937725	0.009420019
EAF3	0.016041035	0.835513928
MYO5	0.043575984	0.619351149
ORC5	-0.072610275	0.325473629
DFG5	0.137050985	0.417298535
HST3	0.671233111	1.82e-06
SGV1	0.060305578	0.127431228
NPT1	-0.122889155	0.009365653
TCM62	-0.542468117	0.000209807
CDC23	0.29976417	0.01821629
MRPL7	-0.746410217	0.001281645
SMC2	0.235628882	0.008723262
LOT6	0.120804309	0.258326359
SCL1	-0.0148045	0.892431897
MET17	6.330158287	1.65e-06
DBP10	0.129122894	0.094222834
CBK1	-0.013495787	0.769544284
UAF30	0.283672049	0.011435692
TIM23	-0.16777055	0.250859313
VPS29	0.139806887	0.28648115
ARP2	-0.049939092	0.561031183
TOD6	0.196414729	0.192030676
HXT6	-0.572300996	0.078166491
PPE1	0.216471908	0.080748668
RSM25	-0.672319743	0.000496516
BAR1	-4.598726681	7.55e-05
RLM1	0.092262271	0.241404428
SEN1	-0.023152444	0.556967924
SPS19	0.599348944	0.017699154
RRP6	0.057994966	0.372148286
SEC18	0.083792127	0.070495855
SOL1	0.171549448	0.063967122
AI2	-1.160418691	0.008443813
LEM3	0.03600825	0.587438426
RRD1	-0.160064548	0.239788859
CAT8	-0.702054016	0.000666947
YNR048W	-0.168449611	0.141793747
YUR1	0.178805353	0.184958986
APC2	0.174603536	0.031369866
CUS2	0.077222507	0.641090014
CWP1	-2.01592322	0.000446178
RSC4	0.080259486	0.197794673
MKT1	0.16515723	0.027971784
CAT2	1.759685394	2.18e-05
SEC5	0.119228539	0.017711441
PTM1	-0.036788855	0.854307069
KSH1	0.377010286	0.022389621
MRF1	-0.579995598	0.00023948
BEM1	0.095944045	0.128725507
CDC55	0.160064969	0.021665588
CLB2	-0.313118059	0.033699926
IMD2	-0.37930723	0.007741312
FMC1	-1.119737092	0.000605535
RHO5	0.49460834	0.07359455
SCC4	0.246973001	0.010171816
YER152C	0.13047385	0.396865808
PUS7	0.054358586	0.458253051
ARO9	-0.334538747	0.00051582
BRR2	0.121305708	0.030011917
TAD2	-0.073386392	0.555279658
FMP30	0.002109622	0.985399925
BLM10	0.266363451	0.007280168
TOS2	0.151581762	0.339287187
IDH2	-0.210413894	0.124753781
INN1	0.193512882	0.048412771
YDR381C-A	0.389930236	0.081271235
SEC72	0.014675533	0.825017779
RTC3	0.101791852	0.382925297
YPR169W-A	0.192993307	0.340469863
YGR079W	0.546706813	0.063784403
HCR1	-0.063757181	0.630469502
DYN1	0.269111914	0.00968034
HLR1	0.813484455	0.000661369
IML2	0.258608333	0.010626199
YPR011C	-1.015058973	7.06e-06
SYF1	0.195743542	0.000546443
REX3	-0.039002744	0.769333316
URB1	0.065437301	0.001055689
GYP1	0.210188798	0.102038315
ATP18	-2.592392943	0.000738262
CAF20	-0.059357076	0.699413978
GRX3	0.090649797	0.219789458
LDB19	0.334450793	7.84e-06
CBP3	-0.08390333	0.096532776
YKL075C	0.161017395	0.073244646
AVO2	0.043201347	0.70902533
LEO1	0.077149606	0.327698968
UTP11	-0.175451912	0.141091437
SYC1	0.008649302	0.899379886
RPB8	0.164570751	0.102210729
GLO2	-0.042212262	0.596907003
GNA1	0.063989634	0.12971489
BUB3	0.089722302	0.28888994
MSH2	0.130125324	0.035966819
DUS3	-0.079408839	0.381618117
BUL2	-0.013511629	0.786155896
YDL157C	-1.60339741	6.87e-05
RAV2	0.196026889	0.016705096
SKI3	-0.151114405	0.010148301
YLL032C	0.047172381	0.689784812
UPC2	0.805842783	0.002814201
DLD3	2.737650819	8.83e-06
HSP78	-0.153613377	0.157050106
KHA1	-0.142413196	0.122952203
VHR1	0.58310132	0.005920126
AIM7	-0.041151828	0.812730884
YMR010W	-0.127512063	0.223100543
SNX3	0.195615708	0.05128381
ZPS1	-0.187246736	0.527838975
SEC16	-0.070412766	0.26714407
ETP1	-0.203648059	0.019191406
SEN54	0.013902517	0.834256399
YHR192W	0.350116553	0.014014984
YNL058C	-0.082091632	0.373233308
SOP4	0.293937914	0.007832375
VTS1	0.028790711	0.797955311
IPK1	0.334044602	0.000175858
GLN4	-0.163299987	0.014633497
ALG12	0.292418167	0.007165797
KES1	0.029695554	0.66563223
GEA2	0.045743361	0.209392151
CDC40	-0.084403637	0.356042214
CNL1	0.199482516	0.272797381
ALK1	-0.244485388	0.012688493
MNR2	0.017050114	0.834533892
