	log2fc	p-adj
MGS1	0.267533013	9.58e-05
CFT1	0.162582126	0.001658206
NDE2	-0.010393597	0.853330151
IOC3	0.076873106	0.31856717
ROM2	0.075640014	0.235885139
HEM13	-0.112215774	0.178281481
IRA2	0.15195299	0.009097642
LTP1	-0.119488867	0.040422593
BCP1	0.006790937	0.912541141
PAP2	0.101008707	0.30814571
AST1	-0.18997228	0.011180918
OAR1	0.270751079	0.009238353
RNH70	0.313944614	0.009387438
VPS21	0.323041893	0.001535293
ECM2	0.28383176	0.008339578
HBN1	-0.094329885	0.481141009
YPR147C	-0.072410768	0.63523364
SEC31	0.005926885	0.862358194
MIR1	-1.761363255	0.000195846
SPC110	0.119433998	0.116686231
GLE1	0.096385244	0.356582674
YJR124C	-0.048737581	0.701843389
BUR6	0.106679382	0.162029695
SLM4	0.105170332	0.162629979
PET494	-1.550535044	0.001847609
YER010C	0.125199392	0.476904497
TID3	0.152884723	0.133239148
ZUO1	0.097242502	0.183016114
SNA4	0.489732542	0.008009301
FSH2	0.010363734	0.900145231
RCK2	-0.226946813	0.012615301
ABF1	0.31471772	0.025629909
NSA1	-0.041048098	0.574716252
HOF1	-0.151639477	0.027091955
COX15	-1.220101393	0.00039009
TPD3	0.060555674	0.388353677
NAS6	0.10290497	0.300752269
NOG1	-0.079600671	0.220784408
TRR2	-0.653640068	0.000842322
KIN3	-0.080129466	0.241008433
BUD9	0.56999556	0.004169786
KRE33	0.085253172	0.101098224
DNF1	-0.055930712	0.300251408
YGR122W	0.077327488	0.532813832
SET1	-0.007511726	0.857174939
ORM2	0.025016295	0.777568383
SSK1	0.197874185	0.033765696
YIH1	0.188032027	0.260167201
ERS1	-0.071466366	0.146463355
VAC8	0.217722292	0.000310197
SCM4	0.429129926	0.161358096
CTK2	0.205600276	0.053421893
CTF19	0.28158253	0.000516962
ALG12	0.292418167	0.007165797
DSS4	0.16892121	0.325768369
OCA5	0.118173179	0.109731668
GCN3	-0.040855622	0.600041714
LRO1	0.291163957	0.001413428
TFA2	0.049880644	0.491655264
UTR2	-0.032487798	0.752959826
CSE2	-0.192752407	0.371457696
ATG8	0.059105108	0.713120034
PET8	-0.92097796	4.03e-07
CPR3	-0.432615707	0.013630044
YPR153W	0.273474964	0.072701548
RPL40A	0.01730042	0.781432746
YCR061W	0.961473877	3.1e-05
CDC43	0.346080659	0.345945474
HXT7	0.586671486	0.002272982
RPL28	-0.49740147	0.192361864
MSC6	-0.563091113	1.45e-06
SHE2	-0.058690793	0.662319306
UTP20	0.103862562	0.085835917
YPR174C	0.454167094	0.009597287
DCS1	0.255885224	0.011601003
YHL008C	-0.21206037	0.134998083
FAL1	0.299230286	0.012347762
PPS1	0.331241162	0.281574365
CCZ1	0.434457851	0.003436471
RPT1	0.002835532	0.955906771
YGR001C	-0.03329944	0.819760778
LST8	0.345896292	0.181007924
PBA1	-0.165590276	0.341584596
RSA4	0.135046025	0.092589415
CAX4	0.483962536	0.001943243
HMT1	0.177260293	0.010077284
YPL191C	0.342020772	0.071184803
GET2	0.253263321	0.03685763
DOM34	-0.022270739	0.826169212
CCL1	-0.06613505	0.488050348
PMT6	0.416184386	0.018131547
