	log2fc	p-adj
SGT2	-0.123446417	0.287190604
GIM3	-0.0754322	0.617505134
YER121W	0.865608977	0.000362943
CBP4	-0.130793105	0.299581121
MNT3	0.193502551	0.108274339
YCR075W-A	0.18357663	0.009276171
SLT2	-0.274887202	0.064443659
SCT1	0.222712335	0.071241934
ERG26	0.357413151	0.040858562
YRR1	0.690412454	0.00142162
POM34	0.136484404	0.100248804
DNM1	-0.371570702	0.000639982
GAD1	-0.038412469	0.629941189
FAD1	0.352585313	0.130961312
GPX1	-0.074522727	0.700756522
HSP31	-0.934295921	6.49e-06
MXR2	-0.016138588	0.957201018
PAT1	0.086669236	0.279136809
YGR250C	-0.794917387	0.000365711
HDA3	0.051673669	0.5412931
MRP4	-0.669125485	1.69e-05
FAA1	0.596413101	0.002657366
YML6	-0.897310109	0.011617574
YMR155W	0.330021256	0.018345128
FAA2	0.530855964	0.068877039
RIA1	0.212846756	0.01002628
YPL113C	0.647267441	0.135489825
SCD5	0.025171095	0.824676964
LSM7	-0.017000488	0.860534196
SCY1	0.062189162	0.236990357
DRE2	-0.052668512	0.588072177
NBP35	-0.419466761	0.268252373
EKI1	0.047334392	0.496372984
USV1	-0.235419425	0.017899066
THI20	0.51612751	0.000580831
ELA1	0.313765056	0.020727383
YGP1	-0.375129253	0.045513401
OSH6	-0.013729785	0.568301915
TUM1	0.014304041	0.733451316
MMS21	0.332593345	0.193034647
SAS4	0.159692998	0.00713525
IPL1	-0.00189063	0.979055397
VAM7	0.13655202	0.033601838
MCK1	0.114656727	0.003911947
PTC3	-0.092101944	0.602021593
PAN5	-0.238785131	0.246668114
EDS1	-1.098393794	0.00109824
MBR1	-0.775503165	0.035101302
PUT3	0.1524824	0.692120769
SIM1	0.695228843	0.276634962
SED4	0.279256686	0.001496456
CYS4	-0.445220343	0.005986434
GPB1	0.003101057	0.98221819
SOF1	-0.074775336	0.296927759
YPR022C	0.093862923	0.530254604
ATG7	0.157019694	0.067793062
RMR1	0.22089706	0.284941896
GPM2	0.855690861	0.000410941
YLR446W	0.150093139	0.269091536
BNA7	0.081179467	0.316172737
PMT6	0.416184386	0.018131547
YGR122W	0.077327488	0.532813832
TMA16	-0.095581864	0.594985803
THR1	0.031849201	0.538489786
MET6	-0.428658927	8.1e-05
VPS3	0.273478477	0.000664977
POL12	0.174733774	0.031028049
RRP1	0.163334013	0.061119651
UBA1	0.097003897	0.011672299
CSE4	0.114998023	0.061755201
GOT1	0.131333788	0.14040025
ARO1	-0.103056296	0.111815822
MRP1	-0.343755045	0.001106609
YDR266C	-0.1332584	0.515946149
ADE1	0.32319138	0.008224707
CDC13	0.289616563	0.000890616
SPE1	1.42301729	0.013287027
SER33	0.236609334	0.002324217
SAS5	0.229660951	0.0347335
CHK1	0.213812521	0.101699968
TCB3	0.167508882	0.106352848
ERV41	0.014711923	0.888521203
UBP11	0.593607428	0.000225014
CMS1	0.250789982	0.101273024
MDJ2	-0.009367666	0.880343125
PBY1	0.052157359	0.453434908
RPS20	-0.539397778	0.330594675
JEN1	0.512290715	0.000262019
ENT4	0.131605331	0.00765166
HMG2	0.475110223	0.001296397
SCW10	0.678778241	0.014785208
MET31	0.366057764	0.017636967
EFB1	-0.120282992	0.440155959
RPT3	0.006315533	0.85755868
VPS34	0.211663726	0.001765938
BRR1	-0.021254642	0.827938251
YIR035C	0.290464013	0.150364418
SSP120	-0.011635572	0.867373311
YPR071W	0.070614883	0.23643474
SRD1	0.331235998	0.087640231
SDH1	-2.128803615	2.1e-08
ALG9	0.274526383	0.026188329
PSE1	-0.073551041	0.234230414
YEA4	0.172032198	0.745408725
SHR5	0.103781819	0.418371457
NPY1	0.012579725	0.889957024
QDR2	-0.227010479	0.000998489
YHR122W	-0.206255173	0.445687283
FMO1	0.023510771	0.735194709
RBG2	-0.030303988	0.311262134
INO80	0.07185245	0.40281456
ADI1	0.162223688	0.375522301
ISW1	0.032589943	0.471206958
RPC10	-0.019703193	0.854728913
YPR109W	0.01817728	0.779768346
SUA7	-0.037024341	0.929651315
GSC2	-0.108542113	0.040130244
REP2	0.13089213	0.422077621
MET17	6.330158287	1.65e-06
NQM1	1.888217924	0.000294265
YTP1	-0.454559075	0.024072211
YNL035C	-0.010945013	0.882437857
GRX1	0.111143252	0.127210886
YPR1	0.193556433	0.026530289
TVP38	0.114331909	0.302213997
NUP1	0.058910111	0.54442616
HFA1	-0.373819145	0.000880507
MIC14	-0.747086026	0.146033852
PTI1	0.122545181	0.189036053
PUT2	-0.693991557	3.74e-05
PUS1	0.136647485	0.101534476
PRP38	0.077989371	0.140226878
MET22	0.201152632	0.098469062
HXT2	4.582735983	0.001046153
ATG11	0.440661111	0.006769753
YKL069W	0.223118728	0.601077516
RAD27	0.091523248	0.545286839
FCP1	-0.012158487	0.797587183
FBP26	0.110310245	0.090919805
RAP1	0.154856889	0.01022869
PMR1	0.12680059	0.067763831
MDM1	0.342114012	0.015834348
MEC3	0.325206186	0.000254399
RAD2	0.072959022	0.277013217
OAF1	0.214126243	0.001002291
TMA17	0.008813112	0.873449345
YPT35	0.59473012	3.56e-05
MRN1	-0.105224563	0.113490855
TSC3	0.175190718	0.061572536
KAR1	0.367190544	0.026273304
TIM8	-0.729709148	0.077256691
GOS1	0.008748597	0.743736902
AIM7	-0.041151828	0.812730884
GET1	0.239065888	0.077715441
RPC40	0.0214967	0.535348722
LSM4	0.099902528	0.228297449
YFL034W	0.08878157	0.205168523
RAD23	0.077693585	0.595564424
MSS11	0.254275776	0.008979496
IES5	-0.027813309	0.867176189
YDL121C	-0.097853072	0.557467058
