	log2FC	FDR
YNL056W	0.224593965	0.075906304
YOR315W	-0.12746263	0.316535228
YHR060W	0.158854847	0.531476609
ETS1-1		
YEL004W	0.090985257	0.663008831
YJL060W	-0.659977672	0.000154095
YMR150C	0.087101564	0.657704094
YIL158W	0.184460402	0.200167167
YOR115C	-0.004054709	0.985726201
YBR224W	-0.692465821	0.78512545
YDR243C	-0.068185897	0.692988932
YCR018C	0.253956424	0.048698678
YKL129C	-0.226037057	0.07133811
YBR178W	-0.402448022	0.731662426
YMR152W	-0.005455921	0.980192657
YPR026W	0.010217485	0.961690723
YOR061W	-0.00686407	0.967959996
YCR090C	0.149504242	0.39094145
YIL046W	-0.095387628	0.663008831
YEL073C	-0.016569449	0.964788215
YOR085W	-0.235389823	0.160070934
YNR071C	0.229583552	0.230200668
YJL147C	0.064893074	0.74115582
YMR092C	-0.049125408	0.707896884
YJL214W	-0.442731116	0.062271294
YPL152W	0.155626137	0.275336408
YFR023W	-0.078338961	0.776769353
YGR074W	0.112489409	0.695820995
YOR325W	-0.266931045	0.790042273
YLR451W	0.014769832	0.927022124
YOL119C	0.536763563	6.71e-09
YFR031C-A	0.041604612	0.87753313
YDL004W	-0.086597812	0.740911727
YPR022C	-0.193911683	0.077289167
YBR164C	0.085551473	0.646496017
YMR189W	-0.25241103	0.163515313
YDL091C	0.127886523	0.28143246
YEL077C	-0.070223483	0.850582926
YAL028W	0.239224134	0.405874761
YKR037C	0.147372735	0.362538999
YPR073C	0.042850373	0.856033589
YOL088C	0.203972151	0.060234207
YDR138W	-0.038904093	0.853914934
YBR123C	-0.163357202	0.132237867
tA(AGC)G		
YBR161W	-0.190022029	0.234443211
YJR076C	0.074523626	0.531700426
Q0144		
YIL170W	-0.144658497	0.811936997
YGR116W	0.012983736	0.914223694
YGL018C	0.131564411	0.405874761
YPR034W	-0.116800326	0.517375339
YKR050W	-0.157011841	0.586771864
YDL118W	-0.37706307	0.602368787
YNL199C	-0.130417634	0.404173929
YDR281C	-0.449027918	0.031412059
YKL096C-B	0.821698801	0.326826763
YDR534C	0.270752534	0.44311246
YDR242W	0.040600065	0.805581077
tS(AGA)D1		
tP(UGG)N2	0.473333986	0.801639773
YBR029C	-0.220086361	0.085749084
YCR048W	0.098375723	0.742043022
YIL070C	-0.081452572	0.642470632
YMR044W	-0.014275517	0.939701427
YDL208W	0.104251163	0.674466722
YNR061C	0.058078577	0.771185525
YCL073C	1.085093529	
YHR143W	0.029269593	0.830848306
YKL151C	0.150992059	0.306253883
tT(UGU)P		
YDL139C	0.013470507	0.95842574
YBL065W	-0.155256985	0.89454425
YGL196W	0.042558152	0.787958612
YBR191W	0.069041991	0.83654961
YLL009C	0.052548325	0.902689415
YBR032W	0.25591855	0.577616211
RDN18-2		
YPL060W	0.064662859	0.698650389
YBR213W	-0.217018686	0.522702716
YBR298C	0.093642218	0.394834777
YOR309C	-0.006147288	0.990328271
YJR142W	0.098678526	0.567139239
YNL150W	0.326636839	0.216459648
YMR050C	0.820362139	
YLL052C	-1.912500201	1.1499999999999999e-23
YGR025W	-0.157525007	0.890692949
YKL220C	0.111686598	0.736121091
YHR039C	-0.01486264	0.917217454
YER167W	-0.459432359	8.87e-08
YKL109W	0.050562924	0.778599213
YPR077C	0.406044547	0.663008831
YMR243C	-0.027518759	0.843089862
YML081W	-0.358875635	7.25e-05
YER066C-A	0.131113042	0.763338036
YMR275C	-0.169427852	0.24058076
YDL222C	0.628391695	0.014931197
YOR022C	-0.083271028	0.531700426
YKL060C	0.085167457	0.860938865
YIL155C	-0.174330247	0.122568948
YLR365W	0.31296732	0.853914934
YJL032W	-0.135886378	0.876619701
YLL022C	-0.048178353	0.834123635
YGL232W	0.11206682	0.530663504
YKL040C	0.098282263	0.637049415
YJR083C	-0.167512341	0.29849025
YMR316W	-0.04267364	0.83510275
YML027W	-0.178041297	0.642724195
YOL104C	0.4778458	1.36e-06
YJR017C	-0.0057086	0.985726201
YHR028W-A	-0.508863766	0.725333254
YHR043C	-2.982244881	1.25e-116
YFR032C-A	0.034076274	0.928771883
YJR061W	0.250917327	0.000407014
YBR097W	-0.003263111	0.985726201
YOR034C	0.18672164	0.066749513
YCL043C	-0.004651832	0.976880499
YER088C-A	0.151875049	0.732914046
YPL154C	-0.014642369	0.921518571
YJL087C	-0.108342643	0.413371419
YOR231W	-0.021875335	0.944933063
YNR032C-A	0.219472595	0.343054058
YJL179W	0.126655733	0.646496017
YBR185C	-0.019607243	0.910082925
YIL134C-A	0.029017912	0.985726201
YLL039C	0.094504558	0.693885291
YGL128C	-0.075467045	0.791611198
YER086W	-0.127920986	0.407311926
YHR179W	-0.079714461	0.516599245
YNL168C	0.017812528	0.922306873
YPL181W	-0.192504359	0.053568604
YMR073C	0.065665235	0.754362583
YNL290W	-0.090237547	0.540952218
tD(GUC)G1	1.698570817	
YML031W	-0.119147427	0.353333013
YMR207C	-0.154414961	0.31046687
YKL216W	-0.077497592	0.643873423
YHR138C	0.065143424	0.82379481
YPR158C-D	0.151153482	0.818775653
YCR008W	-0.102963907	0.323096219
YOR072W-A	0.32387094	0.599415921
snR76	-0.036564104	0.942777137
YIR020C-B	-2.599443096	
YLR151C	0.05170105	0.78512545
YPL140C	-0.04425735	0.803925168
YFL002W-B		
YJR013W	0.136050399	0.290636138
YHL025W	-0.000866816	0.997158951
YCR024C	-0.149799289	0.398644516
YLR114C	-0.085724435	0.512262352
tP(UGG)Q		
YKR047W	0.048282691	0.910082925
YER063W	-0.032554454	0.856099616
YNR012W	0.008816493	0.971414417
YNL235C	0.300364136	0.713080538
YLR362W	-0.051402653	0.78512545
YGR204W	0.02699572	0.890318831
YGL004C	-0.155670148	0.311714943
YGR122C-A	-0.218993092	0.685844986
YNR067C	0.231150016	0.078373511
YML028W	0.070892911	0.789077195
YGL104C	-0.263383491	0.09944168
YOR009W	0.244065588	0.479466581
YDL151C	-0.127036272	0.907545399
YMR204C	-0.168176088	0.31046687
YDR038C	-0.229330893	0.421761891
YFL013C	-0.233570279	0.140473648
YDR131C	0.128509857	0.327404279
YDR072C	-0.29216796	0.000310505
snR7-S		
YHL005C	0.057335119	0.965518571
YDL105W	0.171915078	0.339398551
YPL188W	-0.263634261	0.031412059
YMR158W-B	-0.077725717	0.942152334
tD(GUC)K	0.099028719	
YNL298W	0.065435444	0.778800816
Q0120		
YHR115C	0.006780452	0.982511073
YGR037C	0.091507868	0.793244769
YKL077W	0.069564725	0.605161656
