	log2FC	FDR
YGL020C	0.096308147	0.559026031
YHR174W	0.066929817	0.693885291
YHR062C	-0.159556671	0.421761891
YDR320C	-0.078428348	0.757230149
YNL229C	0.014893747	0.919444021
YBR280C	-0.311367864	0.04343196
YDR086C	0.151894275	0.646720409
YGR145W	0.141385338	0.11671376
YGR073C	0.06154096	0.944933063
YKR033C	0.097843484	
YIL125W	-0.560505606	7.15e-26
YJL041W	-0.030406204	0.860938865
YDR003W-A	-0.250450399	0.478877487
YGL044C	0.024102145	0.904783734
YPL037C	0.120107448	0.684508634
YIL055C	0.967491691	1.77e-20
YER019W	-0.228091832	0.202120122
YHR026W	-0.042447443	0.813313885
YGL216W	-0.013470119	0.95842574
YGL055W	-0.075141273	0.695503773
YGL141W	-0.215024307	0.226329964
YMR256C	-0.141914413	0.728034576
YDR498C	-0.321735119	0.058980807
YNL251C	-0.190209244	0.455743941
YLL018C-A	-0.485088029	0.005985082
YLL057C	-0.004715345	0.988106983
YGR069W	0.213337203	0.724769364
YAL039C	0.209768668	0.048128262
YHL045W	-0.102269057	0.948966478
YJL029C	-0.249475293	0.062305761
YKL217W	0.079420643	0.401121418
YOL158C	-0.164391679	0.366812827
YOR018W	-0.083352841	0.731244037
YFL008W	-0.072388522	0.746360459
YJR102C	0.099703475	0.542696236
snR55	-0.247736586	0.778357766
YER018C	0.172993107	0.329998785
YEL066W	0.148053609	0.340950459
tW(CCA)M	0.099028607	
YNR032C-A	0.219472595	0.343054058
YNL338W	-0.622310381	
YML133C	-0.03026056	0.983551278
YDR221W	0.039282596	0.811936997
YEL064C	-0.163919397	0.355160732
YLR154C	0.174856691	0.354403205
YDL190C	-0.101874073	0.432649354
YLL031C	-0.180169154	0.139022223
YNL293W	-0.181608484	0.14964232
YPR189W	-0.032366249	0.833307292
YJR012C	0.155044723	0.494555525
YMR293C	-0.094501854	0.597363593
YIL044C	-0.041034512	0.850775488
tK(UUU)K	0.680274624	
YDR061W	-0.034279478	0.803318633
YOR352W	0.164033223	0.11847302
YJR152W	-0.407865705	0.002485396
YJL096W	0.067775415	0.787190635
YBR264C	0.049683871	0.829649784
YNR075C-A	-0.171822345	0.873608566
YDR461W	1.062482793	0.101086555
YMR325W	0.820362139	
YLL055W	0.188336593	0.140522438
YPR084W	-0.476889037	0.020518329
YKL034W	-0.249881952	0.062271294
YMR041C	0.118991193	0.388044898
YOR313C	-0.967133092	7.99e-15
YKL151C	0.150992059	0.306253883
YKL063C	-0.01058031	0.964603942
tR(UCU)G3	0.199297606	0.920694494
YLL013C	0.103883482	0.61976149
YKL093W	-0.133036504	0.308158602
YJL159W	-0.016327004	0.925016154
YCR068W	-0.193271729	0.542734722
YLR385C	-0.222595736	0.743109511
YDR388W	0.002033955	0.99174829
tF(GAA)P1	-0.340725997	0.883636314
YAL044C	0.056375571	0.791611198
YLR095C	-0.141303593	0.463009987
