	log2FC	FDR
YNL328C	-0.211659462	0.540106626
YOR379C	-0.899219549	0.697682086
YEL043W	-0.146034369	0.272712838
YNR022C	0.085484525	0.807223573
YIL033C	-0.069473704	0.63355869
YCR057C	-0.03022763	0.871985948
YGL177W	-0.282147931	0.695565883
tR(ACG)L	0.120249678	
YKR081C	0.111352941	0.539703303
YIL053W	-0.043418762	0.82525324
YEL063C	-0.085648486	0.707141914
YLR438W	0.358477488	0.013942239
YNL339W-B		
YNL337W		
YDR221W	0.039282596	0.811936997
YDR375C	-0.070172787	0.597363593
YLR412C-A	1.056387578	0.435684555
YDR519W	0.088902128	0.689277419
YMR064W	-0.170984062	0.091081802
YDR164C	-0.038398544	0.811936997
YKR083C	0.018249217	0.952847198
YCL026C-B	-0.192154855	0.348410486
YGL012W	0.082499053	0.432649354
YPR134W	0.168790199	0.160070934
YPL122C	0.044617177	0.803312719
YIR021W	-0.059534048	0.812873943
YKL106C-A	-0.374224677	
RDN25-1		
YOR020W-A	0.068803671	0.791611198
YDR179W-A	0.21472728	0.199662536
YPL036W	0.395285754	0.029742199
YIL108W	-0.058885218	0.782024766
YHR128W	-0.063470402	0.734786312
YDR267C	0.101489233	0.467225707
YPL283C		
YOR286W	0.11526423	0.632346881
YLR001C	-0.121681954	0.242705097
tE(UUC)G3		
YGL179C	-0.438716667	0.003491083
YHR072W	0.013753076	0.945465821
YBR295W	0.308853837	0.022213456
YLR017W	0.115868786	0.322541246
YNR041C	-0.339656839	0.03612374
YCR020C-A	0.139180067	0.639313796
YLR107W	0.066103382	0.679141877
YBR121C	0.05564853	0.631958204
YLR348C	0.306854517	0.003960841
YHR192W	0.141500066	0.247755966
YPR070W	0.049159984	0.744523489
YDL061C	0.060519219	0.867868829
YBL041W	0.076703638	0.719784891
YNR054C	0.009974164	0.966354965
YLR122C	0.415944878	0.254583622
YAL044C	0.056375571	0.791611198
YDL085C-A	0.201678224	0.573156065
YPL255W	-0.109080943	0.584163774
YLR234W	-0.194765434	0.681155995
YDL057W	-0.082409383	0.715650327
tR(UCU)G1	-2.386755442	
YPR142C	-0.060484781	0.989634308
YPL066W	-0.196980232	0.070379404
YBR170C	-0.088140737	0.61014902
YGR035W-A	0.239102464	0.323746673
YDR244W	0.016051619	0.936102109
YGL247W	0.035576587	0.884567005
YDR439W	-0.143748162	0.392189258
YFL068W		
tR(UCU)D		
tS(AGA)M	1.085093529	
YPR176C	0.021469243	0.912442519
YOR083W	0.134252653	0.789060888
YKL119C	0.201714127	0.133536155
tP(UGG)N1	-0.910495533	
YBR148W	0.152907266	0.424172999
YHL007C	-0.054035681	0.78142428
YPL102C	-0.851527828	
YOL136C	0.328126199	0.051985407
YHR007C	-0.106686585	0.336054544
YJL201W	-0.245531568	0.286674184
YOL119C	0.536763563	6.71e-09
YLR068W	0.199569838	0.530663504
YCR105W	-0.036218341	0.909560937
YIR028W	-0.166392971	0.344727108
YMR226C	0.069037647	0.733324187
YDL238C	-0.228642587	0.234504438
YBR162C	0.015828934	0.901990316
YOR157C	-0.156068005	0.202696991
YOR059C	0.054898679	0.732229354
YPR169W	0.076094847	0.517375339
YGL189C	0.125362043	0.736710346
YDL167C	-0.053187111	0.791611198
YGR008C	0.06449113	0.883052502
YOL034W	0.034773303	0.879032362
YGL063W	-0.115901712	0.73362227
YLR308W	0.141792146	0.903957013
YNR046W	-0.007102106	0.982233648
