	log2fc	p-adj
CMD1	0.482191104	0.039794873
OST2	0.116715618	0.034251195
SGF73	0.21920227	0.011363281
PEX28	0.702909693	0.000395062
INP1	0.25944717	0.027740932
LTE1	0.096795039	0.350366821
YOR352W	0.078878908	0.174242083
RAD5	-0.01193506	0.835735796
YDR266C	-0.1332584	0.515946149
IGO2	0.01034682	0.625723163
MSE1	-0.625528295	5.03e-05
MTM1	-1.071873586	4.51e-05
ADE5,7	0.5003519	8.75e-06
YPR1	0.193556433	0.026530289
YLR257W	-0.602349881	0.000476575
UBC4	-0.064753909	0.709339713
HST3	0.671233111	1.82e-06
KXD1	0.365846162	0.000980132
YDR333C	0.065071954	0.293618808
RPS16B	-0.310107952	0.003809468
IBA57	0.124445637	0.018604
MKK2	0.071166009	0.442157692
NPL3	-0.212521122	0.507360064
RVS167	-0.026717203	0.705533902
YLR422W	0.130321507	0.006055551
AIM37	-1.258292686	2.24e-05
MAK16	-0.023545426	0.749112051
ZUO1	0.097242502	0.183016114
HRP1	-0.000588908	0.995969464
TOF1	0.234963002	0.007778454
YBR141C	0.223833929	0.006067728
SFI1	0.415419474	0.003063375
AFG2	-0.0334687	0.703410809
SNC1	-0.072222698	0.771388454
SPC25	0.120300428	0.046606633
SMB1	0.090770991	0.163513314
SSN2	0.165942091	0.038984355
DYN1	0.269111914	0.00968034
YMR124W	-0.137558252	0.273759379
LEU4	-0.107450299	0.128013866
CDC3	-0.061896149	0.11915182
GIM4	0.030174635	0.830142468
ERG2	0.590506163	0.036443048
HRR25	-0.004431208	0.965329254
LAC1	1.222010965	0.001076054
RPN14	0.3414637	0.000434544
FMP25	-0.870725108	0.00480261
RPS1A	-0.297711453	0.097558803
VPS9	-0.013915801	0.587059037
YLL007C	-0.128301341	0.135762435
PUS4	-0.099772489	0.147651775
SEC31	0.005926885	0.862358194
STB4	0.033971816	0.788426846
BIO4	-0.582625003	0.000873857
CLU1	-0.56637217	0.000634513
SKN7	0.097949969	0.189402258
REE1	1.227787428	1.28e-05
CDC60	-0.243467875	0.009508099
DJP1	-0.014434857	0.822440341
ADH6	0.306403784	1.83e-05
PRR1	-0.096129991	0.632014359
RAP1	0.154856889	0.01022869
FAR1	-0.301129064	0.041170968
SGD1	0.207533939	0.049404286
PAP1	0.002063854	0.978714923
PKH1	0.141705796	0.018060783
RSC6	0.082305916	0.0699216
FRT1	0.547426363	0.00256763
MRL1	-0.056096809	0.857993651
TOM71	-0.08977278	0.124875183
YAP6	0.974167382	0.000102709
APL5	-0.123296567	0.135914341
PDS5	0.300734466	5.16e-05
NCS6	0.045073662	0.761931843
RLP7	-0.112017754	0.149978906
LAP2	0.119161692	0.040362556
MOB1	0.123014484	0.290779867
MTC3	-0.840608726	0.000172971
UGX2	-0.341913991	0.01800815
NIP100	-0.039026419	0.531681403
RMD9	-0.196464244	0.012799518
NBA1	-0.100170041	0.60712553
BST1	0.063582347	0.588486646
HCM1	-0.457650062	0.001116609
REX4	-0.000573346	0.982768405
RKM2	0.424456615	0.002532983
SPO14	0.287942046	0.000607152
SNQ2	0.520142866	0.021624113
KCS1	0.110783188	0.021235963
YOL086W-A	-0.367660492	0.086104256
NOC4	0.031834623	0.459934753
NUG1	0.019816889	0.552325126
SPG4	0.799731517	0.145569364
AMD2	-2.414025255	8.16e-06
CAF130	0.25499061	0.000489532
ARP3	-0.015247178	0.790649795
SRP40	-0.158549371	0.081228248
CPA1	0.952664574	0.009763113
YPR010C-A	-1.882662477	0.174080708
POF1	-0.101222455	0.222764638
GSH1	0.182988323	0.009983994
SER33	0.236609334	0.002324217
NAT1	-0.157858681	0.025075008
REP2	0.13089213	0.422077621
