	log2fc	p-adj
ULS1	0.200091807	0.001777143
RPO26	0.257498512	0.326297565
YER077C	-0.716222214	0.000138583
PHA2	0.049614575	0.516466714
MRPL3	-0.396440643	0.00187778
LAC1	1.222010965	0.001076054
YEL1	0.399117703	0.001572408
HOS4	0.259533892	0.03211435
LSC1	-0.503682881	0.005396886
CCM1	-0.693304797	7.41e-05
IMD3	-0.494753534	0.061296977
DCP1	0.061833262	0.245324164
POM34	0.136484404	0.100248804
ISA1	-0.319058497	0.003278753
ERG28	0.836243575	4.78e-05
POL5	0.029385567	0.515182826
TIM54	-0.216003673	0.019278565
PEP1	0.125926295	0.374927853
YOS1	0.18457931	0.136012452
AIM9	-0.313077335	0.00119202
RRP9	0.053302528	0.380703748
YLR057W	0.116731795	0.045130885
RPN7	-0.03624612	0.6361199
MTW1	0.231478845	0.207346143
YMR210W	-0.627439407	5.09e-05
ECM1	0.099573394	0.24705768
UTP20	0.103862562	0.085835917
POL2	-0.034993671	0.370009486
AIM41	-0.066823473	0.463265377
RPP0	-0.389603343	0.195500739
VID30	0.132392003	0.013675214
SPA2	0.123463972	0.169683767
MLF3	0.139461858	0.352521869
MPH1	0.261504963	0.001048456
YSC83	-0.111126842	0.132235749
SRM1	0.046235082	0.694256613
PRX1	-0.750010337	0.011709198
GTB1	0.313667086	0.000505501
VMA11	0.179732221	0.084034606
MRPL50	-0.909241174	1.76e-05
YDR306C	-0.135689912	0.115340541
RAD50	0.164351488	0.042088088
YBL095W	-1.420486382	0.006188223
PDX3	0.102597273	0.083809647
YDL183C	0.215735251	0.004165377
YPL191C	0.342020772	0.071184803
RPL39	-0.320285616	0.121636765
IST2	0.049861406	0.522575732
SIL1	-0.415976195	0.001271593
YAP1802	0.083078108	0.447538539
YMR252C	0.254606419	0.286865208
KAR9	0.152161651	0.071858791
FAL1	0.299230286	0.012347762
CCE1	-1.046235255	0.000194896
NUD1	-0.074508672	0.407953967
RCK2	-0.226946813	0.012615301
SPT15	0.133973159	0.034576018
STE14	0.264485337	0.286374661
ARE1	0.583743552	0.000682047
CDC25	0.038466514	0.656075902
CKB1	-0.142588841	0.680633525
BIK1	0.229263069	0.042457197
CTF18	0.043777018	0.55466378
CPR5	0.048269547	0.487851894
UBC12	-0.051136273	0.311886877
ERG2	0.590506163	0.036443048
SUM1	0.214586171	0.068652367
SHS1	-0.202048197	0.073409886
VPS54	0.173283049	0.095234557
DAD2	0.111070994	0.053029435
GCN5	0.101563758	0.234762493
PRP31	0.056186035	0.229358272
PPT2	-0.633911062	0.017093031
YMC2	0.420483882	0.008245839
ARF1	0.020801457	0.866659613
TRS130	0.126180453	0.001927235
FAT1	-0.017382463	0.742252034
YLR253W	-0.851007549	2.74e-06
APL3	0.123520097	0.001559894
LSM6	0.239028901	0.095457454
PRS1	-0.071111668	0.393773923
RRN10	-0.05767793	0.652368191
NAP1	-0.106286813	0.280118954
COX18	-0.623715716	0.026212894
PZF1	0.065829097	0.284090843
YML037C	0.131792586	0.174649816
NAT5	-0.575129301	0.003708869
YDC1	0.279997471	0.002143478
ADE8	0.100301091	0.319526851
TRM11	0.131215827	0.042509763
GCD6	0.031595939	0.880930926
SCL1	-0.0148045	0.892431897
SAE2	0.110185993	0.265542345
SIF2	0.16347452	0.0495569
DUT1	0.141257889	0.104436454
MSB1	-0.321831969	0.017076009
SRP14	0.112693662	0.178375834
YSA1	-0.025733932	0.61545284
YOL114C	-0.321542889	0.065377579
TRM10	0.151491352	0.045872596
YML018C	0.224989919	0.090845058
ALB1	-0.102062614	0.16998511
YSP1	0.287182946	0.012598121
PUT4	-0.224914083	0.211631128
MRPS9	-1.501325977	6.33e-05
FMP37	0.10817036	0.039494298
RPT5	0.017152068	0.87923561
POG1	0.163358025	0.208125271
SGS1	0.19378955	0.01959527
UFD4	0.274693104	0.001698646
NMA2	0.357314896	0.076957604
ENA1	0.53938543	0.00384763
NRK1	0.163840888	0.009672808
TKL2	1.403039522	0.003432607
DIS3	0.103732151	0.031141732
RPN9	0.030411699	0.590133326
VHT1	0.303102349	0.042424252
SAP1	-0.071997436	0.308380639
SWI5	-0.503911154	0.000291463
ARF3	-0.034998941	0.625032937
PEX12	0.280032439	0.094128475
TAF3	0.141294666	0.000794447
DIC1	2.145028459	5.95e-06
ARG5,6	-0.937164377	3.86e-05
RSM19	-1.21038975	0.000316595
YBL086C	0.051039406	0.780672523
VID22	0.086126519	0.08827544
ZRC1	0.172669833	0.070776871
MPP6	-0.124307269	0.287758898
CDC7	0.113476655	0.116962121
HFM1	0.103132737	0.31476879
ERG3	0.429232424	0.024115418
GLN1	0.842801454	0.030856243
GND2	0.193812849	0.038538288
HSC82	-0.016486538	0.923681059
RPL1B	-0.358155848	0.285936892
NUP49	-0.126711694	0.488502929
REX3	-0.039002744	0.769333316
DFG5	0.137050985	0.417298535
AVO1	-0.029475358	0.560466809
STE2	-5.02924718	0.000158985
YER163C	-0.208292975	0.020216281
RPN2	-0.017976614	0.520946018
YPL245W	-0.562485924	0.000117117
YOR097C	0.201961878	0.033385716
PTK2	-0.004081995	0.955644844
RPL31A	-0.415749115	0.113746595
ALO1	-0.075176504	0.45010192
RAP1	0.154856889	0.01022869
YDR379C-A	-3.64576622	1.81e-09
NUP120	0.247005945	0.004829387
CAN1	-0.02310619	0.384340195
EAF5	0.186793034	0.06179147
PEX19	0.109926733	0.054739528
PTC3	-0.092101944	0.602021593
YOX1	-0.479300839	0.000768822
PPT1	-0.19934476	0.121347976
IFA38	0.080428258	0.397345025
BOP3	-0.110182047	0.160415851
HIS5	0.952633003	0.001912761
HPA3	0.027930113	0.641974802
HMO1	0.267573969	0.117793776
YGR053C	-0.051556337	0.511864373
RNH201	-0.202128969	0.11652241
GAD1	-0.038412469	0.629941189
SFT1	-0.088627725	0.612415876
YER152C	0.13047385	0.396865808
GDA1	-0.158542254	0.249003024
MOH1	2.250978142	0.000208967
COA4	-0.115078234	0.295855243
TSC10	-0.147379134	0.455634801
RAD1	0.126790694	0.202634924
OPI1	-0.168356467	0.14937565
RRM3	-0.054768068	0.349713313
RTT10	-0.014713192	0.889276986
ABZ2	0.077415457	0.645481464
CYC7	-0.879670612	0.005837487
RPL15B	-0.019638524	0.97480329
RAD54	0.022640983	0.816015357
CDC12	-0.225924986	0.022683491
GOS1	0.008748597	0.743736902
FMP40	-0.119965771	0.026447561
OLA1	-0.230931939	0.022187676
ELP2	-0.002575853	0.944528138
SEC63	0.125481844	0.211080566
SCS3	0.221176578	0.008555158
VMA13	0.059724975	0.510122215
DIA2	0.166994186	0.107622471
YSP2	0.079796885	0.354849274
SEC62	0.143931878	0.070361785
DSN1	0.385083612	0.039272161
VHS2	0.012879493	0.851419724
LCB3	0.263106024	0.355045648
YPS7	0.022602878	0.778055393
APS3	-0.07103544	0.529744518
RPT4	-0.043200725	0.608317561
PRC1	0.322123163	0.118609368
SCO1	0.126050924	0.073711836
CWC15	0.008374892	0.881818991
YGR015C	0.072341715	0.648996269
GEP3	-0.341742442	0.001733247
NOC4	0.031834623	0.459934753
CAT2	1.759685394	2.18e-05
TAX4	0.43208395	0.010701928
PUP1	0.123099948	0.254558512
GAS3	0.10142255	0.052555942
GCR1	0.408229998	0.003823266
YLR257W	-0.602349881	0.000476575
ASH1	-0.071179325	0.407100919
WTM2	0.241687501	0.160809004
PAB1	-0.135599124	0.092772281
YKL187C	1.867294569	0.010456142
TMA19	-0.508921535	0.043671164
WHI3	0.073965262	0.594470893
AAC3	0.759284373	0.000751795
SOM1	-1.255782587	0.006972312
PAF1	0.034021709	0.701154669
CAJ1	0.137844417	0.23851087
ERV41	0.014711923	0.888521203
RNA14	-0.026277869	0.727723752
MSD1	-0.105653737	0.415739989
SEC39	0.087306168	0.013983993
CIS3	-0.193815804	0.365123773
BRO1	-0.032177043	0.537906736
PRE8	0.155258012	0.123486478
UBX6	-0.337035136	0.001349838
YML096W	0.066802394	0.060641135
SNA4	0.489732542	0.008009301
PMT2	0.018723143	0.813815445
UAF30	0.283672049	0.011435692
RRP43	0.091586995	0.022696854
RRP1	0.163334013	0.061119651
THG1	0.378824192	0.145813579
ECM31	-0.241668127	0.006169354
RET1	0.023819463	0.736406744
ASI2	0.169332022	0.060700625
SFB2	-0.086416557	0.044766599
ITR1	0.468891599	0.003574389
SEC17	-0.016699079	0.766211138
WWM1	0.246035729	0.016487843
BER1	0.256314248	0.423831579
YPR003C	0.313981531	0.000705813
YDR352W	0.293723986	0.056799853
