	log2fc	p-adj
SMD2	0.008028873	0.919445899
SNF1	-0.011692195	0.655295723
IMP2'	-0.074228388	0.671464643
LEU3	0.384741166	0.001347438
YNG2	0.124214636	0.57839018
RFC4	0.044228127	0.444130047
TOP1	0.130191658	0.044630168
GYP1	0.210188798	0.102038315
KAP122	0.042917439	0.736954823
ATX1	0.211046685	0.060336969
PFK26	0.722848521	1.44e-05
HAA1	-0.107628132	0.425077667
CHK1	0.213812521	0.101699968
SSP120	-0.011635572	0.867373311
NUP170	0.126390441	0.016785097
MLH1	0.2658345	0.000257611
CAP2	0.009281819	0.749941135
SRP54	0.037343569	0.420257365
HMT1	0.177260293	0.010077284
MDM12	0.105635392	0.301432966
YDL177C	0.285759552	0.002238655
SHR3	0.26019894	0.217740276
SAM37	0.144606891	0.065015962
HPA2	-0.120847788	0.30064999
ALY1	0.3574745	0.026363603
MAK3	0.326828707	0.012751506
KIN4	0.119987135	0.1936126
TUP1	-0.016335724	0.805463813
CHS7	-0.486053611	0.332653751
MDR1	0.187478961	0.010850359
YJL206C	0.515922181	0.000361389
VHR1	0.58310132	0.005920126
PRO3	0.034648056	0.803488751
RAD27	0.091523248	0.545286839
PDH1	2.143451065	4.69e-05
YMR1	0.21098049	0.007474258
YJL147C	-0.237779109	0.312587454
RIM11	-0.013099151	0.846740726
KEX2	-0.021627328	0.868166514
NPR1	0.142971038	0.210451312
MRP10	-0.403583451	0.481401115
POG1	0.163358025	0.208125271
GET1	0.239065888	0.077715441
RFX1	-0.00374167	0.946700873
COQ6	-0.42369912	1.34e-05
NUR1	0.346336517	0.000783379
CKA1	0.052040783	0.650215479
RPL21A	-0.304872537	0.052001655
RSM22	-1.033969586	0.000113829
IMD4	-0.94905568	0.000247108
RIB7	0.182209672	0.204447735
TVP23	0.079581877	0.067424104
TAF11	0.107219416	0.000219492
SEN34	0.311693419	0.00093298
GCD14	-0.044269302	0.646568967
SWP1	0.213811391	0.0945109
IRC15	1.128352267	1.31e-06
GDH2	0.9375115	2.35e-05
YOR296W	0.141875621	0.07624073
TFC8	0.167704414	0.083896715
FAT1	-0.017382463	0.742252034
SWA2	-0.02067942	0.7520967
CCT6	-0.23830864	0.007568378
PET117	-0.054169263	0.347697136
BMS1	-0.250422717	0.003775595
MTQ2	0.482935157	0.005528078
MMR1	-0.447235772	0.000600738
DPH5	0.077767319	0.369693709
GDH1	-2.583590035	0.00010782
PAN5	-0.238785131	0.246668114
KRE5	0.169101509	0.061665007
YKL018C-A	0.089857003	0.441099362
RPS21B	-0.151409146	0.258206406
PRP22	-0.096807274	0.183918683
YIL096C	0.166997724	0.008065987
PSP2	0.235477151	0.002358909
VPS25	0.072471034	0.806221223
YNL195C	1.193428449	0.015869487
AMS1	1.31278386	7.5e-05
ESC1	0.306431373	0.003694861
NTC20	-0.172935156	0.049927506
GRX4	-0.618114745	0.006179554
SAH1	-0.295808763	0.107407052
EXO70	0.106936646	0.098036788
PSF3	0.011028194	0.95068327
EFR3	0.061198842	0.07455585
CAB5	-0.002680694	0.961277431
MNN5	-0.005242513	0.907843121
CCS1	0.209483869	0.162223563
HIP1	-0.179285208	0.269407552
AGE1	-0.394185847	0.023046699
SPA2	0.123463972	0.169683767
UBP13	0.480308846	2.54e-05
ISD11	-0.609429476	0.003069432
SAM35	0.026336584	0.51427453
YJR142W	0.293627058	0.008903178
TYE7	-0.072874325	0.222003208
GCN2	0.128597679	0.072849479
DEG1	0.079380324	0.447243126
SDO1	-0.280581816	0.028604043
TCO89	0.095947114	0.277994298
INP52	0.152352022	0.004620799
VAC8	0.217722292	0.000310197
NAB3	0.15470791	0.04074536
YBR235W	0.120824044	0.108039534
SCP160	-0.275983728	0.064828726
SRP102	0.20041858	0.000274704
SRS2	0.448751193	0.002490694
THS1	-0.002607954	0.948926598
MKT1	0.16515723	0.027971784
YMR226C	-0.180844098	0.147427709
RPS14A	-0.258191479	0.027888357
YCR090C	0.058806547	0.725458615
KAR1	0.367190544	0.026273304
YPL109C	-0.768294083	0.000364369
UBC1	0.249959593	0.007253792
UPC2	0.805842783	0.002814201
LPD1	-0.980206872	7.63e-06
YPR091C	0.21454934	0.00059934
FUR1	-0.339584554	0.001164845
CET1	0.146724601	0.009204255
DUT1	0.141257889	0.104436454
GPA2	0.183231749	0.051574351
RAD57	0.420731981	0.036332922
GEA2	0.045743361	0.209392151
ICL1	-1.428808808	0.015951269
PEA2	0.077988217	0.009154649
ASI2	0.169332022	0.060700625
LIN1	0.429348663	0.002500617
IAH1	0.243094441	0.029988117
CHD1	0.133368129	0.127730133
TBS1	0.445636137	0.000384991
ERV1	-0.135001497	0.156284996
RPL32	-0.375084215	0.043704543
YMR244C-A	-0.155451984	0.26879802
TPC1	-1.132641989	0.0004219
ATP17	-2.473066326	1.55e-07
CHS6	0.176693278	0.341385604
GND2	0.193812849	0.038538288
ACF4	-0.041751451	0.573471833
VHT1	0.303102349	0.042424252
KAP95	-0.036774898	0.49306492
SSK22	0.073628017	0.38542812
MPH1	0.261504963	0.001048456
SSL2	0.071615997	0.26865417
RSR1	0.230163043	0.052152568
FMP33	-1.505483304	1.8e-05
PMT1	0.063514607	0.465344739
TMA10	-0.531724738	0.014924717
ASE1	0.088165724	0.51751319
CHZ1	0.227627381	0.126745442
RAT1	0.089971073	0.190202961
SEC39	0.087306168	0.013983993
MET28	0.605403685	0.015387362
