	log2FC	FDR
YOR069W	-0.087455982	0.558170087
tI(AAU)L1	0.820362139	
YEL005C	0.134174586	0.348329393
YKL176C	-0.11771539	0.362628831
YDL001W	0.033005231	0.843089862
YGR200C	-0.005972528	0.973320647
YLR240W	-0.127876795	0.277203849
YOR130C	0.030619783	0.88626399
YGL195W	-0.0212285	0.876509378
YNL062C	0.001635624	0.993689586
YJL153C	-0.292357123	0.234443211
YDR204W	-0.028086893	0.879032362
tD(GUC)O	0.813537174	0.664150092
YML099C	-0.124429166	0.531476609
tR(UCU)Q1		
YBR170C	-0.088140737	0.61014902
YDR146C	-0.178504239	0.11707611
YMR288W	-0.128929175	0.324169907
YJL141C	-0.199642088	0.046526012
YDR102C	-0.033926286	0.967485138
YKL214C	0.14607596	0.380932559
YPR144C	-0.183647938	0.473346664
tF(GAA)P2	0.099028607	
YGR028W	-0.04081477	0.813078562
YKL074C	0.042860449	0.785691312
YOR266W	-0.081808891	0.684900302
YCL024W	-0.350618347	0.192264409
YJL112W	-0.228804536	0.000848516
YPL172C	-0.290633989	0.022736348
YGR221C	-0.040258668	0.880351879
YJL029C	-0.249475293	0.062305761
YGR124W	-0.154995368	0.066119104
YDR458C	-0.038589711	0.789562142
YBR045C	-0.112122857	0.665040767
YHR076W	-0.079584803	0.565677373
YLR260W	-0.285057081	0.023391807
tM(CAU)C		
YGR270W	-0.130303578	0.202553239
YNL163C	0.00508489	0.976880499
YGR104C	0.06359772	0.771472109
YAL016W	0.045076779	0.735167994
YJR015W	-0.058310541	0.712379478
YCR003W	0.121219511	0.603621965
YDR360W	-0.006660823	0.993689586
YML096W	0.052228318	0.734786312
YLR192C	-0.036701073	0.830244202
YDR129C	-0.092782323	0.36840731
YOR250C	-0.076018176	0.653100856
YFL020C	-0.59149353	0.150043463
Q0160		
YBL057C	0.011414898	0.958746548
YBR182C-A	0.52992244	0.290499883
YAL026C	-0.242836995	0.016503649
YNL179C	0.142115929	0.764712979
YJR148W	0.49400681	2.41e-13
YMR104C	-0.131472054	0.116208928
YAL067C	-0.074128299	0.804745575
YDL175C	-0.050461128	0.824868907
YGR254W	0.027364092	0.890318831
YML057W	-0.085482492	0.605161656
YLR085C	0.004735204	0.98208174
YDR090C	-0.13175424	0.488114246
YDR098C-A		
YKR089C	-0.032551356	0.817561858
YHR011W	-0.244793115	0.092054336
tV(AAC)O	1.319290062	0.511695432
YNL246W	-0.062014346	0.707562031
YOL149W	0.087805847	0.648247442
YGL043W	0.098923998	0.525243516
YJL115W	0.032917595	0.867044748
YMR144W	0.070355594	0.757279322
YCR019W	0.031168464	0.860938865
YGR189C	-0.161043291	0.065586711
YER148W	0.069540347	0.743558828
YPR076W	-1.36447572	0.336089833
YCL027W	-0.055491572	0.848224655
YGR010W	-0.017498797	0.942777137
YPL273W	0.081882715	0.593031078
YDR086C	0.151894275	0.646720409
YDL028C	-0.07861866	0.677472842
YKR028W	-0.116031861	0.339398551
YLR414C	-0.031405279	0.845222236
YEL001C	0.122998552	0.343054058
YDR463W	-0.126174739	0.458603912
RDN5-4		
YNL156C	0.028767751	0.858110861
YJL167W	0.022206713	0.902753074
YPL240C	-0.066744963	0.773135713
YML069W	0.053550364	0.671393448
YJL038C	0.130932221	0.73611333
YKL190W	-0.02593248	0.909011351
YKL121W	-0.308845753	0.027856773
YEL071W	0.548136486	1.66e-11
YNL036W	0.0203266	0.918132631
YLR221C	0.163605791	0.248945577
YJR120W	-0.752747169	0.230784127
YER124C	0.094402678	0.428938018
YJR105W	-0.029712468	0.829649784
YOL055C	-0.063912892	0.705966044
YPR018W	0.014639521	0.945022719
Q0142		
YHL006C	-0.006400158	0.985726201
YMR146C	0.027248241	0.867868829
YNL037C	0.080131635	0.709962455
YBR133C	-0.002736477	0.99174829
YDL227C	-0.143807753	0.630640103
snR74	0.325816621	0.647027253
YER160C		
YDL094C	-0.151227389	0.798127494
YHR035W	0.250726237	0.120660592
YFL050C	0.036715104	0.840569769
YPL283W-A		
YBL036C	0.154105346	0.305905152
YKL064W	-0.074988806	0.546417996
YKR003W	0.076015617	0.549639139
YGL032C	1.086093135	0.006125996
snR71	0.361170916	0.514262747
YLR174W	-0.287779217	0.0168466
YHR179W	-0.079714461	0.516599245
YLR122C	0.415944878	0.254583622
YHR032C-A	-0.048981182	0.958335214
YGL207W	-0.037519653	0.787190635
YNL168C	0.017812528	0.922306873
YLR025W	0.105565856	0.61174088
ETS2-1		
YJL129C	-0.067733227	0.671648399
YML018C	-0.110035451	0.618477894
YLR152C	-0.123579032	0.460493248
YBR141C	-0.068691094	0.771472109
YKR044W	-0.013934899	0.949359357
YDR332W	-0.006886623	0.975741393
YER066W	0.273957105	0.101417888
YOL053W	0.060129101	0.745652401
YLR115W	-0.068688241	0.715463425
YCL011C	0.029458701	0.856099616
YGR005C	0.123198045	0.356936335
YDL098C	0.030667279	0.909560937
YKL134C	-0.443832877	9.28e-07
YBL021C	-0.025480482	0.904430272
YBR278W	0.201442869	0.312240622
YPL253C	-0.089893033	0.782413554
YGR022C	-0.270653692	0.817578131
YCR051W	0.100710397	0.491978917
YJR078W	-0.454131926	0.006149199
YKR005C	0.189101022	0.245658535
YPR007C	0.162980454	0.516599245
YDR506C	-0.247713736	0.072617587
