	log2fc	p-adj
YIL077C	-0.527192741	0.0122927
NOP7	0.018577464	0.677819986
PET123	-1.225878172	8.51e-07
DUN1	0.102908742	0.192870407
RCR2	-0.024952098	0.778584215
SEC10	0.14642721	0.123593705
YFH7	0.231943069	0.268042366
PSY3	0.324291392	0.06486862
NET1	0.081037125	0.290929638
CLP1	0.063875266	0.652928714
ERJ5	0.094799567	0.438594011
LEU3	0.384741166	0.001347438
RAV2	0.196026889	0.016705096
PNO1	-0.140908016	0.210018496
PHA2	0.049614575	0.516466714
SAC6	-0.145425868	0.021153709
SKP2	0.291653555	0.009436162
YER130C	-0.427144761	0.345271306
DIA2	0.166994186	0.107622471
PEX34	0.42571354	3.83e-05
RNT1	-0.11192164	0.063859795
UBX6	-0.337035136	0.001349838
YGR001C	-0.03329944	0.819760778
KHA1	-0.142413196	0.122952203
NMD5	-0.139281999	0.07922822
AIM41	-0.066823473	0.463265377
FOX2	0.81289854	7.31e-05
PHB1	-0.494574934	0.002717702
GIS1	0.08900933	0.274755765
RAS2	0.574464701	0.000232236
AGP2	0.195524748	0.051248932
ZRG17	0.071366858	0.290483754
GPX2	0.416493929	0.035366857
OYE2	-0.016090776	0.900786052
POP7	-0.099507221	0.319036375
CPR3	-0.432615707	0.013630044
HFM1	0.103132737	0.31476879
YCF1	0.170550216	0.026562635
FYV6	-0.076739257	0.55038916
BNA5	-0.011242397	0.89269802
LAP4	0.203974764	0.002402566
AKL1	0.085165281	0.080565817
RSC4	0.080259486	0.197794673
SRB6	0.011280335	0.969625786
PMC1	0.353949792	0.003747971
SMY1	0.129875411	0.143549859
ALG7	0.123290486	0.062416242
PRI1	0.092911662	0.039304899
YDL063C	0.273471754	0.131237245
HXK2	-0.121312316	0.382592243
NTH1	0.120369313	0.039335383
ERB1	0.006601345	0.859252709
COX9	-2.609925951	7.73e-06
SCY1	0.062189162	0.236990357
YGR237C	-0.009879532	0.891067146
YTP1	-0.454559075	0.024072211
RPT1	0.002835532	0.955906771
HER2	-1.034461548	0.000156462
YKL105C	-0.016326991	0.836856018
PEX28	0.702909693	0.000395062
MUP1	-0.044481193	0.67317117
TMA64	-0.056780944	0.247669365
RPS27B	-0.513143003	0.448402354
TFB5	-0.048239012	0.709566277
TUL1	0.123783699	0.068990899
APC4	0.018804624	0.919709203
MAP2	0.005211423	0.932392392
VMA16	-0.051079451	0.742538671
RPL40A	0.01730042	0.781432746
YRO2	-1.640643459	0.000354853
TIM23	-0.16777055	0.250859313
ATP16	-0.396361239	0.006645331
YER121W	0.865608977	0.000362943
DCN1	0.006179794	0.966263539
DBP10	0.129122894	0.094222834
LSM8	0.248493061	0.03162021
EXO70	0.106936646	0.098036788
GRR1	-0.174212992	0.011095131
NUS1	0.077934349	0.452595494
PEX8	0.092965298	0.242675555
PRP5	0.288822048	0.002788761
RGI1	-0.120461198	0.479224621
MED1	0.037856103	0.632580632
YOR352W	0.078878908	0.174242083
NUG1	0.019816889	0.552325126
PTI1	0.122545181	0.189036053
YPL168W	-0.719285265	0.000481332
HRD3	0.175022499	0.130372007
YMR252C	0.254606419	0.286865208
YJR029W	0.015186884	0.859877511
SPC1	0.384351132	0.00862116
ADE1	0.32319138	0.008224707
UBP13	0.480308846	2.54e-05
AMN1	-0.265337467	0.097486614
CMS1	0.250789982	0.101273024
YCG1	0.08700894	0.429497598
MAE1	1.572521046	0.001638704
CFD1	0.09800256	0.306339365
MCD4	0.124255756	0.187071922
ISR1	0.323292591	0.063655656
YLL032C	0.047172381	0.689784812
NPR1	0.142971038	0.210451312
LHS1	0.007427964	0.91565056
YLH47	-0.016136243	0.831545405
SUM1	0.214586171	0.068652367
HIS1	-0.067536658	0.245038328
GPB2	0.123183877	0.061625518
POB3	0.231465415	0.01297559
MRPL24	-1.161527389	0.002721614
HRR25	-0.004431208	0.965329254
BUB1	0.40275416	0.004606536
YGL114W	0.206785621	0.036309583
MDM10	0.26553837	0.039754181
EHD3	-0.255458412	0.045200477
VPS36	0.193616481	0.052309114
INO4	0.008054487	0.935103307
ALA1	-0.121199987	0.011497325
CAT2	1.759685394	2.18e-05
ERG10	0.012293997	0.911776683
RPS30A	-0.418662521	0.161864663
AIM27	0.209093165	0.032501608
AI2	-1.160418691	0.008443813
MEU1	-0.025511669	0.576968127
SCH9	0.203472877	0.00090659
RPS12	-0.34492641	0.203364528
NOT5	0.050998061	0.100880306
YPT35	0.59473012	3.56e-05
YJL055W	0.355892693	0.001757685
HOM6	0.164005439	0.063349224
LDB17	-0.002719105	0.917837752
COG8	0.161554817	0.103162176
MBP1	0.19817135	0.045652534
EGT2	1.284319952	0.011742863
YJR061W	0.423282879	0.015794617
YIP3	-0.206192535	0.054681315
MTC1	0.142192423	0.069525318
YKL151C	0.615117999	0.001029454
