	log2FC	FDR
YLR167W	0.097559618	0.856099616
YMR292W	0.017192402	0.942856068
YJR092W	0.056998531	0.835767736
YFL023W	-0.321296725	0.082268657
YBR121C	0.05564853	0.631958204
YCR079W	-0.034160259	0.84208572
YIL048W	-0.125374969	0.178721362
YDL103C	-0.209786539	0.091646189
YDR280W	0.050693185	0.737513485
snR64	-0.200518544	0.880089964
YPL105C	-0.044854863	0.771185525
YOL009C	0.140129236	0.341538926
YMR165C	0.272804464	0.056187984
YGR187C	0.007238264	0.971390965
YDR291W	-0.050201357	0.754110962
YIL049W	0.144232195	0.418881898
YER063W	-0.032554454	0.856099616
YOR207C	-0.003779752	0.98208174
YOR160W	-0.232405921	0.031433039
YOR137C	-0.239574339	0.026053457
YKL182W	-0.249191943	0.000202979
YOR192C	-0.234287345	0.409890192
YPR007C	0.162980454	0.516599245
YKL095W	-0.021990201	0.915422513
YML117W	-0.152706539	0.067612622
YNL274C	-0.116521095	0.532885616
YER028C	-0.028694473	0.933594759
YBL035C	-0.174456478	0.487558459
YLR328W	-0.211832651	0.070331813
YHR182C-A	-0.596801586	0.71842594
YDL109C	-0.307015852	0.18886965
YPL189C-A	0.067860392	0.773135713
YGR049W	0.03592255	0.87774565
YEL075C		
YDL115C	0.10161195	0.451611397
YOL083W	0.109002877	0.450527035
YGR107W	-0.066714647	0.916404379
YBL040C	0.102233049	0.497973921
YLR258W	-0.100694086	0.465545081
YDR363W	-0.122694459	0.378410609
YDR405W	0.083638142	0.734530312
YPL215W	-0.053043013	0.756370267
YMR317W	-0.146513531	0.329998785
YMR302C	-0.14544471	0.134090643
YIL105C	0.04306967	0.766841897
YMR326C		
YLR243W	0.049463543	0.791439281
YPL038W-A	0.142477651	0.856880053
YAR069C		
YER152W-A	0.125679826	0.917851463
tI(AAU)G	0.748362135	
YFR042W	0.050805816	0.818775653
YJL218W	0.160721639	0.462114318
YIL057C	0.519815608	0.000169507
YLR227W-B	0.252445858	0.602368787
YJR153W	-0.079723092	0.758086333
YNL195C	0.721044618	3.85e-05
YLR386W	-0.217687034	0.1627217
YMR263W	-0.007069281	0.977961066
YGL150C	-0.024772513	0.881085522
YFL012W	-0.182440106	0.682414535
YLR088W	-0.072343851	0.651065812
YKL162C-A	0.2300806	0.587071739
YGR086C	-0.056225719	0.795482895
YIL107C	0.10998227	0.411676728
YOL136C	0.328126199	0.051985407
YLR042C	0.027953114	0.898080599
YER141W	0.006839922	0.96425031
YGR140W	-0.267963099	0.196396265
YLL018C	0.005107287	0.975704319
YOR107W	-1.099255165	5.19e-14
YOL114C	0.26399846	0.269640066
YGL170C	0.380206816	0.16412255
RME2	-0.233334653	0.575490678
YOL128C	0.029267031	0.893403372
YNL339W-A		
YER092W	0.143765643	0.603382736
YLR067C	-0.246906384	0.026427378
YNR001C	-0.038990943	0.83786243
YPR079W	-0.055282458	0.794763091
YDL180W	-0.216376437	0.028883119
YDL177C	-0.026075967	0.927383043
tL(UAA)D	1.525274987	
YKR006C	0.10869448	0.421761891
YLR097C	0.123646214	0.411676728
YGL169W	0.019412013	0.917131309
YFR032C	-0.446861113	0.741547675
YLR005W	-0.025147009	0.879032362
tR(UCU)J1		
YGL067W	-0.04340267	0.832549832
YER054C	0.538906836	0.000169507
YPL193W	0.090794258	0.559026031
tV(AAC)J	-0.272660253	
YDR045C	0.066128404	0.787958612
YEL012W	0.060384021	0.81967225
Q0140		
YER006W	0.055342421	0.713107421
YJR096W	0.081607526	0.596272352
YDR488C	-0.158293134	0.653803799
YDR120C	0.011442311	0.958335214
YKR062W	0.057457178	0.725333254
YLR154W-E		
YHR175W	-0.182477547	0.319211707
tP(UGG)O1		
YEL008W	0.425500859	0.419706937
YIL100W	-0.690931899	0.630608391
RDN58-1		
YJL138C	0.081594002	0.782573692
YDR070C	0.375336028	0.110414366
YKR079C	0.030991052	0.867691002
YFR004W	0.07646947	0.683680972
YPR053C	0.105049628	0.82525324
YDR076W	0.291239726	0.035129178
YLR333C	0.082608306	0.782082
YKL001C	0.078119782	0.712429947
YER074W-A	0.147717169	0.605161656
YNL042W-B	0.296418281	0.816098907
YLR038C	-0.046438714	0.87774565
YER145C	-0.281874365	0.063239008
YOR264W	0.062323889	0.67296381
YGL253W	-0.027238211	0.856099616
YDR361C	0.120695808	0.411021276
tR(ACG)J	0.099028604	
YPR098C	0.163083455	0.288119558
YOR253W	0.096479448	0.655463171
YDR425W	-0.246291004	0.19632916
YJL173C	0.094069092	0.732229354
YPR045C	0.031227526	0.848461688
YLL011W	0.072278298	0.597363593
YJL168C	-0.32558336	0.007574316
YKL213C	-0.185763458	0.032400071
YNL015W	0.028545343	0.951206024
tG(GCC)D2	0.842615455	0.036756494
YEL040W	-0.10432537	0.334048471
YER011W	0.598258403	0.05576743
YMR088C	-0.200500835	0.037057121
YDR129C	-0.092782323	0.36840731
YGR189C	-0.161043291	0.065586711
YNR029C	0.050582553	0.75460091
YDL076C	0.062903683	0.701150011
YGL154C	0.259965701	0.029742199
YOR003W	0.193987634	0.150043463
YOL104C	0.4778458	1.36e-06
YGR296C-B		
YJL108C	-0.654547023	4.22e-06
YKR098C	-0.079356124	0.62148081
YAL011W	-0.09446416	0.689421518
YOR180C	0.455517411	0.006398487
YJL147C	0.064893074	0.74115582
YDR046C	-0.210968271	0.007698396
YDR435C	0.022115645	0.893766977
YOR170W	-0.225714775	0.703728594
YOL161C	0.783853369	
YOR189W	0.085399675	0.810975285
YNL073W	-0.255703493	0.056187984
YIL126W	-0.025672329	0.84480208
YDL043C	0.09281079	0.594448042
YOR132W	-0.22187082	0.040191267
YJL015C	-0.003481724	0.997158951
IRT1	0.78174432	1.8100000000000002e-21
YNL009W	0.408877618	0.000163333
YDL167C	-0.053187111	0.791611198
YPL041C	0.52785436	0.025228805
YER083C	0.123877245	0.575490678
YLR247C	-0.08576174	0.525489453
YPR082C	-0.051005027	0.820012926
YBR137W	0.080453471	0.6652137
YFL026W	0.390401636	0.010761628
YGL258W-A	-0.774852468	0.013110965
