	log2FC	FDR
snR8	-0.14941325	0.766841897
YMR158W	0.109322777	0.60402579
YKR027W	-0.193960972	0.210214881
tS(CGA)C	0.447627815	0.82893599
YHL041W	0.541189183	0.821965211
YBR012C	0.973403297	0.00174029
YDR271C	0.484207237	0.605161656
YGL217C	-0.355873933	0.830848306
YCR105W	-0.036218341	0.909560937
YIR008C	0.015699531	0.93656762
YFL019C	-0.43670919	0.238139616
YIL164C	-0.114506218	0.684867799
YDL064W	0.070548368	0.734786312
YHL015W-A	-0.017418498	0.981551234
YMR118C	0.478067981	3.39e-05
YOR074C	-0.050620102	0.848247592
YDR260C	0.016526502	0.947370837
YDL032W	-1.162005586	
YDL177C	-0.026075967	0.927383043
YLL004W	0.054288185	0.791611198
YIL048W	-0.125374969	0.178721362
YGR121W-A	0.128357225	0.869137995
YOR097C	-0.026568476	0.896825207
YLR441C	0.087325075	0.860416059
YLR038C	-0.046438714	0.87774565
YGR045C	-0.328281626	0.4679879
YIL111W	0.23336257	0.177108798
YNL066W	-0.055196857	0.704218019
YOR030W	-0.102226454	0.566327625
YBR087W	0.111023487	0.366786426
YEL077C	-0.070223483	0.850582926
tD(GUC)I2	0.099029073	
tC(GCA)G	0.099029023	
YKL037W	0.226264242	0.559026031
YPL281C		
YDL118W	-0.37706307	0.602368787
YDR119W	0.069906747	0.569731656
YOL098C	-0.16949156	0.113163363
YIL134C-A	0.029017912	0.985726201
YDR486C	0.131218991	0.495450493
YDL112W	-0.030081041	0.856099616
YLR133W	-0.439447691	0.000556588
YDR509W	-1.427862788	
YML125C	0.065137356	0.673703521
YPR073C	0.042850373	0.856033589
YGL142C	-0.030967744	0.852914057
YLR117C	0.035034692	0.856099616
YML126C	-0.107592532	0.404043609
YGL042C	-0.051303777	0.862283622
YDL245C	0.236581283	0.771472109
YLL019W-A		
YLR342W-A	0.446376746	0.178721362
YEL064C	-0.163919397	0.355160732
snR61	0.036336289	0.967959996
YHR049W	-0.055651679	0.724769364
YML001W	0.068836846	0.659008408
YLR221C	0.163605791	0.248945577
YDR325W	-0.0473963	0.782024766
YPL213W	-0.09035855	0.687516029
YMR052C-A	0.110546444	0.779979066
YNL130C-A	-0.562808782	0.55474387
YNL275W	-0.187740218	0.31046687
YBL085W	-0.475449492	1.38e-06
YHR098C	-0.058835302	0.669526188
YHL050W-A		
YKL212W	-0.046325398	0.764712979
YGR237C	-0.332999968	0.001171367
YAL043C	-0.076492044	0.754205054
YIL085C	-0.102631178	0.408236884
YML002W	0.063643853	0.658391579
YGR278W	0.087444792	0.642470632
