	log2fc	p-adj
WWM1	0.246035729	0.016487843
BNI1	0.158144019	0.000824588
PMT1	0.063514607	0.465344739
AUR1	0.142998721	0.35710123
SML1	-0.401349672	0.003634722
YMR210W	-0.627439407	5.09e-05
ALG12	0.292418167	0.007165797
UGP1	0.170296599	0.023061827
PXA1	1.57331955	0.000982008
SNT309	0.027617796	0.792601603
YAH1	-0.634827379	3.8e-05
YCR061W	0.961473877	3.1e-05
ATP17	-2.473066326	1.55e-07
YGR126W	0.277114142	0.020682128
RPL7B	0.419070815	0.001721002
ALK1	-0.244485388	0.012688493
MSH6	0.128561314	0.204608151
CCT2	-0.180069721	0.064910746
DSD1	0.067774229	0.428317937
PAH1	0.176470807	0.001362905
PMD1	0.209336734	0.069649999
RHB1	0.118569812	0.296511763
YET3	0.256046601	0.003682424
SDC1	0.214326745	0.012107121
ATG4	0.269881451	0.119069371
MAM33	0.67325723	0.000923349
UTR2	-0.032487798	0.752959826
YLR072W	0.349778335	0.000359776
COA3	-0.124897678	0.201731069
CDC3	-0.061896149	0.11915182
ARI1	0.895216134	0.010429868
ERG5	-0.061257329	0.63307779
PRP19	0.048472185	0.474288648
FAD1	0.352585313	0.130961312
CYC7	-0.879670612	0.005837487
CTF8	-0.029375605	0.686014405
OSM1	0.182083201	0.039356615
ECM30	0.272128096	0.000692975
ULP1	0.221872639	2.97e-05
ARP5	0.141957712	0.008642914
CDC12	-0.225924986	0.022683491
SMC5	0.451598144	0.000813189
RLM1	0.092262271	0.241404428
AAT2	0.070785151	0.335862396
MRP1	-0.343755045	0.001106609
PKR1	0.239289555	0.392439608
SEC62	0.143931878	0.070361785
TIM13	-0.32009302	0.047536586
TIM54	-0.216003673	0.019278565
RFC1	0.04869342	0.171022096
TCB3	0.167508882	0.106352848
ERD2	0.12884719	0.433401256
LOS1	0.048362083	0.420922577
PEX25	0.005899636	0.948279001
SMX2	-0.024281871	0.771611645
DAL81	0.25759343	0.036188814
NPC2	0.897628567	2.56e-05
GDS1	0.358433007	0.132689617
THI13	0.037739722	0.654826355
NHP6A	0.335784195	0.006625973
YDR514C	-0.282025654	0.000339046
VPS64	0.228218896	0.0232855
EFR3	0.061198842	0.07455585
CPT1	-0.174503008	0.13417572
SRO9	-0.332118847	0.024942564
HNT3	0.46159792	0.015186391
VTI1	0.140022096	0.017370885
YER077C	-0.716222214	0.000138583
OST6	-0.071144239	0.414785339
YHR177W	0.300273424	0.074722988
NBP35	-0.419466761	0.268252373
ISW1	0.032589943	0.471206958
SNT2	0.218639843	0.167329656
ARH1	-0.208942708	0.017983246
SAY1	0.033741139	0.605357708
TMA22	0.189730332	0.340216802
DSF2	0.133715693	0.173095382
TVP23	0.079581877	0.067424104
FAR8	0.134220164	0.140549523
PSD1	-0.643557247	1e-10
NMA2	0.357314896	0.076957604
MFM1	-0.358100338	0.035235346
RPL28	-0.49740147	0.192361864
BUD31	0.394005281	0.022843594
FLC2	-0.028072006	0.73500564
ADE3	0.486530525	0.001063866
RDL1	0.226491866	0.08941414
SNA3	0.108046454	0.411907669
CUP2	-0.044809654	0.933401392
GPD1	-0.401611767	0.030088375
YPS1	-0.112011193	0.132901405
ACH1	-2.742380359	3.69e-08
ALA1	-0.121199987	0.011497325
VPS27	0.250968639	0.001186822
YLR143W	0.084699712	0.602479367
ACN9	-0.075938858	0.803974552
ADH1	0.760321679	0.012358842
CSF1	0.206669477	0.029761124
RET3	-0.042592635	0.565454446
CDC7	0.113476655	0.116962121
RUP1	0.056794128	0.748573867
ERO1	0.027168013	0.690153054
YJL133C-A	1.022818212	0.00065803
RPL16B	-0.321000893	0.044552614
COS2	0.42139956	0.015645164
CBK1	-0.013495787	0.769544284
YLR460C	-1.194138362	0.008172816
SIP3	0.228157451	0.005206946
JAC1	-0.033025351	0.553924806
VTC2	-0.202117655	0.090974745
JSN1	0.158310244	0.112052893
MSP1	-0.211853341	0.005817149
VAC14	0.062087841	0.425610656
FIG4	0.188918002	0.03780562
FSH1	-0.418227049	0.005968218
BAR1	-4.598726681	7.55e-05
ATP19	-3.218204002	6.02e-05
RRP15	0.041404201	0.732205341
GAL3	0.347885217	0.020803872
HSP82	0.171764497	0.083638585
LOC1	-0.006161092	0.909075514
ATP11	-0.052533704	0.373974776
GLC8	-0.033813809	0.776117534
VPS51	0.118274675	0.261043078
BNA4	-0.724652567	0.001432641
YJL049W	0.164381919	0.069170201
DBF20	0.109757849	0.164099867
YSC83	-0.111126842	0.132235749
SGM1	0.09244209	0.278770418
KAR3	0.023040971	0.551899147
MRP2	-1.339492668	0.003033152
RPL12B	-0.447335325	0.216865987
YAT2	1.096609782	2.69e-05
PCC1	-0.211182553	0.013757679
JJJ1	0.247084544	0.005094137
ARG7	0.215299134	0.035753264
MRPS9	-1.501325977	6.33e-05
OXR1	0.373431244	0.005995779
COG7	0.034234157	0.640525498
TAF14	0.029658058	0.677240106
GCS1	-0.039036488	0.50523031
YJL171C	-0.212922181	0.046261405
YJL132W	0.339080375	0.034471622
RAP1	0.154856889	0.01022869
SRP40	-0.158549371	0.081228248
SCD6	0.068155588	0.39762544
MIG1	0.314017006	0.338838237
MXR1	0.543147454	2.37e-06
EHD3	-0.255458412	0.045200477
NTC20	-0.172935156	0.049927506
SMC1	0.046683287	0.341125837
PHO23	0.253992103	0.136499317
