	log2FC	FDR
YDR275W	0.077394812	0.672408992
YGR259C	-0.017801924	0.985299206
YPL097W	-0.057507231	0.719913947
YHR092C	-0.901918844	3.23e-09
YLL046C	-0.750371645	0.651487608
YHR173C	0.031863174	0.944276933
YFL023W	-0.321296725	0.082268657
YOR110W	-0.174506663	0.111095522
YBL024W	-0.124317993	0.399126835
YML057W	-0.085482492	0.605161656
YKL098W	-0.103654024	0.524650534
YKL003C	0.0687688	0.782413554
YGR117C	0.133655168	0.186969087
YMR043W	-0.363579016	5.42e-05
YGR224W	-0.304838134	0.141640234
YIL084C	-0.198136414	0.211444064
YOR142W-A		
YMR059W	0.201145956	0.335363688
YLR400W	-0.031791331	0.951069082
YOR054C	-0.17781519	0.229046456
YOR351C	0.077205789	0.886704034
YJR082C	0.108027292	0.597363593
YDR256C	0.237579223	0.413879944
YKL170W	0.010583253	0.985299206
YEL013W	0.097900945	0.465545821
YJL111W	-0.147013991	0.10290229
YPL222C-A		
YHR038W	-0.064873803	0.756370267
YDR523C	0.73993418	0.001646119
tP(AGG)N	-0.588832863	0.804442465
YER155C	-0.068131165	0.62371981
YHR039C	-0.01486264	0.917217454
YJL016W	-0.196625812	0.248117914
YOR172W	-0.29783601	0.001221715
YFL030W	-1.044371451	3.68e-34
YNL289W	-0.403541878	0.022361969
YPL268W	-0.075128964	0.622366015
YMR294W-A	0.08344707	0.833606142
YDL073W	0.010591708	0.958335214
YOR232W	0.07604871	0.776710896
YOR204W	-0.118568608	0.344082703
YEL021W	-0.493228032	
YER112W	0.09080558	0.754825749
YMR074C	0.111152136	0.541042146
YIL029C	-0.056653508	0.830848306
tE(UUC)P		
YJR101W	0.065132132	0.709475736
YIL082W-A	-0.201808975	0.29971871
YLR092W	-0.306348019	0.002851576
YER039C	-0.115692863	0.724769364
YPR126C	-0.17067363	0.687966103
YPR061C	0.139727546	0.286301769
tV(AAC)J	-0.272660253	
YDL241W	0.295667172	0.24189468
YKL140W	0.043587638	0.782350905
YLR150W	0.027310864	0.925670953
YCR042C	-0.071265295	0.657704094
YDR097C	-0.108664722	0.603636148
YOR090C	-0.136047575	0.200981077
YNL266W	0.126929439	0.837636656
YOL149W	0.087805847	0.648247442
YDR160W	-0.141384482	0.194805179
YDL100C	0.07850267	0.616627201
YPR084W	-0.476889037	0.020518329
YNL195C	0.721044618	3.85e-05
YDR462W	0.142752329	0.421761891
YAR023C	0.177409252	0.364556505
YNL205C	-0.292605195	0.736121091
YLR436C	-0.188843774	0.209818267
YLR437C	0.38056145	0.003445807
YOR285W	0.101739454	0.642136504
YLL034C	-0.02839491	0.911553421
YLR135W	0.04206865	0.830848306
YGR228W	0.008659331	0.989634308
YMR056C	0.235047024	0.058150855
