	log2FC	FDR
YDR461W	1.062482793	0.101086555
YOR153W	0.669591835	2.7e-18
YDR101C	-0.031429418	0.843034489
YPR156C	-0.628722303	3.93e-11
YDL081C	0.097592523	0.719784891
YML060W	-0.041435903	0.881085522
YOL107W	-0.203315761	0.292925562
YNL329C	-0.062512178	0.685844986
YDR003W-A	-0.250450399	0.478877487
YBL032W	-0.133050233	0.334077841
YAL031C	-0.272390278	0.011583632
YEL033W	-0.047744383	0.87938645
YDL146W	-0.107670277	0.425163059
YJL095W	-0.202210763	0.248282414
YMR173W-A	0.063524617	0.841508046
YDR490C	-0.126005115	0.428938018
YOL100W	-0.120025312	0.411021276
YDR119W	0.069906747	0.569731656
YOR108C-A		
YLL003W	0.029707916	0.856033589
YDL174C	0.469872648	1.8e-08
YNL045W	-0.069561906	0.633070004
YMR204C	-0.168176088	0.31046687
YDL039C	-0.83153129	5.29e-12
YCR059C	-0.05366128	0.835767736
YMR182W-A	-0.01332665	0.988106983
YDR160W	-0.141384482	0.194805179
YGL176C	-0.292390831	0.042879173
YPL169C	-0.205140674	0.081864947
YNL098C	0.026013101	0.897373858
tH(GUG)H		
YLR346C	0.767229532	1.93e-07
YGL178W	-0.647815884	4.74e-07
YOL022C	0.120859376	0.269565583
YMR300C	-0.031426152	0.890265368
YNL299W	-0.359807951	0.109426315
YDR256C	0.237579223	0.413879944
YPL037C	0.120107448	0.684508634
YAL043C	-0.076492044	0.754205054
YAL002W	-0.169899058	0.12476284
YPL065W	0.034133577	0.862220715
YER060W-A	-0.169302743	0.521920332
YBR146W	0.082568585	0.626623514
YLR124W	-0.262254913	0.735200928
YOR244W	0.038224727	0.789562142
YLR071C	-0.099521064	0.419706937
tP(AGG)N	-0.588832863	0.804442465
YPL263C	-0.167231007	0.093217815
YGR176W	0.011868985	0.989634308
YMR089C	-0.155435777	0.072203872
YMR029C	0.047223546	0.757560124
YCR087W	0.062906722	0.907545399
YMR270C	0.139758867	0.188910839
YGR035C	0.824824592	1.48e-08
YKL165C-A	0.430761275	0.718233507
YGR253C	0.040247887	0.83287216
YFL047W	-0.103314065	0.525489453
YCL061C	-0.16474455	0.425163059
YKR093W	-0.397774156	0.002374141
YDR107C	-0.313365084	0.033283194
YOR246C	-0.046087681	0.798462887
YDR207C	-0.133187812	0.485042249
YFL033C	-0.322397093	0.005537318
YLR390W	-0.107158915	0.682414535
YML034C-A	0.202070382	0.87774565
YPL116W	-0.114349269	0.553663236
YML027W	-0.178041297	0.642724195
YDR288W	0.12721838	0.369237233
YLR183C	-0.061752375	0.793480535
YMR031W-A	-0.787145773	0.597363593
YNL281W	0.049902418	0.825710227
YDR463W	-0.126174739	0.458603912
YBR055C	-0.062199554	0.631958204
YPR187W	0.107973972	0.732914046
YAR003W	0.117037602	0.421267451
YBR275C	-0.025038855	0.903957013
YJR099W	0.107811162	0.469680889
YPR189W	-0.032366249	0.833307292
YML082W	-0.219271679	0.200602393
YLR034C	0.275270991	0.024681857
YJL069C	-0.243433592	0.166399729
YHR038W	-0.064873803	0.756370267
YHL031C	0.079325605	0.761768915
YDR155C	-0.028161455	0.943182038
YEL077W-A		
YOR281C	0.087891623	0.642136504
YNL071W	-0.039127501	0.787190635
YKL127W	-0.10848035	0.533621447
YGR067C	0.246593397	0.234854752
YGL063W	-0.115901712	0.73362227
YJR118C	0.074654759	0.768619503
YMR206W	0.163761984	0.129629597
YLR199C	-0.023860811	0.903760001
YJR109C	0.003097424	0.985726201
YGR190C	-0.210296651	0.637585489
YBR150C	-0.072878602	0.676179096
YKL164C	-0.02356002	0.866440598
YGR060W	-0.068171234	0.685844986
YLR287C	0.126385653	0.312915447
YBR029C	-0.220086361	0.085749084
YGR027W-A		
YFL005W	0.0761969	0.687000374
YDR308C	0.058763428	0.820012926
YLR271W	0.020473027	0.919046841
YEL048C	0.182094251	0.587099958
YPR042C	-0.301887855	0.015232604
tC(GCA)Q		
YBL013W	-0.628411773	0.116208928
YGR250C	-0.403268546	3.82e-11
YBR156C	-0.193447741	0.551748541
YGR191W	-0.041871559	0.784648763
YLR163C	0.013997297	0.927219201
YGR128C	0.042722732	0.801639773
tD(GUC)B		
YIL044C	-0.041034512	0.850775488
YLR121C	-0.390929169	0.002507207
YBR126W-A	0.143047362	0.822417136
YPR034W	-0.116800326	0.517375339
YDR456W	-0.163043235	0.213677966
YNL182C	0.08351739	0.519704999
YFR023W	-0.078338961	0.776769353
YEL065W	0.623189336	5.32e-07
YHR140W	0.265671136	0.153083511
YGR014W	0.047701754	0.821991263
YKL135C	0.022271168	0.880043849
YLR073C	-0.413774538	0.030828221
YLR122C	0.415944878	0.254583622
YDR080W	0.115223652	0.398154438
YDR520C	-0.054368733	0.818621813
YJL002C	-0.024872911	0.884567005
YPR153W	0.048637196	0.920970677
YOR170W	-0.225714775	0.703728594
YFL038C	0.103691839	0.735732728
YIR018C-A	0.794136103	0.010132327
YNR024W	0.12583458	0.641699985
YDR360W	-0.006660823	0.993689586
YER084W	0.295810895	0.715650327
YDR464C-A		
YLL046C	-0.750371645	0.651487608
YPR134W	0.168790199	0.160070934
YNL178W	0.073832553	0.879032362
YMR230W	0.095271536	0.801639773
YJR117W	-0.082573408	0.646496017
YLR252W	0.071326174	0.801849444
YBR037C	-0.092145113	0.587372641
YER084W-A	-0.075448005	0.976880499
YGR185C	-0.121279193	0.323746673
YGL004C	-0.155670148	0.311714943
YLR004C	0.141871757	0.320842305
YKL225W	-0.622310381	
YOR019W	0.272158864	0.012664854
YAL051W	-0.16523413	0.271549938
YDR325W	-0.0473963	0.782024766
YJR150C	1.080433243	0.002215029
YHR069C	0.177247314	0.070044154
YLR126C	0.072598424	0.741547675
YPR121W	-0.149763266	0.380932559
YAR069C		
YFL045C	0.058775246	0.758726177
YBR020W	0.082040513	0.78512545
YLR245C	-0.095623476	0.773135713
YDR526C	0.031716078	0.985299206
YDR027C	0.005025753	0.975741393
YEL014C	0.008179986	0.988983199
YDR028C	-0.053497129	0.661389331
YNL193W	0.087251842	0.550931718
YOL096C	0.130005297	0.394834777
YML030W	0.113123912	0.737849874
YGR075C	0.036145992	0.866849844
YER114C	0.064198957	0.774755142
YJL005W	-0.178586766	0.184894671
YGR140W	-0.267963099	0.196396265
YOR367W	0.128632697	0.43008278
YMR272W-A		
YLR102C	0.187448096	0.160753112
YMR147W	0.241325498	0.193036208
YBL088C	-0.033457675	0.813822794
YOL072W	-0.232540706	0.143037129
YPL088W	-0.066573337	0.724608068
YBR187W	-0.081529435	0.614733099
YOL082W	0.053696095	0.746197977
YOR196C	-0.024040082	0.885560796
YIR021W-A	-0.404082955	0.798998434
tN(GUU)N2	0.097728619	
YBR005W	-0.167909301	0.202696991
YER029C	0.147804907	0.511824178
YIL077C	-0.066635668	0.702522116
YGL248W	-0.005364345	0.975741393
tR(ACG)E		
YDR477W	-0.075601391	0.679141877
YMR141C	0.21840381	0.524486058
YGR202C	-0.172636922	0.103798465
YHL041W	0.541189183	0.821965211
YOR162C	-0.095970331	0.687201786
YFL042C	-0.020921932	0.897373858
YGR245C	0.075235189	0.509530238
YBR058C	-0.053733469	0.731244037
YHR186C	-0.123829317	0.430961687
YMR197C	0.096243251	0.556143932
YJL127C	-0.14477412	0.517375339
YGR057C	-0.000547328	0.997778227
YLL045C	0.089099718	0.756370267
YMR275C	-0.169427852	0.24058076
YDR351W	-0.062336579	0.662415792
YHR083W	-0.217989095	0.072556079
YOR272W	0.067616969	0.639313796
YOR034C-A	0.095775906	0.839748823
YHL047C	0.448533762	8.36e-06
YER129W	-0.057900685	0.709475736
YKL210W	0.016007196	0.884326461
YAL064W-B	0.128987245	0.880043849
YER149C	-0.454356962	0.003298672
YMR052C-A	0.110546444	0.779979066
YDL193W	-0.184774147	0.226576359
YBR258C	0.171468805	0.505899126
YOR357C	0.17390535	0.336054544
YKL130C	0.234573941	0.036224059
YMR083W	-0.020569015	0.886925771
YEL059C-A	-0.003895785	0.991678982
YHR114W	-0.097141959	0.536713576
YER068C-A	0.311013357	
YDL041W	-0.050201609	0.985726201
YHR002W	-0.092886321	0.525134547
YHR084W	-0.258140086	0.152901225
YOR191W	-0.014716687	0.932578634
YLR227W-B	0.252445858	0.602368787
YGL216W	-0.013470119	0.95842574
YLR164W	0.376232179	0.024269559
YFL010C	-0.039147396	0.856099616
YBL006W-A		
YDR396W	0.142818762	0.610330926
YIL064W	0.012087349	0.957378132
YIR023C-A	0.100532088	0.885716537
YDR441C	0.015006655	0.958892749
YGR132C	0.066315316	0.744054762
YIL061C	-0.411624654	0.006818545
YMR182C	0.043741456	0.886003675
YIL033C	-0.069473704	0.63355869
YLR283W	0.080008301	0.668002635
YJL053W	0.099257795	0.472257841
YOR084W	0.125992801	0.685844986
YNL019C	-0.307319218	0.719343713
YBR276C	-0.001726508	0.991839999
YNL283C	0.1177761	0.537653206
YDL087C	-0.196645138	0.408245187
YJL178C	0.115309991	0.457575909
YOR075W	0.12984436	0.352220684
YOR077W	-0.133463891	0.62288904
YMR257C	-0.246205046	0.012433077
YNR003W-A		
YBR110W	-0.066914145	0.646496017
YOR379C	-0.899219549	0.697682086
tX(XXX)L	-0.157119178	0.945465821
YKL115C	0.202899551	0.684867799
tI(AAU)D	0.783964449	
YPL223C	1.082737993	6.53e-09
YNR075W	-0.03622736	0.918132631
YMR036C	-0.133590707	0.502571694
YNR033W	-0.136707408	0.216459648
YBL046W	-0.019585645	0.910111479
YEL017C-A	-0.018809832	0.958335214
tK(CUU)D2		
YLR424W	-0.071185523	0.73611333
YPL018W	-0.098839533	0.734101518
YGR175C	0.108719472	0.202553239
YPR054W	0.105524168	0.788072527
YPL087W	-0.059384327	0.734638252
YMR076C	-0.097764417	0.74832249
YGL010W	-0.079300283	0.718063471
YGR274C	0.016459651	0.917131309
YGL007W	-0.817258616	0.003026069
YBR293W	0.129972041	0.344082703
YER091C	-0.45785927	3.84e-06
YBR017C	-0.148277603	0.217093067
YBR270C	-0.063104973	0.78512545
YBL054W	-0.25143571	0.176480851
YPR108W-A	1.042828458	0.313133766
YAL049C	-0.054847064	0.759617417
YDR380W	-0.370233353	0.002977928
snR77	0.184263444	0.86703857
YDL185C-A	-0.117104287	0.899855388
YMR227C	-0.127174487	0.390784526
YJR157W	-1.048842852	0.535139429
YMR301C	-0.097410957	0.595707503
YNL121C	-0.076316445	0.559026031
YLR207W	-0.139943906	0.246269922
YKL010C	-0.094560907	0.415040538
YNL012W	0.502168545	7.18e-08
YNL180C	0.04365859	0.81967225
YJL109C	-0.044992898	0.82525324
YOL138C	-0.051557937	0.803925168
YDR514C	-0.387428865	0.000868963
YGR238C	-0.292209782	0.051985407
YBL107W-A	-0.607443023	
YNL030W	0.104531965	0.7953751
YOL084W	-1.232176123	7.19e-15
YML116W	0.191624705	0.178281386
YPR162C	-0.120826999	0.495450493
YHR213W-A		
YML069W	0.053550364	0.671393448
YDR408C	0.203460256	0.092040987
YBR056W-A	0.033097407	0.942152334
YPR084W	-0.476889037	0.020518329
YBR134W	-0.044871909	0.97694552
YPL161C	0.031182417	0.847615732
YJL153C	-0.292357123	0.234443211
YIL105C	0.04306967	0.766841897
YDR281C	-0.449027918	0.031412059
YLR091W	0.001940192	0.994051985
YLR273C	-0.04938145	0.793070867
YGL258W	0.589605885	0.027856773
YGL064C	-0.24598978	0.04397546
YIL021W	0.073383041	0.684508634
YOR182C	0.082569793	0.867691002
YJR151W-A	0.164776905	0.909560937
YBL098W	-0.160473886	0.173590659
YOL014W	0.773388909	3.42e-05
YDL072C	0.041246987	0.818775653
YOL094C	0.003858508	0.988106983
YDL020C	-0.155967632	0.25403051
YPR101W	0.128727416	0.525489453
YAL058W	-0.118010373	0.589636915
YMR100W	-0.097758101	0.413879944
YOR385W	-0.068036336	0.717947791
YGL043W	0.098923998	0.525243516
YGR169C-A	0.139154851	0.671409573
YCL057W	-0.175305626	0.099166775
YGL107C	-0.026087271	0.859746852
YOR297C	-0.01722488	0.941167788
YNL254C	-0.075056059	0.735167994
snR62	0.091465486	0.856099616
YPR144C	-0.183647938	0.473346664
YIR017W-A	0.191787862	0.915422513
YPR071W	-0.073729039	0.76950454
YCR034W	-0.094613365	0.603621965
YDR357C	0.139814859	0.543215245
YLR220W	-0.032246503	0.843089862
YBR273C	-0.090120299	0.513301169
YPL119C	0.08400259	0.771479117
YMR302C	-0.14544471	0.134090643
YOR169C	-0.092506557	0.876056797
YDR004W	0.043396452	0.789218697
YLR154C-G		
YDR423C	0.077686004	0.642470632
tG(GCC)F2	-1.326778889	
YHR191C	0.180677131	0.380932559
YJL213W	0.796268602	1.98e-11
YBR196C-B	0.570430207	0.097360161
YPL054W	-0.073414461	0.709475736
YEL076C		
YJR119C	0.037730211	0.883636314
YIL151C	-0.129008515	0.37881286
YIL028W	0.032176079	0.93921705
YML013W	-0.111444551	0.618385867
YPR087W	0.313000295	0.469680889
YOR353C	0.017155776	0.906498805
YMR179W	-0.124339258	0.620008753
YPL124W	-0.070470395	0.787958612
YOR393W		
YIL075C	-0.042172638	0.725333254
YDR024W	-0.056451416	0.937420756
YNR052C	0.003953234	0.982511073
YJR135C	0.193661854	0.230784127
YOR207C	-0.003779752	0.98208174
YBR255W	-0.116585401	0.383901914
YBR136W	-0.04875329	0.772735584
YOL008W	-0.026456496	0.904430661
YDR238C	-0.131589387	0.202696991
YHR019C	-0.098496778	0.28143246
YPR140W	-0.05009941	0.767734104
YJL206C	-0.017453634	0.94321549
tY(GUA)F2	0.83977524	
YBL008W	-0.264504518	0.112731071
YDR143C	0.097307082	0.734786312
YGL135W	0.064303098	0.86611298
YEL059W	-0.461428215	0.220263116
YER189W	-0.622310381	
YDR127W	0.006736017	0.971425742
YJR139C	0.102382871	0.335715156
YIL156W-B	0.175754082	0.542696236
YLL008W	-0.020361696	0.896682954
YLR159W		
YNL248C	0.003884206	0.982887024
YGL193C		
YFR009W	0.032895261	0.791611198
YBL107C	0.113208341	0.597729272
YGR227W	-0.12584481	0.57133603
YKL157W	-0.148312191	0.063126337
YOR080W	-0.033554225	0.838198637
YPR120C	-0.038652722	0.891156258
YPR148C	-0.030712614	0.851730033
YOR061W	-0.00686407	0.967959996
YDL246C	0.168190193	0.91421918
YML092C	0.048530866	0.769578134
YDR296W	0.040444589	0.850669356
YLL015W	-0.057796418	0.643873423
YPR111W	0.028001504	0.893220204
YPL177C	-0.359949059	0.001171367
YMR262W	-0.173516619	0.323510543
tS(AGA)H	-0.607508034	
Q0050		
YGR044C	0.070984135	0.709086862
YOR239W	-0.148916057	0.298861908
YAR066W	-0.112276626	0.951206024
tS(AGA)E		
YLL010C	-0.082901508	0.653803799
YDR381W	0.08701023	0.755321166
YDR050C	0.071844476	0.798998434
YCL001W-B	0.16099473	0.662415792
tV(AAC)M1	0.683494914	0.785739855
YMR195W	0.283401343	0.122090402
tL(CAA)A	-0.230629111	
YKL138C	-0.003636404	0.989634308
YJL019W	-0.212215184	0.335288177
YDL047W	-0.070438314	0.692970996
YLR275W	0.152711307	0.529123781
YGR170W	-0.087008163	0.56163102
YKL018W	-0.106002904	0.587071739
YPL138C	0.115417188	0.444087138
YLR264C-A	-0.085694606	0.791439281
YIL062C	0.052765066	0.834624126
YLR008C	0.028417484	0.890522916
YMR034C	-0.296523853	0.053768424
YMR069W	0.203240284	0.787958612
YGR095C	0.168277699	0.158926371
YDR073W	0.062089477	0.737623081
YMR255W	0.013554291	0.959233164
YML081W	-0.358875635	7.25e-05
YCR101C	-0.138958823	0.766841897
YMR109W	-0.107710114	0.514262747
YDL011C	-0.019191819	0.992981079
YKR035W-A		
YKL051W	-0.373867233	8.44e-06
YBR009C	0.090618887	0.818057282
YPR018W	0.014639521	0.945022719
YDR126W	0.232663494	0.085674725
YKL018C-A	0.019745037	0.945465821
YLL066W-B	0.846500088	
