	log2fc	p-adj
YNL092W	0.474267642	1.78e-05
ITC1	0.180520288	0.036413476
AIM11	-0.707080769	2.29e-06
PIF1	-0.312343516	0.006798712
TIM54	-0.216003673	0.019278565
YBL005W-A	0.765934609	0.000351466
RIB5	0.184821922	0.018841173
VID24	0.572919875	0.020765629
CDC48	-0.001089536	0.984714721
YPT35	0.59473012	3.56e-05
GCD1	-0.033887518	0.531012842
MTW1	0.231478845	0.207346143
ALE1	0.09734825	0.338339533
ECM18	-0.160033453	0.135435753
RPL36B	-0.384405998	0.026301999
GCS1	-0.039036488	0.50523031
PHO3	-0.960697563	3.22e-05
HIR1	0.117353649	0.200449124
TIF34	-0.127620728	0.078255086
OXA1	-0.252384525	0.006011509
NUM1	-0.432559608	0.000846745
PLB2	0.987195748	0.000103115
ADO1	-0.047319401	0.469966323
SED1	-0.251798287	0.373086231
YHM2	-1.950505477	0.000322588
FOL1	0.144731335	0.012570968
TIP41	0.118784023	0.271613292
ALG5	0.09483274	0.097161163
KTR5	0.179899662	0.411756175
PPX1	-0.086769599	0.215783539
TEX1	0.204784418	0.408586745
VTC4	-0.049894069	0.38691752
CKA2	0.007158501	0.883186729
PLP2	-0.054668738	0.55256188
GPI13	0.196135629	0.006253044
QCR10	-3.172208253	1.13e-05
IDH1	-0.075906103	0.516701546
SDC1	0.214326745	0.012107121
NAT3	-0.014814173	0.966871057
APL4	0.037298064	0.443683204
ART10	0.327957075	0.005046212
FRA1	0.222742675	0.000839803
HNT3	0.46159792	0.015186391
GPB2	0.123183877	0.061625518
POL31	0.179630588	1.14e-05
CAM1	0.01247628	0.905384241
SFC1	-1.324583283	0.005784057
PPG1	-0.155253107	0.351754644
CTR9	0.088252975	0.064362471
PEX2	0.350586023	0.001126107
HOM6	0.164005439	0.063349224
XRN1	0.075293941	0.316752218
ASI3	0.346841152	0.078868322
OSH7	0.013378642	0.847461324
PRE1	0.071926906	0.382412687
TRS33	0.167249112	0.0307621
DAD3	-0.384585988	0.417185127
SAS4	0.159692998	0.00713525
MET5	0.33743991	0.001687265
TIM9	-0.23618029	0.25077658
YME2	0.038101828	0.472033962
CPT1	-0.174503008	0.13417572
KRE28	0.155256907	0.034706221
PKR1	0.239289555	0.392439608
RFA2	0.16278575	0.002245052
BDF1	0.214723498	0.03585045
IRC15	1.128352267	1.31e-06
YLR143W	0.084699712	0.602479367
CYS4	-0.445220343	0.005986434
HSC82	-0.016486538	0.923681059
IRC6	-0.205356656	0.060037011
URA2	0.277239152	0.000297641
SNC1	-0.072222698	0.771388454
YDL057W	0.142769891	0.001600223
ANB1	2.749713415	0.007215587
UTP20	0.103862562	0.085835917
SNX3	0.195615708	0.05128381
ASC1	-0.236346212	0.009605246
ECM25	-0.175224854	0.224834614
BEM2	0.006859905	0.880540633
GOR1	-0.180519692	0.081987307
HEK2	-0.099029608	0.271457768
GVP36	0.151548624	0.123375229
AFG2	-0.0334687	0.703410809
MSA1	0.186918941	0.058820654
REH1	-0.161600706	0.134094764
NOP8	-0.290220096	0.004511291
ECM19	-0.834384312	0.00016754
PTH2	0.035286603	0.251303542
MDY2	0.112264024	0.306967817
NGG1	0.322882089	7.26e-05
GNP1	0.12328523	0.014337643
LHP1	-0.063303493	0.57966352
ESC2	0.258114845	0.134397732
EXG1	-0.263981843	0.219592781
RSC4	0.080259486	0.197794673
ARX1	0.069376426	0.208680951
APN2	-0.135446166	0.084341085
BUB3	0.089722302	0.28888994
MAL12	0.997431024	4.29e-05
SNF3	-0.043200683	0.556432564
YJR084W	0.128865957	0.079614794
DOC1	0.251234627	0.013329568
SCM4	0.429129926	0.161358096
OPT1	0.907468914	0.000423571
YLR001C	0.219710253	0.066928825
TUM1	0.014304041	0.733451316
RPL26A	-0.739178819	0.357778782
CYR1	-0.105464774	0.025055651
THI7	0.141459514	0.067840566
YML082W	0.129338777	0.000837662
SRB5	0.106201089	0.138434716
MFT1	0.275668191	0.0316764
YML020W	0.351730793	0.005356948
SNF2	0.064962565	0.317658805
ERG11	0.213212094	0.11870661
LDB16	0.198777221	0.100080788
ABF1	0.31471772	0.025629909
TFA1	0.120438813	0.302903238
QRI7	-0.684821643	9.31e-05
TPK3	0.226641492	0.024624477
NBL1	-0.373425215	0.243782936
SUV3	-0.692513075	0.00050432
CIC1	-0.028628398	0.755602467
RDL2	-0.216036132	0.02026178
NTG1	-0.146830723	0.037195846
EXO5	-1.336014412	0.00010978
RPP1B	-0.095306822	0.669477354
YET1	0.236045152	0.14049826
RPS17B	-0.406107885	0.136593488
GEP5	-0.838143534	0.000786271
RPB9	-0.049512525	0.76648869
YRO2	-1.640643459	0.000354853
HOS3	0.028931044	0.566388343
AIM31	-0.527996578	0.00122864
CBS1	-0.01169423	0.692705606
TSC10	-0.147379134	0.455634801
TIM17	-0.665913361	0.002755074
APC11	0.148688192	0.133913634
FRT1	0.547426363	0.00256763
YHR131C	0.161071249	0.037308482
CEF1	0.121726926	0.278522862
RPL21A	-0.304872537	0.052001655
INP54	0.05736606	0.877253583
YKL133C	-0.795350102	0.000697357
YGL185C	0.210494482	0.295343236
RRD1	-0.160064548	0.239788859
SNU114	0.193965062	0.002103469
DSD1	0.067774229	0.428317937
SSU72	0.081494566	0.40016637
PEX31	-0.103747645	0.414184319
YNG1	0.089088709	0.500702994
NSL1	0.251546323	0.019083912
ENT1	-0.069811694	0.194635788
BOP3	-0.110182047	0.160415851
YAE1	-0.247195255	0.024600557
PHO4	-0.384084496	0.013101598
TIF11	-0.028911662	0.863119217
IRA2	0.15195299	0.009097642
ARE1	0.583743552	0.000682047
EFT2	-0.470603478	0.087174092
CTP1	-0.644042926	0.006062425
ULP2	0.120825519	0.097628255
ALD5	-0.118574585	0.012064453
FMP32	0.101243478	0.267604096
KIN3	-0.080129466	0.241008433
AAR2	0.062584148	0.514676903
STE13	0.191666124	0.081628167
FET5	0.240974257	0.019618235
ESA1	0.204439827	0.056860592
ESS1	0.220889852	0.048239345
SOL1	0.171549448	0.063967122
NKP1	0.413162074	0.000176742
BYE1	-0.013308167	0.797216901
MNS1	0.249717037	0.016661492
NSP1	-0.119883648	0.220083058
YPL245W	-0.562485924	0.000117117
ADH1	0.760321679	0.012358842
OPI1	-0.168356467	0.14937565
YND1	-0.031967137	0.565851932
ERV2	-0.076571368	0.757197363
FAR10	0.245597678	0.004795382
UBP5	0.150957247	0.025882264
IML2	0.258608333	0.010626199
RCR1	-0.257303381	0.048325095
MRP8	0.084848087	0.263991508
YME1	-0.326711298	0.002076712
GSC2	-0.108542113	0.040130244
ORM2	0.025016295	0.777568383
SEC62	0.143931878	0.070361785
CTF19	0.28158253	0.000516962
YOR097C	0.201961878	0.033385716
IRR1	0.393644585	1.02e-05
XKS1	-0.341786027	0.004671339
TRP1	0.076687221	0.691520266
YBL059W	-0.934034953	0.000182209
OM14	-0.506031381	0.323557114
ENP1	0.039797033	0.272465308
PDR10	0.672934054	0.000636827
JAC1	-0.033025351	0.553924806
BCS1	-0.701529014	0.000340707
APC2	0.174603536	0.031369866
HOT13	1.754769515	0.02061577
DCS1	0.255885224	0.011601003
MRP51	-1.393998485	5.73e-07
RHO2	0.131330435	0.429871764
MAL33	0.678391683	0.051181311
BCD1	0.18837672	0.012827054
GGA2	-0.282384083	0.00545843
ALG9	0.274526383	0.026188329
YSA1	-0.025733932	0.61545284
RRP15	0.041404201	0.732205341
TOS1	0.603533143	0.083043845
MCX1	-0.140827876	0.113913999
PEP7	-0.003286343	0.93675112
PIH1	-0.186192274	0.218534119
SPT6	-0.05074725	0.364956378
SEC23	-0.052615918	0.546775104
YJR124C	-0.048737581	0.701843389
YOL087C	0.28624311	0.007986997
RPB4	0.035706582	0.723955899
NBP35	-0.419466761	0.268252373
USV1	-0.235419425	0.017899066
VOA1	-0.185734131	0.41100208
GCN1	-0.190461174	0.01680658
RPS29B	-0.625655286	0.314467722
PDC2	0.257008201	0.001199416
ILS1	0.036065412	0.518924689
SAH1	-0.295808763	0.107407052
LCB2	0.10593185	0.481909956
UBC1	0.249959593	0.007253792
YAR010C	0.041423391	0.781615621
TAM41	-1.042905977	1.06e-06
ROM2	0.075640014	0.235885139
GPI16	0.167356395	0.175209901
ARE2	0.811962746	0.000548161
CLD1	-1.598521433	6.23e-06
