	log2fc	p-adj
ZPS1	-0.187246736	0.527838975
RAX1	0.296421408	0.016869534
SIR3	0.324940138	0.000380915
HHT1	0.044486953	0.809743266
GIM5	-0.093014947	0.248893058
PHO85	0.140260792	0.013501478
RRM3	-0.054768068	0.349713313
YTH1	-0.110637327	0.820048793
SKY1	-0.173239417	0.048069874
GEF1	0.292398498	0.00448977
RPN12	-0.013476033	0.669063576
PRD1	-0.423665701	0.000984625
PHB2	-0.405460583	0.000124936
PSR2	-0.080532458	0.357520701
HUB1	0.354841405	0.031858502
TYW1	-0.48165562	0.000383112
EAF3	0.016041035	0.835513928
AFT1	0.360019289	0.000307668
KTI11	-0.026946278	0.844835811
YDL121C	-0.097853072	0.557467058
CDC48	-0.001089536	0.984714721
YML108W	-0.240490523	0.057765516
AME1	0.37787903	0.017940531
GID8	0.020321141	0.731231492
GCN3	-0.040855622	0.600041714
LAA1	-0.15997564	0.050187824
RRP3	-0.250859997	0.012196582
PKH2	0.252890907	0.002738008
UPF3	0.031117032	0.749408805
YKL105C	-0.016326991	0.836856018
YEH1	1.15656266	0.00096268
DAM1	0.021773853	0.803149218
LEU1	-1.647075997	1.86e-06
PFK26	0.722848521	1.44e-05
GYP7	0.252904784	0.000735014
AIM19	-1.333571538	0.004566086
YIL156W-B	-0.088946468	0.856983614
KAP95	-0.036774898	0.49306492
HXT2	4.582735983	0.001046153
CAD1	0.415228336	0.029624042
YPL236C	0.37758301	0.00045547
BMH2	0.047056387	0.227049219
YBL005W-A	0.765934609	0.000351466
TPI1	0.238320203	0.408392415
RPS23A	-0.651255212	0.184092871
FMP25	-0.870725108	0.00480261
GEP5	-0.838143534	0.000786271
YOR283W	0.039945501	0.578990115
YMR295C	-0.389640172	0.001329825
SEC31	0.005926885	0.862358194
RPE1	-0.03964929	0.858518133
RVB1	0.004156999	0.864043943
SNT309	0.027617796	0.792601603
GCN2	0.128597679	0.072849479
CDC12	-0.225924986	0.022683491
RSN1	0.043500653	0.474901118
ACC1	0.459938785	0.000153684
COX8	-3.003402163	1.43e-05
YHM2	-1.950505477	0.000322588
NHP2	-0.276727624	0.128207369
TGL4	0.257222778	0.018504739
CHS1	-0.222364631	0.000430934
GAA1	0.279235046	0.001095701
SXM1	0.003079979	0.978116816
YBR271W	0.136664633	0.076990838
RTT106	0.111428555	0.171142009
NPR1	0.142971038	0.210451312
PET100	-1.044234756	2.49e-05
FAS2	-0.562292445	0.005513191
PGA3	0.348125336	0.002134213
CAR2	0.792769139	0.000137623
CAB4	0.084969699	0.504851737
SLX4	0.063882847	0.27196954
HSP10	0.154723828	0.133133821
SSN3	-0.048215599	0.642193645
SAH1	-0.295808763	0.107407052
YML082W	0.129338777	0.000837662
DSE1	0.029357327	0.828323427
NEM1	0.512914366	0.000315822
CYT1	-1.881464531	8.28e-05
SNX41	0.144355198	0.182025876
CDC27	0.089002828	0.360538617
APN1	0.06165245	0.149101837
UTP25	0.096323167	0.228623416
ALG11	0.027821422	0.728870736
RPL6B	-0.438842937	0.054484342
MNN5	-0.005242513	0.907843121
PPH21	-0.097718792	0.760345453
URA6	0.273704035	0.016565276
TRS120	0.084446689	0.023648945
RCY1	0.235790124	0.027725479
HSK3	-0.234613204	0.425736561
ERV46	0.220155634	0.006897035
COA3	-0.124897678	0.201731069
TPO4	-2.60686707	1.31e-05
EUG1	0.457998146	0.119227291
PAP1	0.002063854	0.978714923
MRS2	0.175256102	0.507527735
CDC14	-0.115413426	0.007438096
MCM22	0.263428217	0.093124887
CIN1	0.328444511	0.001181241
SGV1	0.060305578	0.127431228
YPR117W	-0.74022541	1.6e-05
APC1	0.164129562	0.006536047
PCI8	0.157948722	0.022436049
RPL33B	-0.211450853	0.02381686
SML1	-0.401349672	0.003634722
YBR141C	0.223833929	0.006067728
YIR014W	0.210132757	0.050534457
TRE2	0.179096638	0.036036056
AIM11	-0.707080769	2.29e-06
YKT6	0.00874698	0.80738295
YLR118C	-0.059241712	0.432388046
MDM36	-0.664700747	0.000115674
DSF1	1.929712247	0.008430025
YDR352W	0.293723986	0.056799853
DFG10	0.460901517	0.068304971
ATP3	-1.56501985	2.47e-05
SPT15	0.133973159	0.034576018
MRL1	-0.056096809	0.857993651
INN1	0.193512882	0.048412771
USE1	0.281494695	0.058328806
NOP4	-0.210505442	0.012911654
RSA4	0.135046025	0.092589415
YDR387C	0.261000704	0.008912973
YPR091C	0.21454934	0.00059934
FYV6	-0.076739257	0.55038916
HSP42	0.170261494	0.003904812
BUB2	0.200784497	0.147511962
NGL1	-0.525096145	0.016846312
