	log2FC	FDR
YDR250C	0.094014835	0.941167788
YOL129W	0.067742258	0.706264738
YJR064W	-0.110699659	0.300043723
YGR076C	0.129037215	0.597363593
YJR091C	-0.129464445	0.366463828
YOL065C	0.032648443	0.854065031
YJL214W	-0.442731116	0.062271294
YBL033C	-0.099093479	0.441383727
YGL203C	-0.125845308	0.301506035
YNL252C	0.01662118	0.927022124
YGL121C	0.107493214	0.627328659
YML098W	0.109205918	0.597198078
YKL136W	0.04697378	0.9144835
YHL006W-A	0.231058226	0.559026031
YHR213W-A		
YLR466W		
YIL046W-A	0.912613933	0.048128262
YHR032C-A	-0.048981182	0.958335214
YMR166C	-0.073056231	0.709475736
YKL203C	0.004102809	0.982948382
YER090C-A		
YOR343C	-0.743513409	0.036911218
YOR332W	0.024823256	0.924630448
YKR068C	0.05977262	0.734530312
YDL205C	-0.043441119	0.785739855
YOL110W	-0.162832718	0.409750044
YBR173C	0.030862663	0.917131309
YBL023C	-0.170046078	0.362538999
YMR125W	0.012019605	0.92104202
YBR034C	0.089611678	0.558170087
YMR221C	0.046979634	0.787958612
YLL065W		
YGL027C	-0.076434129	0.559626059
YJR063W	0.101042973	0.657704094
tL(CAA)D	-0.622310381	
YPL204W	-0.078310993	0.525134547
YFL011W	2.180999264	1.6300000000000001e-21
tM(CAU)Q2		
tW(CCA)M	0.099028607	
YLR303W	8.664318759	4.65e-60
YML086C	-0.172742233	0.080247805
YKR092C	0.048045077	0.79352116
YKR026C	-0.000823828	0.997158951
tN(GUU)L	-0.485174164	
YER156C	-0.044459624	0.787588121
YFL024C	-0.261518393	0.013991149
YAL039C	0.209768668	0.048128262
YEL055C	0.022551688	0.871362617
YIL005W	-0.19235668	0.092879566
YKL221W	0.508877058	0.051432
YJL174W	0.034388285	0.833440478
YNR051C	-0.078428602	0.566997094
YLR231C	-0.247682046	0.024681857
YER005W	-0.125012058	0.271707671
YGL088W	-0.24796912	
YJR131W	-0.014307821	0.956718801
YAR014C	0.001378481	0.99439665
tF(GAA)Q		
YGL014C-A		
YGR114C	-1.148760711	
YOR057W	-0.093475146	0.603621965
tG(GCC)G2	1.400476906	
YLL039C	0.094504558	0.693885291
YKR076W	0.032222666	0.871346594
tQ(UUG)Q		
YER162C	-0.091120459	0.555850284
YGR016W	-0.025231617	0.942152334
YNL130C-A	-0.562808782	0.55474387
YBR148W	0.152907266	0.424172999
YCL021W-A	0.163314428	0.638852515
YDL220C	-0.371040643	0.048128262
YPR184W	0.256778439	0.129881285
