	log2FC	FDR
YOR248W	0.149481549	0.808403088
YBR109W-A	-0.172712711	0.820193077
YML099C	-0.124429166	0.531476609
YMR272C	-0.06071003	0.729890868
YKL212W	-0.046325398	0.764712979
tP(AGG)C	3.176493291	0.013142605
YER053C	0.291238241	0.062271294
YER090C-A		
YGR284C	0.078862903	0.575490678
YDR400W	-0.008020769	0.972904306
tN(GUU)N1	1.542699805	0.103818478
YJR069C	0.018209473	0.927022124
YMR076C	-0.097764417	0.74832249
YNL143C	0.230344301	0.566997094
YDR305C	0.171691195	0.257148472
YLR003C	0.155760879	0.231222189
YGR045C	-0.328281626	0.4679879
YCR069W	0.009437423	0.961690723
YCL017C	-0.190141901	0.103140183
YKR043C	-0.313331043	0.004322615
YER083C	0.123877245	0.575490678
tI(AAU)D	0.783964449	
YAR002C-A	0.088366987	0.603621965
YDR099W	0.051094583	0.789218697
YER072W	-0.229964949	0.029357143
YPL153C	-0.109968899	0.785739855
YGL258W-A	-0.774852468	0.013110965
YAL029C	-0.00722895	0.958892749
YGR226C		
YDR472W	0.040938477	0.82525324
YLR426W	-0.079825971	0.785739855
YOR362C	0.081596649	0.691822638
YOL129W	0.067742258	0.706264738
tK(CUU)K	2.359874959	
YMR135W-A	0.049754463	0.972824017
YCR023C	0.010215142	0.948467565
YDR176W	0.0286814	0.820012926
YKR078W	-0.001466069	0.995230518
YDR017C	-0.23067913	0.015232604
YDR218C	1.35675129	1.17e-09
YGR143W	-0.063353338	0.586018124
YER010C	0.025193864	0.897244667
YDL178W	0.030818272	0.827697462
YOR159C	0.082816043	0.789562142
YOR020C	0.088880462	0.804442465
YER165C-A	-0.334232727	0.626814222
YPL189W	0.039017246	0.911553421
YGR121C	-0.317068657	0.083901553
YGR005C	0.123198045	0.356936335
RDN18-2		
YGR252W	0.05958581	0.667352127
YDR034C-D	-0.141052202	0.842862338
YML009C-A	-0.001405614	0.997778227
YGR141W	0.125694577	0.439971635
YGR230W	0.138835357	0.434896254
YPL231W	-0.209519318	0.051985407
YOL025W	-0.23042291	0.094875973
YLR285C-A	-0.001114555	0.997778227
YML051W	-0.186331811	0.336054544
YIR033W	0.111515504	0.348442652
YBR113W	-0.166545842	0.732914046
YNL105W	0.320548235	0.843386828
YER073W	-1.178236299	3.52e-39
YER142C	0.130537194	0.322541246
tS(UGA)I	0.806663224	0.522820928
RDN25-2		
YGR186W	-0.074598136	0.535487256
YJL028W	1.019199892	0.516599245
YLR274W	0.038440222	0.795482895
YLR013W	0.063114736	0.984477947
YKL083W	0.235433245	0.532885616
YER015W	0.006425077	0.981551234
YHR069C-A	-0.283566629	
YIR029W	-0.653522712	1.05e-07
YHR219W		
YMR263W	-0.007069281	0.977961066
YFR015C	0.043516973	0.772735584
YOR013W	0.008219875	0.985726201
YBR256C	0.192869808	0.271736969
tG(GCC)F2	-1.326778889	
YNL317W	-0.279815391	0.021811309
YEL009C-A	-0.253239553	0.818057282
YKL204W	-0.037487527	0.886925771
YMR223W	0.064646122	0.734786312
YLR347C	-0.138228875	0.208900321
YKL149C	0.262936552	0.009448933
YLR293C	0.009638745	0.963191101
YLL036C	-0.146736658	0.34071298
YMR315W	-0.151304787	0.154063154
YCR066W	-0.416041407	0.000740044
YBR131W	-0.248463897	0.170060948
YER097W	-0.270744069	0.788268475
YHR035W	0.250726237	0.120660592
YNR068C	0.520693835	0.00049916
YFR057W	-0.646212467	
YDR269C	0.126844551	0.963191101
YIL157C	0.081907854	0.687966103
YLR040C	-0.148159809	0.282834047
YDL121C	0.11270153	0.646720409
YDL127W	-0.43463084	0.009441978
YMR112C	0.139605495	0.601771588
tF(GAA)H1	-0.23074921	
YFL034W	-0.238695153	0.065208006
tP(UGG)F	0.847624786	
YKL033W	0.005790192	0.977961066
YOR338W	-0.072555749	0.814725677
YKL156W	0.018290745	0.960319434
YLR069C	-0.074300441	0.48035215
YBR116C	-0.946578227	0.144552268
YLR232W	-0.207073726	0.816098907
YOR211C	-0.109843025	0.444029449
YGL058W	-0.055336501	0.794763091
YER112W	0.09080558	0.754825749
YBL036C	0.154105346	0.305905152
YDL142C	0.040439985	0.82525324
YIL059C	0.029983064	0.96355165
YMR303C	0.481819326	0.002994168
YBR089W	0.280026737	0.800009646
YJL035C	0.016943925	0.946888331
YGR071C	0.027596322	0.856033589
YKR001C	-0.085595916	0.428885546
YGR025W	-0.157525007	0.890692949
YLL067C	-0.622310381	
YLR012C	-0.471089276	0.803925168
YBR035C	0.081129882	0.662149023
YKL060C	0.085167457	0.860938865
YOL109W	0.060316817	0.916515418
YPL225W	0.098362399	0.743109511
YPL276W	0.251304742	0.781993408
YLR094C	-0.12911678	0.599217635
YJR114W	-0.001566703	0.998239876
YDL193W	-0.184774147	0.226576359
YML078W	0.013992681	0.945337139
YOR098C	-0.128826633	0.388044898
YHR068W	0.096101778	0.390784526
YCL054W-A	0.379102242	0.866808221
YDR537C	-0.139839361	0.837123785
YBL059C-A	-0.00727772	0.986223469
YDR066C	0.22268271	0.070842377
YDR201W	0.059646322	0.789157796
YJL016W	-0.196625812	0.248117914
YOR024W	0.134891354	
snR84	0.146640951	0.490931289
YER028C	-0.028694473	0.933594759
YGL113W	-0.156542348	0.432649354
YGR069W	0.213337203	0.724769364
YOL058W	-0.316408734	0.001010386
YLR114C	-0.085724435	0.512262352
YBL100C	-0.475130303	0.073432552
YDR169C-A	0.572252383	0.684508634
YKL127W	-0.10848035	0.533621447
YPR060C	-0.010003795	0.96355165
YJR052W	0.016241113	0.922003576
YLL029W	0.049732341	0.737576452
YBL013W	-0.628411773	0.116208928
YHR160C	-0.120840539	0.65317724
YDR091C	0.016818067	0.903934248
YPR093C	-0.226777464	0.174847449
YGL190C	-0.075994757	0.629893255
YCR041W	-0.17412881	0.833307292
YNR049C	-0.098873228	0.61839162
YGR070W	-0.273225186	0.037387011
YLR429W	-0.197025858	0.019506169
YDR524W-C	0.081158293	0.813591693
YMR133W	0.084683382	0.678304467
YBR012W-B	0.167728816	0.81324345
YDR528W	-0.396877684	0.307558098
YMR207C	-0.154414961	0.31046687
YDR313C	0.079061847	0.61941551
YGR024C	0.192071791	0.138189933
YLR102C	0.187448096	0.160753112
YGL075C	-0.231772447	0.288824309
YJL136W-A	0.098760235	0.961690723
YDR429C	0.114580578	0.598524006
YER122C	0.018276748	0.894265065
YGL184C	-0.228464616	0.366786426
tP(UGG)Q		
YFL030W	-1.044371451	3.68e-34
YPL012W	-0.054959733	0.769578134
Q0085		
YPR195C	-0.309726561	0.433504645
YHL035C	-0.254822344	0.019418585
YHR171W	-0.227045777	0.112748084
YJL170C	0.774912428	0.009048282
YMR253C	0.396843823	0.000122026
YPL080C	0.142553876	0.791439281
YBL022C	-0.26062443	0.000168753
YDR449C	-0.04024868	0.879032362
YJR017C	-0.0057086	0.985726201
YHL002W	-0.097636542	0.540694483
YLR092W	-0.306348019	0.002851576
YDR378C	0.133177926	0.545498415
YJL052W	0.142592713	0.448271426
YBR154C	0.120457188	0.536713576
YOR029W	-0.182922947	0.90621277
YAR031W	0.706903278	7.33e-05
YLR301W	0.022898255	0.912442519
YIL042C	-0.114955827	0.541518113
YIL154C	-0.117217913	0.426949687
YKR006C	0.10869448	0.421761891
YER172C-A	0.820362139	
YDR527W	-0.082444803	0.678304467
YMR101C	0.493868946	0.064536177
YOR294W	0.167391314	0.213239619
YNL284C-B	0.07602008	0.904783734
YML122C	0.048410347	0.927022124
YJR135C	0.193661854	0.230784127
YBR102C	-0.112971952	0.56163102
YPL235W	-0.007274856	0.962576229
YCL010C	-0.002819879	0.99308391
YPR182W	0.280398206	0.063239008
YKL015W	-0.075497353	0.68722908
YNL053W	-0.521323257	2.82e-06
YOR192C-B	0.171355668	0.877575409
YOR300W	0.115387478	0.869693132
tW(CCA)J	-0.622310381	
YHL047C	0.448533762	8.36e-06
YBR057C	-0.045004	0.807798062
YDR297W	0.070185052	0.657704094
YDR473C	0.158937709	0.153189572
YNL249C	0.102422717	0.516264303
YGR131W	0.531837407	0.002547308
YDL221W	-0.124920729	0.830848306
YER075C	0.083908646	0.692537537
YER165W	-0.003260521	0.9822857
YER116C	-0.029313632	0.889552632
YNL119W	0.117915726	0.40015583
YGR002C	-0.10420235	0.554141569
YLR284C	0.393853344	7.5e-05
YNL282W	-0.231461553	0.467869743
YOR261C	0.102214524	0.637942988
YIL082W		
YLL006W-A	-1.240672393	
YAR042W	-0.001238682	0.997158951
YLR199C	-0.023860811	0.903760001
YHR002W	-0.092886321	0.525134547
YHR091C	-0.238896326	0.131343385
YHR013C	0.047381367	0.798462887
YER047C	-0.195603918	0.328668961
YJR090C	-0.05327797	0.679673801
YPL038W	0.15453529	0.436669971
YJL161W	0.20714481	0.234201265
YKL001C	0.078119782	0.712429947
YDR322W	-0.02990377	0.845222236
YOR283W	0.192618283	0.099440595
YEL065W	0.623189336	5.32e-07
YJL059W	0.084175861	0.732914046
YHR198C	0.116024991	0.327291865
tQ(CUG)M	-0.622310381	
YGL087C	0.120368859	0.585084721
YGR224W	-0.304838134	0.141640234
YML116W-A	0.011752108	0.981551234
YDR098C-A		
YEL046C	-0.014876201	0.927096757
YIL071W-A	0.174156752	0.670399582
YBL079W	-0.020940037	0.903957013
YNL211C	-0.008703583	0.982745701
tS(AGA)L		
YPR082C	-0.051005027	0.820012926
YDR386W	0.175381882	0.150713966
YGR087C	1.836567434	2.29e-11
YNL082W	0.062280361	0.787190635
YDL007C-A	0.098696909	
YGL043W	0.098923998	0.525243516
YPL158C	-0.229560914	0.147379286
YGL077C	-0.458278924	5.97e-06
YLR182W	-0.024957598	0.893403372
YLR172C	-0.040146952	0.82807728
YJL222W	0.043068498	0.969160397
YNL275W	-0.187740218	0.31046687
YOR304W	-0.079947353	0.522379343
YAL010C	-0.089454247	0.586771864
YCL033C	0.15326451	0.437670287
YOR344C	-0.093111716	0.463583371
YDL040C	-0.121176384	0.344703622
YKR025W	0.0321538	0.864468711
YBR292C	0.256312752	0.469680889
YHR139C-A	-0.427551148	0.431690639
YGL081W	-0.108054691	0.736577297
YKR082W	-0.022663209	0.884413766
YGR106C	0.087795417	0.587952526
YDR190C	0.052439254	0.692671641
YGL079W	0.206240767	0.125028039
YOL015W	0.26307314	0.120547905
YMR136W	-1.231071073	1.11e-11
YLR306W	0.132494582	0.466882642
YOR102W	0.01519504	0.979757006
YOR007C	0.046675658	0.78512545
tE(UUC)G3		
YOR099W	0.036031083	0.798462887
YLR175W	0.036310647	0.791611198
YDR164C	-0.038398544	0.811936997
YML093W	0.07572203	0.490931289
YER052C	-0.472803648	0.000934872
YHR054C	-0.459051437	0.48035215
YGL005C	0.154590851	0.202696991
YDL224C	-0.222494741	0.150713966
YOL084W	-1.232176123	7.19e-15
YHR110W	0.160216137	0.24963376
YIL065C	-0.07271149	0.711809805
YMR044W	-0.014275517	0.939701427
YPR192W	0.293269719	0.432649354
YAL056C-A	0.026471047	0.976880499
tN(GUU)O1		
YNR001W-A	0.681034404	0.651065812
YML054C	0.295829277	0.003410892
YDR349C	-0.071478038	0.678517042
YJL205C	0.06132004	0.850775488
YOR213C	0.128236954	0.360608956
YER137W-A	0.44115018	0.777817827
YPR112C	0.039323642	0.803312719
YDR018C	0.130048444	0.474720079
RDN58-1		
YGR177C	-0.079519492	0.791611198
YLR411W	0.223332326	0.146037733
YGR184C	-0.094934008	0.39094145
YCR012W	0.055311915	0.845222236
YIL158W	0.184460402	0.200167167
YER090W	-0.125006757	0.380932559
YAL062W	0.228098687	0.128745008
YLR439W	-0.333568976	0.052036856
YLR304C	-0.079155317	0.642470632
YGL063W	-0.115901712	0.73362227
YLR258W	-0.100694086	0.465545081
YDL233W	-0.20781796	0.158197001
YER091C	-0.45785927	3.84e-06
YKL177W	-0.033778492	0.982511073
YIL072W	0.34454485	0.010902926
YDR274C	0.091827082	0.782982559
YPR117W	-0.412781763	1.11e-11
YAL019W-A	1.840120549	
YAL054C	0.706629044	4.19e-06
YOL038C-A	0.210450112	0.689347541
YHR139C	0.939406482	0.002333791
YDR184C	0.044675197	0.82525324
YNL188W	0.113020835	0.333123947
YBR155W	-0.196284485	0.268549657
YPR201W	0.36328316	0.006510841
YDR529C	-0.076085668	0.844579137
YBR031W	-0.091713796	0.641665345
YDL210W	-0.109328582	0.683943939
YLR316C	-0.011688091	0.964885436
YLR027C	-0.075672994	0.570318836
YDR214W	-0.174663063	0.129433696
YKL192C	-0.004111428	0.988106983
YDR261C-D	0.316472822	0.609610324
YCR065W	-0.370525398	0.147379286
YHR034C	-0.302624883	0.059669345
YER068C-A	0.311013357	
YLR256W	0.105042616	0.406279427
YPL193W	0.090794258	0.559026031
YNL227C	0.135200072	0.525004492
YDR437W	-0.049751982	0.884326461
YMR007W	0.142705784	0.787190635
YIR034C	-0.089764955	0.678304467
YGR182C	-0.069386281	0.766841897
tE(UUC)B	0.820362139	
YOR313C	-0.967133092	7.99e-15
YDR012W	0.00760775	0.977667893
RUF22	0.680274624	
YBR255W	-0.116585401	0.383901914
YHR074W	-0.002787061	0.989230522
YLL058W	-0.271325713	0.080132202
YDR450W	0.053881785	0.893403372
YOR163W	0.080530904	0.684743856
YGR115C		
YLR154W-A		
YDL185W	0.060771817	0.635025022
YJR146W	0.385835201	0.202553239
YKR088C	0.101499711	0.463583371
YPL212C	-0.226822762	0.156220195
YGR263C	0.067243247	0.684743856
YGR163W	0.024760592	0.881116791
YGR277C	0.09413416	0.586771864
YJL212C	0.081715467	0.829649784
YKR105C	-0.118404464	0.771472109
YGL161C	-0.013897102	0.937943515
YIL173W	0.204379105	0.860938865
YKL053W	0.253680463	0.62371981
YJL117W	-0.115383856	0.413371419
YFL005W	0.0761969	0.687000374
YDR389W	-0.194717039	0.283620714
YDR173C	-0.002484264	0.99174829
YFR034W-A	-0.917253483	0.444795779
YGR011W	0.094451563	0.82618211
YDR393W	0.037027848	0.797541078
YPL075W	0.07652074	0.587071739
YKR077W	-0.507169761	0.014881196
YGR174C	0.008542261	0.974339179
tG(CCC)D	0.099028593	
YGR124W	-0.154995368	0.066119104
YHR003C	0.005362896	0.976880499
YLL027W	0.239316979	0.046547058
YNL015W	0.028545343	0.951206024
YLR267W	0.292811075	0.051985407
YLR064W	0.050941828	0.789157796
YDR406W	0.29917417	0.443108472
YDL164C	-0.2399817	0.082772797
YDR371C-A		
YPL141C	-0.003098758	0.99174829
YDL138W	-0.225460951	0.224543498
YGR169C-A	0.139154851	0.671409573
YLR243W	0.049463543	0.791439281
YMR294W-A	0.08344707	0.833606142
YMR155W	0.058401973	0.718075784
YOR070C	-0.10119521	0.524650534
YOR056C	0.146155001	0.11619478
YML018C	-0.110035451	0.618477894
YNL113W	0.088797196	0.75460091
YBR065C	-0.172598203	0.516599245
YIR023W	-0.245359509	0.107268952
YDR202C	0.151037902	0.260303236
YDL196W	-0.268484288	0.811936997
YDR119W-A	0.122301071	0.753901644
YBL050W	0.097358936	0.555564607
YPR133W-A	0.070530522	0.856033589
YER030W	0.117282363	0.749080461
YHR135C	0.040966866	0.798998434
YDL215C	0.100061963	0.329144511
YDR149C	1.451466629	
YIL045W	0.373517007	0.004122879
YLR262C-A	0.044746779	0.911553421
YNL207W	0.034680947	0.844145997
YPL221W	-0.425066888	5.6e-07
YLR126C	0.072598424	0.741547675
YGL006W-A	-0.353809456	
YDL125C	0.040881447	0.818775653
YHL009W-B	-0.366540467	0.830275696
YGL175C	-0.347642069	0.394834777
YML047W-A	0.052086198	0.971719111
YJR089W	-0.093677205	0.513537443
YCR095C	0.107218049	0.449967068
YPL098C	-0.105983872	0.634978402
YBR118W	0.035573171	0.92299026
YGL015C	-0.602242411	0.490931289
YJR095W	-1.284079182	1.38e-09
YOL077W-A	-0.071855514	0.860938865
YGR136W	-0.140734379	0.511695432
YDR328C	0.096838237	0.773135713
YCR081W	0.010159439	0.971677272
RUF23	-0.361040526	0.842862338
YLR276C	0.127485727	0.211444064
YKL030W	0.19984312	0.756370267
YMR315W-A	0.178929701	0.787958612
YMR290W-A	-0.20162382	0.850582926
tA(AGC)M2		
YBR096W	0.064671821	0.736121091
YGR256W	-0.149088473	0.754825749
YOR093C	0.048498053	0.678517042
YKL038W	-0.28299024	0.046526012
YOR054C	-0.17781519	0.229046456
YNL185C	-0.046727211	0.855796165
YOL067C	-0.206466173	0.473346664
tP(UGG)N1	-0.910495533	
YDR033W	-0.140581296	0.39094145
YOR207C	-0.003779752	0.98208174
YPL124W	-0.070470395	0.787958612
YMR195W	0.283401343	0.122090402
YNL007C	-0.064630275	0.661612853
YDR107C	-0.313365084	0.033283194
tG(UCC)Q		
YGL245W	-0.075146899	0.457907672
YOR340C	0.058384218	0.713107421
YJL014W	-0.003419775	0.982822043
YMR255W	0.013554291	0.959233164
YNL331C	-0.045774183	0.835598993
YOL056W	-0.192325213	0.200342725
YCL051W	-0.317494773	0.022707227
tM(CAU)D	-1.923927372	
YCL057W	-0.175305626	0.099166775
tG(GCC)O2	-0.362668905	0.870037478
YPR027C	0.09887641	0.475277845
YPR070W	0.049159984	0.744523489
YDL009C	0.155493676	0.591927675
tA(AGC)K1	-1.247314498	
YLR416C	0.358117358	0.775608272
YNL106C	-0.121408104	0.467869743
YDR193W	-0.476447497	
YJL204C	0.085947859	0.571984711
YNL276C	0.216988123	0.801836916
YPL006W	-0.081546795	0.504997496
YOL086C	0.076752282	0.762457893
YNL263C	-0.107779373	0.550511031
YKR087C	0.012335375	0.9454679
YDL174C	0.469872648	1.8e-08
YIL078W	-0.000451305	0.997778227
YKL088W	-0.076252303	0.597363593
YHL027W	-0.215439606	0.078584164
YFL001W	-0.017946879	0.927285301
YHR170W	0.116776643	0.286623037
YNL157W	0.064205294	0.803312719
YDR419W	0.089154335	0.597363593
YDR263C	0.152772439	0.560963484
YDR443C	-0.313259679	0.003410892
YHR193C	0.096463613	0.759849315
YHR194W	-0.089545641	0.62378826
YJR118C	0.074654759	0.768619503
YGL084C	-0.03035608	0.850582926
YDR508C	0.150956201	0.202696991
YHR183W	-0.185548279	0.038730472
YKL138C-A	0.036087981	0.922131033
YOR329W-A	-0.231393924	0.893718509
YBR048W	0.009977866	0.967959996
YPR161C	-0.185768588	0.07133811
YOR385W	-0.068036336	0.717947791
YJR143C	-0.091415265	0.432334657
YDR273W	0.174067204	0.376368982
YOL102C	0.114808336	0.48035215
YIL093C	0.055315114	0.752674048
YPL068C	-0.272259528	0.337472813
Q0120		
YBL034C	-0.018933754	0.944933063
YOL131W	0.657545947	0.230784127
YIL014C-A	0.11072523	0.642136504
YBR076C-A	0.05371422	0.846284072
YHR078W	-0.060385233	0.78451085
YER118C	0.091001347	0.559026031
YJL149W	-0.462300841	0.024571596
YFR008W	0.09776261	0.597363593
YPL096W	0.056855884	0.754205054
YLR320W	-0.180089873	0.11847302
YGR038C-A		
YOR377W	0.079865787	0.60754424
YOR279C	-0.099712512	0.566997094
YDR407C	-0.189942626	0.118957336
YOR268C	0.661634883	0.626814222
YKR035C	-0.046529149	0.942152334
YOR040W	0.211474331	0.051370166
YOR156C	-0.403697603	0.024243117
YML129C	-0.023174678	0.949359357
YPL021W	0.866462338	0.574806317
YKR015C	-0.425404558	0.007699001
YLR265C	0.100800595	0.50552112
YLR056W	0.10993719	0.272574439
YJL211C	-0.150304268	0.790690736
YLR177W	-0.112243494	0.348329393
YNR066C	-0.322744701	0.227864353
YIL037C	0.323951658	0.051234376
YBR056C-B		
YMR146C	0.027248241	0.867868829
YNL338W	-0.622310381	
YDL048C	-0.482809273	3.62e-05
YFL026W	0.390401636	0.010761628
YMR194C-A	0.099549528	0.898080599
YLR336C	-0.105802398	0.586966553
YBL095W	-0.177145696	0.529123781
YOR209C	-0.054968991	0.691600193
YNL116W	0.301804769	0.126854202
YDL175C	-0.050461128	0.824868907
YBR192W	0.043935969	0.788371739
YAL065C	0.284591434	0.754047742
YBR254C	0.027059252	0.91421918
tW(CCA)K	0.515968954	0.805063048
YOR065W	-0.424935487	1.21e-08
YDR354W	-0.072888684	0.726657507
YGR016W	-0.025231617	0.942152334
YPL182C	-0.11942861	0.868721935
snR128	0.094224223	0.861517896
YPL155C	-0.094884932	0.667355358
YOR249C	0.090929433	0.46565589
YPL113C	0.181406791	0.338255615
YNL102W	-0.319895937	0.019328405
YKL096W-A	0.072309916	0.787190635
YJL055W	0.072565331	0.672457087
YNL239W	-0.07105135	0.720748947
YLR410W	-0.165059558	0.088840398
tV(AAC)M3	1.791913049	
YDR115W	0.119956268	0.603764973
YBR092C	-0.213715397	0.058334974
YHR039C	-0.01486264	0.917217454
YDL228C	-0.047060605	0.944276933
YOL032W	0.132232974	0.32050745
YKL201C	-0.191784266	0.234412174
YGR276C	0.187358581	0.060725783
YDL103C	-0.209786539	0.091646189
YBR046C	0.290023573	0.039942552
YDR253C	0.217759872	0.14964232
YOR154W	0.082632718	0.603621965
YIL009W	-0.011957252	0.959233164
YCR042C	-0.071265295	0.657704094
YLR452C	-0.015630165	0.93949034
YKL009W	0.03021973	0.887947185
YPR057W	0.091941993	0.529314067
YHR103W	-0.330323123	0.000342704
YNL046W	0.084205523	0.627328659
YJR012C	0.155044723	0.494555525
YPL219W	-0.200806391	0.087661689
YJR018W	-0.822663316	0.626814222
YDL150W	-0.081053098	0.707141914
YMR099C	-0.063030082	0.698874927
YNL033W	-0.164829018	0.886264366
YIL145C	0.092785761	0.555938252
YCR106W	-0.185992657	0.499793066
YOL145C	0.007009745	0.956769225
YLR359W	0.084814617	0.424701087
YBR207W	-0.066496254	0.642136504
YGL136C	0.084689613	0.547533372
YBL102W	0.128743632	0.334975584
YDR177W	0.156997977	0.343618853
YDR403W	0.381257823	0.006979134
YJL072C	0.063396499	0.771363352
YPL208W	-0.300152194	0.021916796
YHR211W	-0.290553556	0.026242383
YMR265C	-0.341577999	0.001595496
YDR246W	-0.078063346	0.714067687
YCR083W	0.125257864	0.587372641
YLL017W	0.115188348	0.678517042
YKL213C	-0.185763458	0.032400071
YBR272C	0.111453856	0.378738172
YLR413W	0.265076836	0.015073435
YKL109W	0.050562924	0.778599213
tC(GCA)Q		
YLL038C	-0.300726343	0.106591061
YIL099W	-0.157172434	0.705096836
YOR097C	-0.026568476	0.896825207
YFR024C-A	-0.025975867	0.85202318
tL(UAA)N		
YPR158W-B	0.276732051	0.879032362
YML039W	-1.953439851	
snR77	0.184263444	0.86703857
YAR033W	0.297734347	0.139917036
YIL026C	-0.076043235	0.805734597
YEL041W	0.099526524	0.545720269
YGL235W	-1.878125954	0.435684555
YML120C	-0.391308698	2.68e-10
YDR282C	0.047730793	0.78512545
YOR277C	0.091005689	0.858714142
YDR308C	0.058763428	0.820012926
YLR268W	0.072343638	0.679736903
YIL007C	0.145014923	0.339398551
YER144C	-0.29283342	0.004641766
YGR108W	-0.205753894	0.051955203
YAR035C-A	-0.417469793	0.79131731
YGR238C	-0.292209782	0.051985407
YDR368W	0.056812304	0.748396724
YBL019W	-0.032895312	0.845922702
YPR002W	0.68951832	1.72e-11
YPR194C	-1.220724713	7.659999999999999e-45
tL(CAA)L	-0.421269481	0.779802513
YGR006W	0.045615171	0.854439412
YOR295W	0.216245322	0.129594796
YJR111C	-0.077714238	0.762370422
YHR060W	0.158854847	0.531476609
YGR219W	0.147414107	0.735167994
snR7-S		
YGL151W	-0.101340479	0.542696236
YBR270C	-0.063104973	0.78512545
YJR147W	0.148745546	0.688526544
YAL068C	-0.622310381	
YIL017C	-0.174883218	0.109426315
YDR043C	0.125579409	0.509530238
YEL056W	0.032110499	0.845222236
YGL041W-A	0.024969599	0.931808324
YGR232W	0.059771114	0.763681161
YDR521W	-2.487607826	
YPL247C	-0.239513198	0.176480851
YMR130W	0.081827446	0.639666208
YFL013C	-0.233570279	0.140473648
YGL028C	-0.09207492	0.44087021
YHR016C	-0.049997008	0.812873943
YOR101W	0.18486998	0.070842377
YAL067C	-0.074128299	0.804745575
YGL199C	-0.574867637	0.812873943
YPL032C	-0.442259121	0.000127554
YMR288W	-0.128929175	0.324169907
YFL015C	-1.526558031	0.2800419
YNL293W	-0.181608484	0.14964232
tM(CAU)E	1.110492926	0.50552837
YOR014W	-0.158684061	0.049930074
YPR164W	-0.04825582	0.787190635
YDL212W	0.083483709	0.664150092
YOR004W	0.029171537	0.898664324
YLR430W	-0.061333758	0.724769364
YNL281W	0.049902418	0.825710227
YDR534C	0.270752534	0.44311246
tK(CUU)E1	0.805888651	
YML022W	0.100559704	0.532885616
YNL243W	-0.3943799	2.83e-06
YAL030W	-0.078053671	0.754828534
YER032W	-0.131150989	0.605161656
YGR288W	0.216730634	0.143353611
YPL117C	0.150443535	0.18108525
YBL069W	-0.27389041	0.15953627
YBR267W	-0.010156017	0.962762632
YDR336W	0.119248176	0.442400886
YOR170W	-0.225714775	0.703728594
YLR389C	-0.310312264	0.000428569
YGL101W	0.170092074	0.198820652
tF(GAA)N	0.801903526	
YNL279W	0.105668946	0.633070004
YHR072W-A	0.1139553	0.7699331
YIL001W	0.092806514	0.527149424
YFR027W	-0.263589756	0.387354049
YMR277W	0.015356541	0.956718801
YJR097W	0.072247337	0.852914057
YHR048W	0.313315501	0.075906304
YBR051W	0.335803865	0.60402579
YER169W	-0.067805828	0.756370267
YGR258C	-0.173638622	0.324717698
YPL252C	-0.081084406	0.784648763
YLR017W	0.115868786	0.322541246
YOL061W	-0.010126572	0.948573847
YPL209C	-0.174975648	0.646720409
YMR158W	0.109322777	0.60402579
YPL245W	-0.177680944	0.193393205
YOR079C	0.018449014	0.922872652
YDL161W	0.062288469	0.734530312
YIL016W	0.004520961	0.987002486
YOR394C-A	0.203791091	0.925670953
YDR524C-A	-1.317958239	
tH(GUG)Q		
YMR299C	0.030062452	0.867311519
YGR109W-A		
YLR456W	0.166625259	0.379563289
YPR152C	-0.084380024	0.711809805
YDR081C	-0.102979931	0.375409419
YNL054W-B	-0.631218274	0.002086203
YPR108W-A	1.042828458	0.313133766
YNL298W	0.065435444	0.778800816
YHL016C	-0.392981286	0.026444471
YBL066C	-0.368387698	0.012066797
YLR155C		
YJL100W	-0.249576684	0.089052933
YFL021C-A	-0.422414778	0.72737431
YFL051C	0.488600003	0.000921528
YNL334C	-0.277409096	0.651065812
YOR206W	0.088575405	0.387963694
YOR032W-A	0.163914928	0.840687312
YCL026C-A	0.283287007	0.415282406
YLR295C	-0.079971998	0.82525324
YDL199C	-0.165070486	0.388987826
YHR015W	-0.382266485	0.005769751
tK(CUU)F	0.846536649	
YGR266W	-0.031385432	0.894265065
YNL066W	-0.055196857	0.704218019
YGL100W	-0.012005343	0.951069082
YBR097W	-0.003263111	0.985726201
YDL098C	0.030667279	0.909560937
YNR070W	-0.254785721	0.073334532
YOL018C	0.175214383	0.090162981
YDR105C	0.007664663	0.972426782
YDR200C	-0.154885879	0.48035215
YDR250C	0.094014835	0.941167788
YIL086C	0.212589237	0.613068228
YML065W	0.048956929	0.771472109
YJL101C	-0.096102578	0.626814222
YGR031W	-0.040226433	0.852403265
tS(AGA)M	1.085093529	
YBL054W	-0.25143571	0.176480851
YDL171C	-0.018725203	0.887349241
YER045C	0.190458533	0.163876651
YPL175W	-0.089333811	0.553749965
YJL201W	-0.245531568	0.286674184
YNL048W	-0.110032138	0.343190907
YHL014C	0.128387564	0.34071298
YMR005W	-0.043391765	0.778268322
YKL021C	0.023059637	0.893718509
YDR128W	0.070182542	0.662415792
YNL164C	0.226778467	0.085314091
YPL248C	0.027115105	0.88205001
