	log2FC	FDR
YOR072W-B		
YHR207C	0.17959037	0.073309247
YGL211W	0.069263785	0.60402579
snR50	0.44877037	0.346742989
YMR230W-A	0.170127316	0.823480709
YKL042W	-0.099515233	0.790216962
YDR151C	-0.01037092	0.958892749
YNL054W	-0.12591998	0.565677373
YEL054C	0.096373293	0.755321166
YML116W	0.191624705	0.178281386
YHR099W	0.148038354	0.070331813
YNL089C	0.139514046	0.808403088
YMR316C-A	-0.05989963	0.909560937
YGR214W	0.079981585	0.763467316
YNL148C	0.122087291	0.57133603
YLL045C	0.089099718	0.756370267
YLR158C		
YNR001C	-0.038990943	0.83786243
YCL018W	0.099028593	
YJL035C	0.016943925	0.946888331
tE(UUC)J	0.605727569	0.715650327
YOL052C-A	0.020821061	0.946888331
YGR122W	-0.248162989	0.13424252
YIL079C	0.030985512	0.923737806
YMR138W	0.0923045	0.698650389
YLR163C	0.013997297	0.927219201
tH(GUG)G1	1.206876378	0.57133603
YDR333C	-0.122959076	0.317140321
YCR060W	0.236812845	0.282336607
YER167W	-0.459432359	8.87e-08
YHR213W-B	-1.239687842	0.065059383
YLR162W-A	0.613164263	0.663941596
YJL032W	-0.135886378	0.876619701
YML003W	-0.302150456	0.163926699
YDL075W	0.09433424	0.820012926
YKL131W	-0.152265068	0.909560937
YBR078W	-0.102118353	0.348442652
YPR025C	0.108503	0.444814778
snR128	0.094224223	0.861517896
YDR457W	0.048444483	0.693885291
YNL127W	0.011685698	0.944280407
YLR020C	-0.171885004	0.215472176
tV(AAC)K1	-0.194261265	
YDR112W	-1.033530379	0.011788873
YPR161C	-0.185768588	0.07133811
YGL021W	-0.033120745	0.875940145
YOL086W-A	0.080100057	0.774965883
YBR162W-A	0.036720726	0.92241553
tV(AAC)G1	1.350321745	0.542696236
YJL022W	-0.2175761	0.866115074
YAR031W	0.706903278	7.33e-05
YJR136C	0.203189538	0.048967296
YLR155C		
YEL037C	-0.044634147	0.748396724
YMR012W	-0.194936366	0.000841063
YDR066C	0.22268271	0.070842377
YLR182W	-0.024957598	0.893403372
tK(UUU)G1	0.820362139	
YPR075C	-0.001042221	0.997158951
YPR184W	0.256778439	0.129881285
YKR043C	-0.313331043	0.004322615
YML045W-A		
YGR161C-D	0.173859434	0.820689458
YML029W	-0.111173426	0.388044898
YBL003C	0.077721435	0.842862338
RDN37-2		
YDR388W	0.002033955	0.99174829
YLR183C	-0.061752375	0.793480535
YOL089C	-0.137959409	0.370111646
YPR107C	0.089201533	0.638656963
YDL065C	0.144621627	0.411385048
YHR077C	0.012604893	0.927224909
YLR036C	0.231968936	0.12497045
YOR127W	-0.200261329	0.080132202
YLR367W	0.034282942	0.897244667
YMR263W	-0.007069281	0.977961066
YLR069C	-0.074300441	0.48035215
YLR045C	-0.05419312	0.771472109
YGR257C	0.021539021	0.910082925
YLL019C	-0.213783104	0.046526012
YJL201W	-0.245531568	0.286674184
YMR285C	-0.202002066	0.077289167
YNL242W	-0.553321489	5.11e-13
YHR054C	-0.459051437	0.48035215
YJR122W	0.111011062	0.398154438
YDR514C	-0.387428865	0.000868963
YOR003W	0.193987634	0.150043463
YPL017C	0.010491987	0.973011676
YBR186W	0.118702506	0.553663236
YOL052C	-0.133825042	0.331500418
YPR046W	-0.09222682	0.740435909
YDR293C	-0.18451199	0.014591496
YNL147W	0.06430225	0.791662626
YDR392W	0.045250799	0.803312719
YHL020C	-0.131006941	0.458603912
YNL273W	-0.216922063	0.277148788
snR36	-0.104828858	0.866808221
tD(GUC)L2	0.13571652	
YJL210W	-0.025797994	0.907158668
YNL124W	-0.140210683	0.493665684
YLR383W	-0.063818875	0.791611198
YJL198W	0.118193808	0.394834777
YKR048C	0.021051918	0.91421918
YAL038W	0.043108373	0.858797934
YDL006W	0.199773731	0.105987627
YOR129C	-0.109193157	0.663233022
YDL164C	-0.2399817	0.082772797
YIR006C	-0.015219322	0.958398445
YLR143W	-0.089452985	0.651487608
YHR166C	-0.129346854	0.529314067
YCR082W	0.06495701	0.813822794
YGR067C	0.246593397	0.234854752
YPR074C	-0.163126003	0.035776626
YGL197W	-0.075280552	0.712299091
YPR181C	-0.103699928	0.501861243
tG(CCC)D	0.099028593	
tA(AGC)J	1.564404027	
YDR012W	0.00760775	0.977667893
YCL059C	0.113188249	0.484608248
YPR035W	-0.06288982	0.714078608
YDR488C	-0.158293134	0.653803799
YGR187C	0.007238264	0.971390965
YMR018W	0.600929994	0.007480251
snR7-S		
YDR014W	0.175817822	0.203155214
YLR328W	-0.211832651	0.070331813
YJR034W	0.108230114	0.659008408
tL(UAA)D	1.525274987	
YGR242W	-0.377300486	0.605161656
YPL214C	0.006969428	0.970512622
YML107C	0.139600105	0.264880817
YNL261W	0.009064923	0.96355165
YDR180W	-0.018367292	0.926310535
YMR066W	-0.06294653	0.712429947
YLL026W	-0.123135622	0.413371419
YMR228W	0.020252117	0.916515418
YBR150C	-0.072878602	0.676179096
YBR020W	0.082040513	0.78512545
YLR388W	0.158109529	0.651087588
YNL173C	-0.095505989	0.558681116
YMR268C	-0.068483768	0.778268322
tD(GUC)Q		
YPL024W	-0.449209561	9.2e-05
YDR031W	0.004727911	0.989694767
tS(AGA)D2	0.479565353	0.837123785
YJR083C	-0.167512341	0.29849025
YFR055W	0.102776734	0.724769364
YML014W	-0.104127247	0.622177864
YJL003W	0.131863506	0.511824178
YLR399C	0.024863138	0.881116791
tQ(UUG)H	0.125257756	
YER098W	-0.209286044	0.073745523
YDR496C	0.143096692	0.070331813
YEL050W-A	-0.008987154	0.985726201
IRT1	0.78174432	1.8100000000000002e-21
YBR017C	-0.148277603	0.217093067
YGR216C	-0.106533858	0.562923684
YJL127W-A	-0.14212409	0.83416144
YDR107C	-0.313365084	0.033283194
YDR540C	0.233908367	0.254583622
YJL131C	0.017340074	0.92299026
YOR072W-A	0.32387094	0.599415921
YGL018C	0.131564411	0.405874761
YPL209C	-0.174975648	0.646720409
YER011W	0.598258403	0.05576743
YDR431W	-0.068632314	0.984480836
YHL048W	0.451176151	4.22e-06
YDR125C	-0.267443552	0.033952902
YER120W	0.016896193	0.925670953
YIL135C	-0.124458712	0.545498415
YPL176C	-0.083054914	0.641699985
YGR066C	0.186900523	0.438020673
YDR419W	0.089154335	0.597363593
YDR515W	-0.079754317	0.553058942
YBR182C	-0.421893455	0.006210052
YKL122C	0.141260041	0.519704999
YOR375C	-0.916640704	8.190000000000001e-32
YDR326C	0.025594463	0.884326461
YHR043C	-2.982244881	1.25e-116
YML099W-A	0.13931106	0.821999837
YCR087C-A		
YGR108W	-0.205753894	0.051955203
YJL037W	0.671524762	1.15e-05
YDR108W	0.064207275	0.773135713
YJR105W	-0.029712468	0.829649784
YGR130C	0.006672698	0.962853934
YLR390W-A	0.071400545	0.620008753
YNL289W	-0.403541878	0.022361969
YOL122C	-0.450892299	7.21e-09
YLR156C-A		
YER150W	0.014554169	0.955399393
tV(AAC)M2	0.099029023	
YNL048W	-0.110032138	0.343190907
YGL128C	-0.075467045	0.791611198
YFR011C	-0.170444445	0.567139239
YNL309W	-0.099395766	0.788371739
YDL174C	0.469872648	1.8e-08
YFR034C	-0.342854322	0.033140036
YNL076W	-0.213953238	0.107713213
YER056C	0.161284931	0.093211661
YJR003C	0.116114742	0.475277845
YBL069W	-0.27389041	0.15953627
YGL110C	-0.038401797	0.80377426
YJL002C	-0.024872911	0.884567005
YNR045W	-0.105037811	0.353883622
YLR126C	0.072598424	0.741547675
YDR130C	0.19362518	0.133498153
snR57	-0.172685905	0.767589945
tT(AGU)B	0.399571334	0.866808221
YMR169C	-0.284958091	0.353883622
YGR033C	0.078534143	0.62110242
YIL173W	0.204379105	0.860938865
YBL041W	0.076703638	0.719784891
YDR290W	-0.726984628	
YPR163C	0.073115324	0.61655813
YKR024C	-0.106373384	0.633070004
YPR058W	-0.21309689	0.273382916
YDR301W	-0.191198613	0.134464785
YLR048W	0.017269467	0.936590858
YIL142W	-0.002799934	0.986710339
YGL130W	-0.096988649	0.597729272
YHR063C	-0.153067899	0.176480851
YFL046W	0.085950052	0.753107855
YIL039W	-0.059023997	0.687966103
YHR134W	0.101816694	0.538531434
YAL051W	-0.16523413	0.271549938
YFL037W	0.009914279	0.945465821
YHL010C	-0.210597393	0.133536155
YNL327W	-0.036398566	0.771472109
YDR220C	0.388860781	0.829503795
YLR098C	-0.159685472	0.441383727
YMR133W	0.084683382	0.678304467
