	log2fc	p-adj
SAM35	0.026336584	0.51427453
TED1	0.09548246	0.283219075
BI4	-2.461793236	1.09e-06
YKE2	-0.185747894	0.092400944
AIM22	-0.787677724	4.97e-06
GAP1	0.098408052	0.065801868
YLR287C	0.066877243	0.504993645
LYS9	-0.260536462	0.036629673
UBC13	0.15049505	0.335648861
VPS8	0.274247612	0.07426197
CYS3	-0.069032363	0.401264153
STT4	0.192128321	0.007293045
GOS1	0.008748597	0.743736902
CRT10	0.15308829	0.014717607
SFA1	-0.109084525	0.516200646
CIN5	-0.141164722	0.664187531
MTQ2	0.482935157	0.005528078
RPM2	-1.068328099	0.000133244
SEM1	0.142179532	0.30957886
STB1	0.066397274	0.447753393
BNI1	0.158144019	0.000824588
HOL1	0.033476464	0.831214537
LOS1	0.048362083	0.420922577
RDS1	0.476471428	0.383782967
YPC1	0.305417221	0.001619694
GPI15	0.296063413	0.002066076
PLB2	0.987195748	0.000103115
YJL070C	0.045549319	0.379166287
SET1	-0.007511726	0.857174939
FUN26	-0.119895752	0.198685642
NUP1	0.058910111	0.54442616
GAL11	0.045345768	0.513162936
MPM1	0.065711771	0.326924252
CTF3	0.114067246	0.002544822
YOP1	-0.019199247	0.790017651
RAI1	0.031435668	0.546119241
DEG1	0.079380324	0.447243126
TAF3	0.141294666	0.000794447
MTQ1	-0.854462366	1.61e-05
PTC3	-0.092101944	0.602021593
YPR174C	0.454167094	0.009597287
TRS65	-0.052469741	0.109150204
TYE7	-0.072874325	0.222003208
HSK3	-0.234613204	0.425736561
YMR210W	-0.627439407	5.09e-05
OCA1	0.31392333	0.021868783
RET2	0.017376902	0.861846612
LST4	0.059513396	0.309008152
YOL114C	-0.321542889	0.065377579
APS1	0.112407417	0.054838167
RRP17	-0.066821447	0.248542638
YGR125W	0.010504024	0.860941815
YNL010W	-0.073028433	0.510961582
YUR1	0.178805353	0.184958986
LAP4	0.203974764	0.002402566
RPL14A	-0.60487077	0.254160591
TFB2	-0.000569301	0.99030726
YLR278C	0.173182499	0.07509568
YNG2	0.124214636	0.57839018
IML2	0.258608333	0.010626199
EXO1	-0.270710186	0.54416156
RFC5	0.014330036	0.903000698
HIS1	-0.067536658	0.245038328
CNB1	0.073804542	0.596245952
VPH2	-0.015440282	0.903902434
CST6	0.242490103	0.059236453
DCS2	0.735375634	0.000815689
YCL012C	-0.222773456	0.003870229
NAT3	-0.014814173	0.966871057
FYV6	-0.076739257	0.55038916
MMS4	0.042882327	0.84647241
YRM1	0.161730406	0.73459495
YOR228C	-0.354972778	0.03307193
MET22	0.201152632	0.098469062
RIB5	0.184821922	0.018841173
TOR1	-0.110701944	0.022303838
SCH9	0.203472877	0.00090659
SCS3	0.221176578	0.008555158
RPA34	0.121147818	0.049012096
GTT1	0.648785229	0.00056229
COY1	0.207396224	0.015483077
HXT7	0.586671486	0.002272982
PPH22	0.216243787	0.039114085
SKM1	-0.60961941	0.012729777
URA7	-0.123316971	0.055716827
YLR455W	-0.035067145	0.713475037
LEU4	-0.107450299	0.128013866
BUD21	0.033781701	0.698911754
NOP7	0.018577464	0.677819986
MDM34	-0.637987004	0.004272388
GEP5	-0.838143534	0.000786271
MIC17	-0.693242656	0.161114784
JJJ1	0.247084544	0.005094137
UBC8	-0.144626181	0.171284976
RPN10	-0.135731607	0.156142391
YAP5	0.534150889	0.02678622
FIS1	-0.595457037	3.93e-05
BBC1	-0.141370645	0.111055699
RPS22A	-0.152740934	0.010140097
AIM21	-0.005557463	0.89221845
YSC83	-0.111126842	0.132235749
YFL042C	0.420305639	0.001368336
TFB1	0.203458964	0.046185244
YKL107W	1.297365226	0.002959172
YMR196W	0.720289039	0.00066966
ERD2	0.12884719	0.433401256
ATG4	0.269881451	0.119069371
APL3	0.123520097	0.001559894
RME1	0.053469734	0.648710458
YLL058W	-0.097698319	0.137499361
TRX2	0.072788542	0.835238339
RTR2	0.777380426	0.000126165
