	log2FC	FDR
YLR255C	0.567241462	0.326308362
YLR330W	-0.092850122	0.401121418
YCR047C	-0.013571684	0.957045159
YKL213C	-0.185763458	0.032400071
tT(UGU)Q1		
YIL124W	0.091973011	0.57133603
YBR294W	0.137765002	0.420050401
YDR054C	0.115349398	0.425163059
YCL008C	0.005494324	0.988697053
YIL130W	-0.198922512	0.108413227
YNL268W	0.057079157	0.684508634
YMR157C	0.10511651	0.499546966
YKL015W	-0.075497353	0.68722908
YFL002W-A		
tK(UUU)G2	2.821621145	
YNL170W	-0.192670265	0.671409573
YER056C	0.161284931	0.093211661
RME2	-0.233334653	0.575490678
YGL111W	0.039235758	0.801836916
YAL047C	-0.223306556	0.087661689
snR49	0.165376512	0.771472109
YDR100W	0.156797659	0.410126506
YCL058W-A		
YGR226C		
YOL104C	0.4778458	1.36e-06
YBR057C	-0.045004	0.807798062
YHR189W	-0.194373275	0.61979819
YPR015C	0.586528347	0.001816257
YIL009W	-0.011957252	0.959233164
YOR082C	-0.928650803	0.603621965
YFL048C	0.106118198	0.349057387
YDL025C	-0.086182656	0.616208291
YPR198W	0.106684936	0.458603912
YGL217C	-0.355873933	0.830848306
YGL194C-A	-0.046229182	0.899855388
YDR543C	-0.622310381	
YBL073W	0.018682985	0.984477947
YOR224C	-0.005163475	0.984477947
YPL111W	-0.171160717	0.226576359
YOL135C	0.134547599	0.597198078
YIR007W	0.039248744	0.883636314
YJR123W	0.046850648	0.886264366
YOL052C	-0.133825042	0.331500418
YNL102W	-0.319895937	0.019328405
YER027C	-0.334788186	0.005985082
YKL004W	0.111506101	0.48035215
YGL259W	-0.872946934	0.000169507
YCR039C		
YOR350C	-0.167215948	0.310321763
YJR094W-A	0.113281985	0.723984733
YBR042C	-1.24e-05	0.999941694
YML061C	-0.138537219	0.318311606
YDR399W	0.191124396	0.193393205
YPR111W	0.028001504	0.893220204
YDR519W	0.088902128	0.689277419
YJL077W-B	0.188568741	0.674466722
YHL001W	0.068497819	0.801639773
YAR061W		
YOR114W	-0.13428056	0.603621965
YLR022C	0.052142143	0.808572827
YBR115C	10.63315149	4.1699999999999994e-23
YHR150W	0.038237092	0.859171843
YER081W	0.21008339	0.19808758
YFL017W-A	-0.02732426	0.922371908
YDL190C	-0.101874073	0.432649354
YER165W	-0.003260521	0.9822857
YFR056C	-0.174050096	0.856099616
YOR081C	-0.070116992	0.76289759
YGL120C	-0.145423376	0.428132835
YDR210W		
YHR054W-A		
tR(ACG)J	0.099028604	
YHR160C	-0.120840539	0.65317724
YMR113W	-0.087802236	0.566162033
YGL154C	0.259965701	0.029742199
YDR270W	-0.171823386	0.37881286
tM(CAU)O1	-0.485174164	
YPR131C	0.064677736	0.767734104
YKL087C	0.035143502	0.844579137
YDR281C	-0.449027918	0.031412059
YHR218W-A		
YPL169C	-0.205140674	0.081864947
YHR089C	0.098184667	0.506789616
YDL133W	0.007277786	0.967959996
YOR339C	0.567172757	0.000298663
YOR151C	0.035473717	0.756370267
YKL045W	0.112793603	0.32441175
snR17b	0.147864217	0.769154677
YDR009W	-0.118937994	0.602061438
YPR201W	0.36328316	0.006510841
YGL132W	-0.295109461	0.671033913
tT(AGU)I2	-0.622310381	
YIL165C	-0.072704786	0.819762824
YML076C	-0.124450121	0.454189797
YOR051C	0.139039739	0.249561791
