	log2FC	FDR
YDR411C	0.010409858	0.958335214
YEL065W	0.623189336	5.32e-07
YGL056C	-0.126744854	0.20786946
YBR190W	-0.275526649	0.885199123
YOR329C	-0.324577058	0.00019136
YER022W	0.07739611	0.517284397
YLR332W	-0.120640905	0.364556505
YNL267W	-0.106421728	0.419266232
YDR100W	0.156797659	0.410126506
YOL066C	-0.280505572	0.038112428
YAL005C	0.015485796	0.951537961
YGR018C	0.160507831	0.782024766
YKL067W	-0.115994462	0.646726608
YBL022C	-0.26062443	0.000168753
YDR498C	-0.321735119	0.058980807
YBR299W	0.27325082	0.375362651
YKR025W	0.0321538	0.864468711
YIL065C	-0.07271149	0.711809805
YDL062W	-0.382079462	0.811936997
YLR372W	-0.006336618	0.971677272
YKL165C-A	0.430761275	0.718233507
YJL092W	0.03265332	0.851852313
YBR040W	-0.142002917	0.782413554
YOL038C-A	0.210450112	0.689347541
YNL238W	-0.206455483	0.067272709
YDR415C	0.072128022	0.6652137
YCR095W-A	0.190722935	0.829649784
YOR320C	0.219789143	0.006409765
YDR443C	-0.313259679	0.003410892
YEL018C-A	-1.930243962	
tH(GUG)G2	0.099028258	
YDR033W	-0.140581296	0.39094145
YGL001C	0.024497417	0.87774565
YDL101C	0.121176681	0.407756472
YDR026C	0.146821376	0.163259731
YNL130C	0.002522867	0.989634308
YGL193C		
YOR262W	0.172363571	0.130477361
YDL059C	-0.189342049	0.420433685
YGR283C	-0.116727563	0.344078993
YDR347W	-0.04978795	0.769926036
YDR437W	-0.049751982	0.884326461
YKL173W	-0.158823816	0.157857176
YER168C	0.06095107	0.676179096
YPL080C	0.142553876	0.791439281
YDL194W	-0.123865109	0.253342938
YHR183W	-0.185548279	0.038730472
YDR389W	-0.194717039	0.283620714
YMR207C	-0.154414961	0.31046687
Q0020		
YEL077W-A		
YML061C	-0.138537219	0.318311606
YMR056C	0.235047024	0.058150855
tI(AAU)G	0.748362135	
YER056C	0.161284931	0.093211661
YER101C	-0.106922839	0.540952218
YDL199C	-0.165070486	0.388987826
YPR200C	0.372119515	0.063014647
YMR023C	0.096717079	0.510796869
tW(CCA)J	-0.622310381	
YOR352W	0.164033223	0.11847302
YLR390W-A	0.071400545	0.620008753
YDR097C	-0.108664722	0.603636148
tR(CCU)J	0.099028593	
YOR381W	0.032230263	0.856377978
YFL001W	-0.017946879	0.927285301
Q0075		
YDL147W	0.085472764	0.664150092
YCL009C	-0.010240567	0.965518571
YKL021C	0.023059637	0.893718509
YIL072W	0.34454485	0.010902926
YNL226W	0.178327277	0.87774565
YDL164C	-0.2399817	0.082772797
YJL185C	0.094594963	0.605161656
YBR290W	0.04793621	0.798462887
YBL108C-A		
YDR171W	0.004978704	0.982745701
YGR053C	0.263085619	0.090998065
YOR307C	0.148873105	0.13929678
YMR166C	-0.073056231	0.709475736
YOR024W	0.134891354	
tV(AAC)M1	0.683494914	0.785739855
YGL218W	-1.408901336	
YHR186C	-0.123829317	0.430961687
YLR251W	0.065782917	0.732579291
YGL083W	-0.117964036	0.522749869
YLR434C	-0.254337169	0.828049625
YPR092W	0.444325277	0.425239458
YFR010W	0.013416667	0.930752681
YKL138C	-0.003636404	0.989634308
YGR166W	-0.279600113	0.019328405
YBR143C	0.039840912	0.804745575
YGR040W	0.026180687	0.881116791
YPR173C	0.073266235	0.537003067
YML058W	0.057598916	0.799597839
YNL183C	-0.236786581	0.186969087
YPL239W	0.140273729	0.322541246
YKL221W	0.508877058	0.051432
YPR170W-B	0.060343809	0.856099616
YKR054C	0.039319588	0.798462887
YDR530C	0.054607789	0.727337041
YDL017W	-0.184803698	0.313133766
YDR519W	0.088902128	0.689277419
YPR198W	0.106684936	0.458603912
YJR013W	0.136050399	0.290636138
YER159C-A		
YMR096W	0.169521334	0.34544757
YFL059W	-0.392920093	0.172522294
YLR322W	0.510007474	0.827697462
YGL097W	-0.066461326	0.642470632
YGL112C	-0.00276214	0.988586619
YPL210C	0.08173951	0.43440053
YBL005W-A		
YDR115W	0.119956268	0.603764973
YAL042W	0.051411064	0.732914046
YEL020C-B	-0.097338494	0.942777137
YPR156C	-0.628722303	3.93e-11
YBR078W	-0.102118353	0.348442652
tW(CCA)G1	0.646297	0.765332686
YDR351W	-0.062336579	0.662415792
YEL067C	0.091953293	0.804442465
YNR077C		
YER171W	-0.059163599	0.689595856
YLL060C	0.229937249	0.24237669
YLL009C	0.052548325	0.902689415
YHR031C	-0.12339422	0.524564513
tI(UAU)L	-0.22914936	
YJR031C	0.10959897	0.415454544
YKL073W	-0.266314541	0.017273219
YLR256W	0.105042616	0.406279427
YGR073C	0.06154096	0.944933063
YGL227W	-0.14248583	0.157342039
YMR240C	-0.08673253	0.570583076
YBR103C-A	-0.385862252	0.787473525
YDL207W	-0.080558725	0.604585262
YLR173W	-0.115777188	0.471269296
YLR280C		
YGL125W	-0.335967776	0.0070085
YCR081W	0.010159439	0.971677272
YJR138W	-0.195720857	0.107303583
YFR001W	0.194471115	0.351918157
YNL017C	0.474261855	0.757230149
YDR545W		
YGR077C	-0.144444667	0.326826763
YLL040C	-0.198164811	0.065189202
YNL071W	-0.039127501	0.787190635
YDL088C	-0.051521891	0.741110338
YDR006C	-0.040979007	0.82807728
YNL270C	0.237119879	0.458731934
YGR220C	-0.018317974	0.941167788
YOR226C	-0.521060187	0.008922294
YOR250C	-0.076018176	0.653100856
YMR008C	-0.31830043	0.003529587
tC(GCA)P1	-0.19535799	
YPL056C	0.265443485	0.226329964
YGR019W	0.075413366	0.638541302
YMR159C	0.48035365	0.760172356
YDR090C	-0.13175424	0.488114246
YJL142C	0.186179248	0.672173491
YPL067C	-0.231734664	0.286674184
YDR059C	0.042075078	0.844466
YHR190W	0.063161343	0.630622896
YNL337W		
tS(UGA)E	1.023629641	0.300793732
YBR139W	-0.056350041	0.701150011
YDR078C	0.367961482	0.004788971
YDR510W	0.041132263	0.879951464
YAL067W-A	0.820362139	
YMR221C	0.046979634	0.787958612
YGR173W	0.078639299	0.634978402
YDR296W	0.040444589	0.850669356
YOR252W	0.189008637	0.286674184
YOR219C	-0.043875397	0.798127494
YMR059W	0.201145956	0.335363688
YIL094C	0.183846123	0.0390587
YOL095C	-0.276426255	0.106978977
YPL187W	-0.018100625	0.967485138
YOR028C	-0.416031649	0.012380012
YNR046W	-0.007102106	0.982233648
YLR070C	7.08e-06	0.999941694
YLR331C	-0.42017085	0.514384034
YJR143C	-0.091415265	0.432334657
tE(UUC)E2	-0.622310381	
YBR027C	-0.283630923	0.678517042
YGL088W	-0.24796912	
YGL132W	-0.295109461	0.671033913
YGR296W		
YJL057C	-0.12390209	0.325836905
tA(AGC)M1	0.820362139	
YPL088W	-0.066573337	0.724608068
YBR196C-B	0.570430207	0.097360161
YOL103W	-0.072501815	0.575490678
YEL050W-A	-0.008987154	0.985726201
RDN5-4		
tS(CGA)C	0.447627815	0.82893599
YJL076W	-0.096252182	0.618292994
tD(GUC)L2	0.13571652	
YMR117C	0.021181955	0.945990151
YMR281W	-0.024296848	0.890318831
YGR271C-A	0.095695052	0.654922201
YPL043W	0.049579141	0.749080461
YPR010C-A	-0.144642914	0.653803799
YML074C	-0.089782951	0.525243516
YDR242W	0.040600065	0.805581077
YPR015C	0.586528347	0.001816257
YLR096W	-0.021259587	0.912442519
YMR104C	-0.131472054	0.116208928
YLR060W	-0.118661321	0.239558506
YDR169C-A	0.572252383	0.684508634
YHR009C	-0.172621962	0.059990794
YJL008C	-0.029027675	0.833440478
YDR215C	-1.027291231	0.025011985
YIR007W	0.039248744	0.883636314
YDR005C	0.054372308	0.695565883
YIL103W	0.151648905	0.112809712
YBR060C	-0.164004785	0.29971871
YGR177C	-0.079519492	0.791611198
snR75	0.04368535	0.942965852
YML013W	-0.111444551	0.618385867
YMR167W	-0.130711134	0.197299186
YEL003W	0.121085548	0.683484311
YMR324C	-0.622310381	
YKL206C	-0.012807913	0.951206024
YDR185C	-0.053905037	0.804496084
YOR261C	0.102214524	0.637942988
YDR019C	-0.144196109	0.514262747
YJL213W	0.796268602	1.98e-11
YOR323C	-0.152359412	0.134427019
YDL050C	0.186836617	0.671484863
YDL177C	-0.026075967	0.927383043
YPL238C	-0.082948803	0.951133226
YOR389W	0.348964387	0.154450902
YMR184W	-0.009113073	0.967959996
YDR399W	0.191124396	0.193393205
YBL113W-A		
YLR433C	0.016031506	0.936590858
YDR123C	-0.448740614	0.016044754
YHR121W	-0.040349928	0.871009935
YBR186W	0.118702506	0.553663236
YJR112W-A	0.134468043	0.525243516
YPR127W	-0.1177952	0.494605507
