	log2FC	FDR
YDR221W	0.039282596	0.811936997
YOR246C	-0.046087681	0.798462887
YDR008C	0.035834494	0.945022719
YOL004W	-0.075382719	0.698874927
YDL193W	-0.184774147	0.226576359
YGR232W	0.059771114	0.763681161
YJR139C	0.102382871	0.335715156
YLL040C	-0.198164811	0.065189202
YHR166C	-0.129346854	0.529314067
YHR143W	0.029269593	0.830848306
YML116W	0.191624705	0.178281386
YIL146C	0.008503531	0.978376926
YDR116C	0.042895446	0.803312719
YPR083W	-0.389020393	6.24e-06
YGR062C	0.024489762	0.90774144
YOR384W	0.27864787	0.183001854
YKL067W	-0.115994462	0.646726608
YJR053W	-0.117754234	0.732579291
YDR445C	-0.196493249	0.812890933
YBR301W	1.115347065	0.041907032
YDL179W	-0.034668975	0.838199876
YBR008C	-0.013483296	0.958126898
YMR194W	0.096359694	0.781765282
tC(GCA)Q		
YCR028C-A	0.102134454	0.65317724
YLR439W	-0.333568976	0.052036856
YKL062W	-0.498391404	6.37e-07
YML102W	-0.261581907	0.135827609
YOR197W	-0.029481803	0.867925846
YJR075W	-0.133471024	0.271668457
YML020W	-0.216338995	0.059473133
YLR142W	-0.055300048	0.812882602
YGL207W	-0.037519653	0.787190635
YGL164C	0.09905308	0.522018003
YMR289W	-0.031986195	0.861179208
tL(UAA)B2	-1.946327844	
YLR227W-B	0.252445858	0.602368787
YHL009W-A		
YBL096C	-0.123186696	0.86830506
YGR063C	0.063663279	0.853816613
YHL018W	-0.163070772	0.732914046
YNL153C	0.030501761	0.902689415
YNL063W	0.017575973	0.941052207
YDR432W	-0.004805886	0.984477947
YDR490C	-0.126005115	0.428938018
YAL010C	-0.089454247	0.586771864
YNL062C	0.001635624	0.993689586
YNR034W	-0.214204959	0.215581472
YDR225W	0.084465866	0.825273004
YLR256W	0.105042616	0.406279427
YOL068C	0.004997843	0.9795654
YIL068C	-0.093425376	0.498820905
YLR445W	0.200571844	0.76950454
YLR327C	0.150680362	0.82525324
YLR003C	0.155760879	0.231222189
tX(XXX)L	-0.157119178	0.945465821
YPL142C	0.073412855	0.866227089
YDR519W	0.088902128	0.689277419
YLR119W	-0.0841634	0.684743856
YHR050W	-0.150126943	0.165273266
YEL050C	-0.154115568	0.145405773
YPL206C	0.121970647	0.28143246
YHR219C-A		
YJR134C	-0.087685757	0.531476609
YDL100C	0.07850267	0.616627201
YER075C	0.083908646	0.692537537
YDR012W	0.00760775	0.977667893
YBR072C-A	0.283309453	0.911191867
YKL225W	-0.622310381	
YPR099C	-0.358912459	0.842862338
YJL082W	-0.230122936	0.034226868
YLL048C	0.01319128	0.92762909
RUF5-2		
