	log2FC	FDR
YPL259C	-0.233821689	0.018985905
YGL094C	-0.107622535	0.408236884
YAR007C	-0.036605461	0.824868907
YOR212W	0.133470023	0.186969087
YGL150C	-0.024772513	0.881085522
YDR026C	0.146821376	0.163259731
YHL009W-B	-0.366540467	0.830275696
YER134C	-0.077978965	0.787190635
YGR203W	-0.076551951	0.772735584
YDL114W-A	-0.043185214	0.952224924
YLR361C	-0.02170201	0.910082925
YBL093C	0.186671198	0.236491496
YGR114C	-1.148760711	
YIL095W	-0.296931701	0.003960841
YGR055W	-0.37370524	0.010363088
YOL019W	-0.1513331	0.447924053
YHR172W	-0.010924145	0.973011676
tD(GUC)Q		
YMR141W-A	0.023976107	0.951133226
YDR416W	0.050969452	0.729890868
YNL289W	-0.403541878	0.022361969
YMR078C	-0.245760246	0.170922172
YOR343W-A		
YPR100W	0.074551207	0.824868907
YOR305W	0.008963918	0.96355165
YGR107W	-0.066714647	0.916404379
YKR001C	-0.085595916	0.428885546
YDL015C	0.056378969	0.709962455
YMR316C-B	0.006478639	0.993239592
YJL185C	0.094594963	0.605161656
YNL002C	0.130178948	0.317140321
YGR038C-B	0.820362139	
YOR130C	0.030619783	0.88626399
YMR125W	0.012019605	0.92104202
snR87	0.62661058	0.126053352
YPL211W	0.145072059	0.322541246
YAL016C-A	-0.113121741	0.89668899
YJR025C	0.103799554	0.575490678
YNR036C	0.054406734	0.804442465
YLR205C	0.255510337	0.200322577
YOR293W	0.107031151	0.859581326
YKL082C	0.135185852	0.371440216
YBR221W-A	-0.028469387	0.975735599
YMR163C	-0.197214639	0.465545081
YDL005C	0.077634477	0.595038936
YKL067W	-0.115994462	0.646726608
YPL198W	0.07437467	0.818057282
YPL246C	-0.040500842	0.829057099
YHR073W	-0.064932036	0.616627201
YJR001W	0.007663891	0.969113025
YDR340W	0.889828208	0.286623037
YLR207W	-0.139943906	0.246269922
YOL118C	0.618948272	0.001366925
tR(ACG)Q2		
YLR162W-A	0.613164263	0.663941596
YHL050W-A		
YHR107C	-0.222291884	0.042787988
YML010W	-0.037781582	0.833307292
YIL153W	-0.182208488	0.39094145
YGR296W		
YGR155W	-0.099511612	0.33960752
YDR036C	-0.209096092	0.082090342
tE(UUC)J	0.605727569	0.715650327
YGR127W	0.124538165	0.442400886
YOR347C	0.056883564	0.725333254
YOR005C	-0.025031449	0.892329273
YER038W-A	-0.086559361	0.937360402
YDR098C-B	1.473452613	0.216459648
YHR001W	-0.066933983	0.633627076
YKL220C	0.111686598	0.736121091
YML047C	0.245456988	0.80309012
snR128	0.094224223	0.861517896
YOL123W	-0.008184693	0.963090264
YHR175W-A	-0.21855359	0.638656963
snR43	0.056894765	0.870875814
YHL050C	0.464835175	0.464752786
YIL076W	0.036775051	0.851792914
YKR081C	0.111352941	0.539703303
YIL177C		
YJR131W	-0.014307821	0.956718801
YNL242W	-0.553321489	5.11e-13
YPL001W	0.05369886	0.802941559
YHR131W-A	-0.483767902	0.587960188
YMR035W	0.05715501	0.789562142
YDR313C	0.079061847	0.61941551
YBL050W	0.097358936	0.555564607
snR75	0.04368535	0.942965852
YEL007W	-0.012073708	0.945022719
YDR510C-A	0.053432618	0.893718509
tN(GUU)L	-0.485174164	
YDR407C	-0.189942626	0.118957336
YIL009W	-0.011957252	0.959233164
YPL252C	-0.081084406	0.784648763
YPR139C	-0.01450854	0.936643718
Q0297		
YGL087C	0.120368859	0.585084721
YCR047W-A		
YPL040C	-0.106925515	0.336768074
YCR024C-B	0.084230609	0.678304467
YMR237W	-0.175166933	0.15953627
YLR013W	0.063114736	0.984477947
YGL116W	-0.055954685	0.782114331
YMR206W	0.163761984	0.129629597
YOR197W	-0.029481803	0.867925846
YKR082W	-0.022663209	0.884413766
YJR120W	-0.752747169	0.230784127
tQ(UUG)D3	1.116691874	
YDR167W	0.191955963	0.209818267
YKR087C	0.012335375	0.9454679
YJR065C	-0.07805938	0.535427034
YGR138C	-0.844971654	3.39e-05
YHL021C	0.043900003	0.787958612
YGR150C	0.055079055	0.618292994
YGL190C	-0.075994757	0.629893255
YLR402W	-0.158844705	0.818057282
YGR073C	0.06154096	0.944933063
YJL133C-A	0.915502438	1.15e-07
YIL141W	-0.692210742	0.351918157
YML097C	0.076296809	0.595707503
YER179W	0.070816857	0.752674048
YBL045C	-0.321332172	1.11e-05
YDR091C	0.016818067	0.903934248
YNL265C	0.097420388	0.62371981
YDR084C	-0.022027418	0.910082925
tS(AGA)D3	0.099028258	
YNL003C	-0.02047463	0.920967044
YNL089C	0.139514046	0.808403088
YIL039W	-0.059023997	0.687966103
YMR212C	0.164837211	0.041072901
YJR156C	0.0884635	0.856099616
YOR089C	0.082661958	0.736577297
YHL046C	1.962174013	
YPR010C-A	-0.144642914	0.653803799
YKL035W	0.012163417	0.948573847
RDN5-6		
YFR049W	-0.089223921	0.680299442
YPL127C	0.073113068	0.663008831
YNR045W	-0.105037811	0.353883622
YBR264C	0.049683871	0.829649784
tV(AAC)E1	0.820362139	
YOL068C	0.004997843	0.9795654
snR11	0.264460865	0.150713966
YEL075W-A		
YAR018C	-0.153526813	0.387963694
YPL075W	0.07652074	0.587071739
snR19	-0.139684195	0.736121091
YJL077W-A		
YAL068W-A		
YJL197C-A		
snR24	0.362687365	0.521333611
YLR256W-A	0.381317356	0.614605649
YKL072W	0.40627553	0.00034048
YEL010W	-0.938490677	0.378082314
YMR069W	0.203240284	0.787958612
YGR207C	0.086656559	0.695820995
YDL050C	0.186836617	0.671484863
YGR124W	-0.154995368	0.066119104
YOR301W	-0.177774312	0.415477458
YCR013C	0.010085888	0.983690514
tG(GCC)B		
YML031C-A	0.150249265	
YKR010C	0.03852852	0.870037478
tV(AAC)H		
YGL235W	-1.878125954	0.435684555
YPL060W	0.064662859	0.698650389
YMR150C	0.087101564	0.657704094
YDR207C	-0.133187812	0.485042249
YCR082W	0.06495701	0.813822794
YAR019W-A	-0.549097423	
YJL001W	-0.01157861	0.956718801
YGR239C	0.075762689	0.700408766
YGL230C	0.114646958	0.732914046
YPL143W	0.090624427	0.916404379
YDR232W	-0.133857369	0.33383053
YPR165W	0.011753599	0.961863274
YDR264C	0.183912811	0.027856773
YDR250C	0.094014835	0.941167788
YEL050W-A	-0.008987154	0.985726201
RDN5-3		
YKR044W	-0.013934899	0.949359357
YNL120C	-1.203253313	
YJR013W	0.136050399	0.290636138
YNL292W	0.073565132	0.597363593
YDL174C	0.469872648	1.8e-08
YDR420W	-0.075813353	0.763502732
YJL184W	0.105108756	0.607662971
YJR021C	0.09885968	0.530663504
YKL110C	0.054980213	0.76529982
YHR209W	0.074240225	0.668002635
YLR107W	0.066103382	0.679141877
snR80	-0.225146964	0.87774565
YDR098C-A		
YDR320W-B	-0.466270688	0.65078203
tV(UAC)B	0.128174689	
YOR062C	-0.113417546	0.598394326
YCR079W	-0.034160259	0.84208572
YEL027W	0.102207144	0.546753122
YBL005W-A		
YGR099W	0.034769445	0.830354941
YOR054C	-0.17781519	0.229046456
YHL034C	0.015099148	0.95830377
YGR122W	-0.248162989	0.13424252
YMR104C	-0.131472054	0.116208928
YGL165C	-0.023601281	0.958335214
YDR365W-A		
YCR095C	0.107218049	0.449967068
YIL102C-A	0.081917181	0.804442465
tA(UGC)O	0.350856605	0.728034576
YLR467W		
YGR053C	0.263085619	0.090998065
YJL008C	-0.029027675	0.833440478
YKR103W	0.048909378	0.842163426
YBR012W-A		
YJR073C	-0.133089431	0.402473435
YDL182W	0.295951643	0.01011009
YDR136C	0.036343532	0.959233164
YMR230W	0.095271536	0.801639773
YMR168C	-0.070729407	0.636747529
YMR305C	-0.1525522	0.230857768
YFL062W	-0.899715452	0.603764973
YBR223C	-0.250248132	0.126053352
YLL065W		
YHL009W-A		
YOR056C	0.146155001	0.11619478
YJR133W	0.04663287	0.803312719
YPL042C	-0.494836877	7.02e-07
YPL082C	-0.100390116	0.485533744
YHR023W	0.17990478	0.07658736
YOR381W-A	-0.09839234	0.922918531
YMR127C	0.173843823	0.165658922
YCR014C	0.076590429	0.641699985
YJR160C	-0.100999914	0.91185672
YCR088W	0.000527646	0.997778227
YER016W	0.007454669	0.967959996
YNR010W	0.032980801	0.89621652
YDR058C	0.155255027	0.203635671
YIL073C	0.165035918	0.080247805
YML067C	0.140101704	0.176480851
YOR307C	0.148873105	0.13929678
YKL066W	0.014392204	0.958444208
YGR231C	0.099074499	0.599415921
YDR137W	0.015317261	0.910082925
YJL193W	-0.227619201	0.248808255
YJR061W	0.250917327	0.000407014
YML064C	-0.095481587	0.62371981
YBL102W	0.128743632	0.334975584
YNL272C	-0.122457668	0.298861908
YCR020W-B	-0.040681487	0.910082925
YLL058W	-0.271325713	0.080132202
snR41	0.145945769	0.738104705
YIL171W-A		
YPR150W	0.061189425	0.917217454
YHR110W	0.160216137	0.24963376
YLR145W	0.089549438	0.65579081
YPR133W-A	0.070530522	0.856033589
YNL328C	-0.211659462	0.540106626
YOR110W	-0.174506663	0.111095522
YMR177W	-0.098698317	0.715576291
YJL205C	0.06132004	0.850775488
YCR031C	0.081252608	0.82525324
YIL163C	-0.242498399	0.620008753
YBR082C	0.028454387	0.898080599
YHR017W	-0.018098706	0.920421041
YFR046C	0.108582466	0.52165774
YPL136W	0.101596711	0.949674514
YOL037C	-0.62219222	0.651065812
YLR289W	-0.013423026	0.946253653
YOR267C	-0.23142266	0.074210294
YDR053W	-0.392314101	0.741773832
YJR078W	-0.454131926	0.006149199
YFR032C	-0.446861113	0.741547675
YDR049W	-0.068042916	0.736710346
YLL001W	-0.261971475	0.003529587
YER185W	0.585514476	0.006351205
YOL051W	-0.131998526	0.48449979
YJL215C	-0.024399222	0.981551234
YBR181C	0.063877038	0.861541724
YMR002W	0.010425356	0.962762632
YML058W-A	0.663508819	0.004169741
YBR141W-A		
YBL016W	-0.223010398	0.192264409
YGL205W	0.557415752	0.001145968
ITS2-1		
NME1	0.123441201	0.812873943
YBR147W	0.192632357	0.169895673
YLR467C-A		
YER008C	-0.073887536	0.603621965
YCL008C	0.005494324	0.988697053
YOR268C	0.661634883	0.626814222
YOL024W	-0.199963966	0.79352116
YNR044W	-0.303266512	0.142276826
YDR324C	0.01848552	0.911191867
YOR269W	-0.467939896	0.002067723
YKL070W	0.279787876	0.066771861
YLR189C	0.018022938	0.893853006
YCR101C	-0.138958823	0.766841897
YNL124W	-0.140210683	0.493665684
YNR019W	-0.228017896	0.085749084
YOL137W	-0.014487086	0.955399393
YKL033W	0.005790192	0.977961066
YOR385W	-0.068036336	0.717947791
YCR061W	-0.019761338	0.958335214
YGR291C	0.827774887	
YGL037C	0.011126675	0.973320647
YPL262W	-0.360446365	1.71e-06
YIL071C	-0.077223354	0.732914046
YKL219W	0.067840587	0.725333254
YHR056C	-0.164076793	0.495450493
YIL061C	-0.411624654	0.006818545
YCL001W	0.068845711	0.734514544
YBL107W-A	-0.607443023	
YDL133W	0.007277786	0.967959996
YIL164C	-0.114506218	0.684867799
YCL075W		
YMR255W	0.013554291	0.959233164
tC(GCA)B	0.023483106	
YEL056W	0.032110499	0.845222236
YPR196W	0.225480114	0.172333374
YFR015C	0.043516973	0.772735584
tS(AGA)G	0.099028956	
YKL075C	0.156680444	0.221752201
YOR143C	-0.18706486	0.211444064
YBR243C	-0.203033418	0.237686996
YOR068C		
YGR007W	-0.018526872	0.910082925
YIL136W	-0.226019071	0.166370173
YGR048W	-0.068244559	0.682894148
tY(GUA)F1	-1.9459763	
YDR500C	0.091859079	0.791439281
YPL130W	0.061991489	0.943337721
YML124C	-0.049665707	0.724608068
YLR226W	-0.202773552	0.379563289
YML121W	0.147811721	0.234053501
YNR039C	-0.15272928	0.398584734
YIR023C-A	0.100532088	0.885716537
YNL105W	0.320548235	0.843386828
YOL013W-B	1.202374631	0.079448196
YDL125C	0.040881447	0.818775653
YNL250W	0.079661406	0.616322347
YLR119W	-0.0841634	0.684743856
YFL066C	-2.804139753	
YNR009W	-0.283400462	0.196547086
YMR091C	0.024849258	0.875499949
YLR230W	-0.147059197	0.753107855
YJL034W	-0.170562354	0.112809712
YGL238W	-0.062151909	0.709783935
YPL008W	-0.065790266	0.643873423
YAL027W	0.066112493	0.735224644
YPL249C	-0.261264871	0.014365198
YDL007W	0.056923272	0.742812425
YKL091C	0.108286276	0.462114318
YDL117W	-0.263856094	0.009795307
YER119C	-0.007784862	0.980664934
tA(AGC)F		
YGL220W	0.088840563	0.757195897
YLR025W	0.105565856	0.61174088
YGR206W	0.094844847	0.744401129
YDR320C	-0.078428348	0.757230149
YJR153W	-0.079723092	0.758086333
YBL049W	0.617123935	1.1e-08
YPL227C	0.05980369	0.718233507
YOR294W	0.167391314	0.213239619
YIL045W	0.373517007	0.004122879
YJL005W	-0.178586766	0.184894671
YCR024C	-0.149799289	0.398644516
YLR100W	0.127728827	0.352320378
YPR187W	0.107973972	0.732914046
YKL048C	-0.112613393	0.559026031
YBR215W	-0.130545024	0.416775239
YHR137C-A		
snR3	-0.047625655	0.944933063
YDL234C	-0.129866368	0.152368594
YOL087C	-0.079927706	0.491194453
YBR297W	0.374764789	0.000276225
YFR036W-A	-0.116859576	0.856033589
YGL200C	-0.031216345	0.86349162
YDR072C	-0.29216796	0.000310505
tH(GUG)M	3.563678352	0.044951068
snR58	0.214505957	0.834470273
YJR137C	-0.22034279	0.125417379
YDR029W	-0.094676793	0.837818855
YNR073C	1.042173327	0.00112812
YJR069C	0.018209473	0.927022124
YBL059C-A	-0.00727772	0.986223469
YCR085W	0.349319732	0.430961687
YLR209C	0.010767824	0.958398445
YBR175W	-0.396650766	0.009338338
YGL253W	-0.027238211	0.856099616
YLR238W	-0.199376904	0.165354211
YKR026C	-0.000823828	0.997158951
YHL024W	-0.322550186	0.008821143
YDR009W	-0.118937994	0.602061438
YKL033W-A	0.051508289	0.787473525
YAL009W	0.049841163	0.827492163
YDR268W	-0.013449397	0.947719725
YMR253C	0.396843823	0.000122026
YGR201C	0.170989632	0.256519672
YDR045C	0.066128404	0.787958612
YER076C	-0.151689988	0.44087021
YML018C	-0.110035451	0.618477894
YDR165W	0.117647218	0.330725617
YDR015C		
YER171W	-0.059163599	0.689595856
YFR052C-A	0.187195882	0.432896566
YGL221C	0.090035524	0.525243516
YLR018C	0.053166623	0.749080461
YIL040W	0.047481951	0.823133039
YOL076W	-0.11167775	0.612579785
tK(UUU)G2	2.821621145	
YNR057C	-0.141055642	0.622332742
YML009W-B		
YNL025C	-0.032430381	0.884326461
YOR030W	-0.102226454	0.566327625
YOR214C	0.549231951	0.461059163
YGR116W	0.012983736	0.914223694
YPL065W	0.034133577	0.862220715
YDR479C	0.009542514	0.956441765
tW(CCA)G1	0.646297	0.765332686
YIL101C	-0.00642112	0.984477947
YBR077C	0.147624537	0.335376192
YKL178C	-0.229854177	0.010850636
YHR210C	0.456255628	0.033937265
YEL020C	-0.164007628	0.263568064
YDR233C	-0.017615552	0.918132631
YOR086C	-0.034510015	0.807662543
YMR138W	0.0923045	0.698650389
YDR325W	-0.0473963	0.782024766
snR35	0.137867387	0.769578134
snR6	-0.978048627	0.28143246
YGR204W	0.02699572	0.890318831
YMR176W	-0.035161598	0.808403088
YDL220C	-0.371040643	0.048128262
YOR211C	-0.109843025	0.444029449
YDL055C	-0.018137492	0.930334263
YBR039W	-0.234141163	0.014881196
YBR185C	-0.019607243	0.910082925
YGR092W	0.097502272	0.523316842
YDR417C	-0.027878703	0.982511073
YOR384W	0.27864787	0.183001854
YJL124C	0.084926565	0.687125447
YPL162C	-0.042874958	0.834123635
YCR028C-A	0.102134454	0.65317724
YDR451C	0.048818818	0.848062587
YER127W	-0.04061578	0.839748823
YIL066C	0.709307634	0.00018493
YNR017W	0.00909367	0.961690723
tI(UAU)D	-0.27076097	
YGR215W	0.094239366	0.754825749
YOR348C	-0.005139834	0.989634308
YOR342C	0.097620682	0.470566661
YDR149C	1.451466629	
YFR001W	0.194471115	0.351918157
YLR435W	0.09822855	0.642470632
YLL044W	0.288053868	0.840670886
tR(CCU)J	0.099028593	
YDL215C	0.100061963	0.329144511
YNL172W	-0.138295365	0.48035215
YFL016C	-0.182413799	0.097982528
YJR089W	-0.093677205	0.513537443
YJL164C	-0.024279743	0.903957013
YLR293C	0.009638745	0.963191101
YML094C-A	-0.455494925	0.739257409
YKL139W	-0.113892694	0.474125802
YGR175C	0.108719472	0.202553239
YGL123C-A		
YOR008C-A	0.840382287	0.178281386
YCR019W	0.031168464	0.860938865
YGL024W	-0.83967636	0.36038321
YNL086W	0.290297599	0.051985407
YDL013W	-0.154323735	0.186565019
YDR030C	-0.047142664	0.807223573
YOR233W	-0.217102111	0.352052482
YBR186W	0.118702506	0.553663236
YPR112C	0.039323642	0.803312719
YBL011W	-0.015169687	0.936353899
YCR105W	-0.036218341	0.909560937
YJL158C	-0.028453216	0.863930226
YOR192C-B	0.171355668	0.877575409
YFR052W	0.099902662	0.496006118
YGR262C	0.139312731	0.247529374
YER180C	-0.023261643	0.924646835
ETS1-2		
YGR060W	-0.068171234	0.685844986
YPL045W	-0.037887021	0.818057282
YLL067C	-0.622310381	
YDL090C	0.099723812	0.476678411
YAR027W	0.110094537	0.478877487
YKL137W	0.064557699	0.812890933
YGR240C-A	0.074854537	0.836057951
YGL252C	-0.037408002	0.789218697
YBL028C	0.057407816	0.872337413
YBR166C	0.055957622	0.728635015
YBR162C	0.015828934	0.901990316
YLL056C	0.087185579	0.78512545
YCR089W	0.06011768	0.798970713
YPR042C	-0.301887855	0.015232604
YER114C	0.064198957	0.774755142
YMR046W-A		
YNL063W	0.017575973	0.941052207
YDL029W	-0.002342772	0.989634308
snR189	0.086982595	0.910082925
YOR145C	0.123259947	0.418285158
YEL054C	0.096373293	0.755321166
YOR047C	-0.52097812	0.001692726
YKL051W	-0.373867233	8.44e-06
YCL048W-A	0.849861041	0.002021403
YBL038W	-0.052047633	0.782573692
YPR065W	-0.066792106	0.749080461
YPR181C	-0.103699928	0.501861243
